0,1,2
0.0,4.767438375353746,1.0
641.9016160866549,4.766093438920647,0.9997178911760976
1283.6697198478228,4.742567893279656,0.9947832609221205
1924.896296536312,4.723737406627937,0.990833448639477
3206.685024785559,4.691097724114264,0.9839870712049178
4381.493519496783,4.675385900398377,0.9806914179675078
5471.905383380276,4.658208177593694,0.9770882832330376
8022.848979303877,4.623335977731955,0.9697736213294842
10480.941375149458,4.594891982732474,0.9638073155778403
12939.03347911296,4.568930024453369,0.9583616325432529
14654.193017139964,4.549385190818637,0.9542619815156124
17112.27965899887,4.524610736128629,0.9490653847818015
19570.31712867642,4.5017175074042575,0.9442633869536339
22003.03103800408,4.478067666924058,0.9393026850801788
25744.16276998216,4.447664509745996,0.932925432815055
28176.87887686259,4.428787552452003,0.9289658730247111
29923.092634393935,4.394919353852709,0.9218618066618646
