0,1,2
0.0,4.791461784066872,1.0
741.1954337559719,4.797323674604367,1.001223403379108
1548.400301709129,4.786865274590756,0.9990406874387685
2290.1601243249374,4.779794011702975,0.997564882516084
3772.5223162926695,4.7651366150785615,0.9945058167685173
5254.477704064706,4.753647375481515,0.9921079598900066
6737.065951286358,4.741342167172696,0.9895398066074867
9699.861174384285,4.722762074496169,0.9856620562436391
12662.571425078018,4.710790020809196,0.98316343385521
15625.341164785421,4.693799834780826,0.9796175042842243
18587.480549634052,4.678476922206799,0.9764195423125812
21550.455702676947,4.661731332643033,0.9729246611430287
24512.632245766854,4.6222111409053355,0.9646766162835008
