0,1,2
0.0,4.839342514989545,1.0
261.2032397159059,4.796764732555682,0.9912017423230572
522.4179864261027,4.761759695231236,0.9839683139769502
783.0328546666232,4.733890584804549,0.9782094510032375
1303.293217784746,4.698283498266206,0.9708516154237032
1819.611048721782,4.669593703992627,0.9649231666344897
2336.5386049686435,4.643549542667892,0.9595414104880577
3362.9984400537296,4.604477619002698,0.9514676022084885
4162.924706113783,4.565750762880403,0.9434650985621065
5190.824426405123,4.5325733591216375,0.9366093317599014
6218.753262975148,4.493882076268911,0.9286141789611725
7245.2468019441785,4.465496156566783,0.9227485227043142
8272.512995076147,4.432392071248628,0.915907906398356
9299.437631935903,4.403134450877032,0.9098621222280947
10326.883633438994,4.36848836106746,0.902702866667601
11353.316172348852,4.323359484164028,0.8933774517452953
