0,1,2
0.0,4.905367888921874,1.0
1055.1953206952899,4.850381214152746,0.988790509496075
2110.4289175448457,4.8166587185465435,0.9819158985861859
3166.002180741585,4.78950866908957,0.9763811354304421
5277.130555930728,4.7451641693217494,0.9673411407201642
7387.300287773964,4.714776364392814,0.9611463342108376
9497.527839060267,4.686913251651362,0.9554662071801254
13716.962939773277,4.637829443246888,0.9454600650281121
16969.351516171046,4.602361530274612,0.938229636286493
21188.69875567303,4.5647835747482,0.9305690578390995
25407.783457795143,4.528205154447652,0.9231122429520537
29626.725142121497,4.49863679368845,0.9170844869450114
33845.802398899235,4.470316203916373,0.9113110994206963
38064.67232784672,4.441936544461963,0.905525670050862
42283.40898157308,4.4176371836406165,0.9005720434582016
46502.20440683704,4.390266791003132,0.8949923615144075
