3.744216807510894807e+00,-3.013845236083292800e+00,5.202484887394976276e+00,1.108701858608532209e+00,1.369759314035471798e+00,8.611515380068444081e-01,-3.846683698956228081e-01,1.595660901938760867e+00,1.260222542827104109e+00,1.402972675067869046e+00
2.422857819096436494e+00,-3.093845036666002635e+00,4.360410194016783869e+00,2.071892558969769205e+00,1.774941203920342714e-01,9.858206855400326596e-01,-4.439197352921159800e-01,1.082964449709398425e+00,-9.059257573737466984e-02,3.714675935409970237e-02
1.034514423488478219e+00,-3.829317855454857256e+00,2.942619853011039233e+00,2.092755158359328682e+00,2.481485534122457315e-02,1.589689092988213259e+00,-8.956692975644086063e-01,4.152315028159656723e-02,-2.678245135747326366e-01,-4.868336146342272519e-01
2.190305998122690667e+00,-1.344278889509272323e+00,3.829084804983535761e+00,5.552927946928636338e-01,1.313606689190486065e+00,-1.787560620970826686e-01,1.024627562307506956e+00,-5.811137283097085326e-01,-7.620770561416400080e-01,-6.978479850153546105e-01
-4.650689034862246274e+00,4.527067362226567249e-01,-1.079763837648283348e-01,-1.596644778499412443e+00,-1.982093721975346501e-01,-9.391213244523916037e-01,-1.156780759853706320e+00,-6.074119975998742982e-01,2.432901471363340951e-01,-1.208355281777348800e-01
-5.093212306147990809e+00,5.966561387284544660e-01,-2.137140198999681884e-01,-7.175237437246810845e-01,-2.499216573869371238e+00,-7.334799127412355846e-01,2.920829562861567696e-01,6.655270833715992707e-01,-3.329056835733204545e-02,2.910327506719071616e-02
-4.196276989458164408e+00,-6.075859800436999025e-01,6.048155356379556480e-01,-9.827894807043694447e-01,-1.044229881113795333e+00,-1.348644600018318984e+00,-1.278045770697519679e+00,2.439112142006466255e-01,-3.088886922203473717e-01,-2.876163058032703557e-01
-4.632303593727063351e+00,-6.926120077295321309e-01,1.427498153263642988e-01,-7.287445043846986215e-01,-2.836130049201557757e+00,-6.421721391174992633e-01,-4.297821687400329993e-02,1.402419870597917617e+00,-2.451367173530945021e-01,-5.744838496283523332e-02
5.699414891580512510e+00,-2.025153475697389904e+00,3.439494373301768437e+00,4.604647370930372574e-01,2.181544271977081950e-01,8.665569981255882848e-01,-1.669769536169581070e-01,3.332437425520939356e-01,1.196137875914987436e+00,-4.406950475701408854e-01
4.511948625214977082e-01,-5.915206327428616795e-02,2.132798675816419465e+00,-1.836309713691045564e+00,1.151471111065109243e+00,-1.155275855285575748e+00,-1.792051408882334940e+00,6.705237765759132218e-01,2.020048208915743437e-01,-3.896570597353193333e-01
-3.214739236616914742e+00,2.460500012627953870e-01,-3.213889611388650591e-01,-8.116400437722999239e-01,-2.279105048953582902e+00,4.800323114144139369e-01,-5.465586672674022095e-01,7.219383425188813375e-01,-5.350007171737955480e-02,-3.040754002555205449e-01
-1.897151791786326980e+00,-1.166801454192538001e+00,1.885223817242633881e-01,-1.593055729024125261e-02,-3.080263437128797577e+00,2.043641399160876226e-01,-1.205886794149430674e+00,4.425848636545567927e-01,-1.110058461659648943e+00,4.755124487478437079e-01
1.711176538134251135e-01,5.531148585850349519e-01,3.297983568521891673e-01,-6.060557478937871334e-01,-8.385718761293879941e-01,-2.414672017977377572e-01,-1.270148577604104601e+00,-7.397408200395783062e-01,-7.612305405315641371e-01,-6.496276312801289032e-01
1.999566308006853310e+00,5.180764808370209584e-01,1.304492844158627429e+00,-4.501720956393978068e-01,-1.773430711313372932e+00,-1.256169784981227278e-01,-2.523362734506999772e-01,1.512912552986098724e-01,-1.100967758856986750e-01,-3.892661882103512494e-01
2.662440828472738552e+00,1.425403105579626573e+00,1.961174352894930584e+00,-1.390141741502114447e+00,3.103092685868552580e-01,-1.320000541571036523e+00,-8.860139237801404333e-01,-1.026005333964903121e+00,1.370349760269150285e-01,6.398711335765183694e-02
1.660701158667911681e+00,1.615540166187158011e+00,7.527027042508072086e-01,-9.215423388678655181e-01,-1.402850895941517573e+00,-7.676317048334815318e-01,3.065447400502430697e-01,-9.195159908465636578e-01,-5.690712523822643032e-01,-6.811399388209694594e-01
-2.149798967928671534e+00,-1.796478244787870771e-01,2.719473842180460954e-01,1.791372698965610910e+00,-1.221986436442008994e+00,5.517404366912886937e-01,1.251055516401095469e+00,-2.920210939600754174e-01,-2.149786715542021109e-01,4.652732943469676807e-01
-4.070882106132261313e+00,1.850550597385798857e-01,2.215186196231794802e-01,9.167813368607324875e-01,2.754157937298815084e-02,2.972892303499564015e+00,-2.725062889126541599e-01,-7.541413922149519111e-01,4.593636343607904182e-01,8.169805974346159294e-01
-3.349939738541083400e-01,-1.332933513000023273e+00,1.871408729258140280e+00,1.407102300656668969e+00,3.638819314022924134e-01,2.185497732993104125e-01,-4.513511155751788462e-02,-1.691773932641211717e-02,-7.041045641558233426e-01,-6.305880218634348777e-01
-5.844180272371770485e-02,3.242783902473553859e-01,1.462790574331676030e+00,1.099877609206362239e+00,1.343276377306258151e+00,-1.137139757846195379e-02,3.129603587863274972e-01,-1.160546392107423497e+00,-5.986568982904469927e-01,-1.311992917973223927e+00
-1.080238175809212331e+00,-1.370466548440437471e+00,-2.569900401594767292e+00,1.450768585049998061e+00,-1.122262066709558137e-01,4.890127636691725121e-01,6.830479283197412599e-01,2.156049803768207429e+00,7.906276948264033821e-01,-1.089624835525090152e+00
-7.230685376528360742e-01,-1.813840914852758557e+00,-2.246639278260627481e+00,1.351538461666919932e+00,3.686831562935364848e-01,-1.027610761219254876e+00,-2.727025812541212790e-01,1.980510030311556813e+00,2.689676796991451457e-01,-2.171591186413567576e-01
2.144046104932718355e-01,-6.616147465871261568e-01,-2.760956502966597004e+00,2.019080973710633664e+00,1.217598930098070104e-01,-7.449974420605504077e-01,6.354736143512569324e-01,1.310278112097057690e+00,1.495184327168152194e+00,-1.247142379923758870e+00
-2.236248321068764255e+00,-9.183959301451605217e-01,-2.833081287936130011e+00,1.655332069865470768e+00,1.111811963634920186e+00,-5.161038639004407180e-01,-7.014092736717607579e-01,1.346655990972458694e+00,8.520688189574704419e-01,9.488002704627758188e-01
6.557908082935163918e+00,-1.282160827982808282e+00,-2.222420572473472689e+00,3.298430043587803340e-01,-1.709933818972429131e+00,1.465128840648667996e+00,-3.603931511645692698e-01,-3.904879111182754103e-01,1.186037521043233900e+00,1.254728201582764983e-02
8.238297573198602564e+00,4.829879921658825626e-01,-1.055602751108963178e+00,-4.066281777085747340e-01,-6.968653128937908336e-01,2.657377510333788773e-01,6.670122470544869175e-01,-1.168108842139518044e-01,1.018384568806721902e+00,-2.427505850759506534e-01
