4.973799150320701301e-14,2.401961431258626600e+00,5.411839444676997957e+00,8.952770889274443533e+00,1.294789261407034608e+01,1.732034146808407016e+01,2.199325430033501050e+01,2.688976795984252988e+01,3.216507967566575132e+01,3.818106967266968610e+01,4.516945449922288702e+01,5.336195038287670656e+01,6.346016925377943352e+01,7.735484198282726709e+01,1.004024040709825130e+02,1.431228586948273573e+02,1.740180418221507637e+02,2.009371563450991971e+02,2.226410330752854350e+02,2.338854455546301097e+02,2.441656209966093911e+02
4.884981308350689409e-14,2.717779044161781066e+00,6.317765969806088400e+00,1.066086497420275414e+01,1.560798025462164418e+01,2.102001600833263950e+01,2.675902855192030927e+01,3.319376893175200394e+01,4.086482953539818652e+01,5.001453118466844927e+01,6.129955241487184736e+01,7.684257367011103668e+01,1.022319564256427213e+02,1.393351876453634475e+02,1.960693601421911865e+02,2.499583109570509691e+02,2.718086698589971775e+02,2.914699061404526788e+02,3.064013743799504255e+02,3.199899819619799359e+02,3.329413740489491147e+02
6.394884621840902935e-14,3.492647138192471967e+00,7.920088099908996426e+00,1.312215918265980363e+01,1.893869668395518246e+01,2.520953690130543734e+01,3.199461397342202318e+01,3.995549293221866805e+01,4.966914309074839196e+01,6.245054177899002923e+01,8.095238616430049206e+01,1.080761804638110846e+02,1.308911812614942960e+02,1.502553990826506265e+02,1.650386687471158211e+02,1.774722115393708748e+02,1.921417150177308031e+02,2.064729544387074043e+02,2.162801787373941238e+02,2.240415312452829539e+02,2.314745815014860000e+02
1.776356839400250465e-15,7.124857857103155112e-01,2.741301683223359209e+00,5.923485503112194905e+00,1.009607505594987664e+01,1.509610815230945668e+01,2.076062260276399485e+01,2.700592519659876700e+01,3.726856291906157281e+01,5.144886243455044195e+01,6.896154497914626802e+01,1.128778177525658464e+02,1.792927721300569601e+02,2.283454829221229261e+02,2.557195729407633564e+02,2.776620182407721700e+02,2.972368399277341382e+02,3.169456275619767212e+02,3.342663715132890729e+02,3.527511210900632932e+02,3.721676837970013025e+02
1.247002501258975826e-12,3.526791393290807264e+01,5.107132256576870333e+01,6.466466393376146016e+01,7.902414661486356806e+01,9.320527700808075622e+01,1.072621397503191929e+02,1.211527705935287145e+02,1.326553082428313246e+02,1.431850824550500363e+02,1.545867562957901100e+02,1.661906202679432170e+02,1.776946122491434892e+02,1.882671436072996016e+02,1.963059833484520880e+02,2.032627288948867488e+02,2.102735499762899565e+02,2.179050005945178725e+02,2.252126813020960867e+02,2.312409354438186995e+02,2.365989569767461091e+02
1.746158773130446207e-12,3.923234399577523135e+01,5.817873879964704997e+01,7.437620142782436972e+01,8.994739829870175640e+01,1.062751052134310754e+02,1.228106916218408031e+02,1.364381384476504024e+02,1.502886761754236886e+02,1.651125970721623162e+02,1.819491311573043220e+02,1.950996629141226322e+02,2.060359543579061494e+02,2.197595327217167949e+02,2.325704957432401727e+02,2.436812975901846414e+02,2.535262487663059687e+02,2.630515620333708284e+02,2.698300729160449123e+02,2.734679172007166699e+02,2.764909858873584199e+02
6.349365477831270255e-13,2.515197720362392531e+01,4.327333529961774872e+01,5.826502246564057685e+01,7.191607973894465999e+01,8.487042030499185330e+01,9.750045942756186435e+01,1.104444995878189957e+02,1.230988462088638045e+02,1.340549123437666026e+02,1.448002818011510158e+02,1.560068859066074936e+02,1.676729289060011467e+02,1.806829085096584322e+02,1.915533883404471567e+02,2.003288396689318347e+02,2.094902010314636129e+02,2.195557025977940668e+02,2.295783058548064446e+02,2.390101273795239081e+02,2.511917980144345108e+02
8.510969706776450039e-13,3.048994758578360020e+01,4.894559533701823284e+01,6.349699687192573805e+01,7.837953975117166294e+01,9.346617374025275637e+01,1.086279548327707403e+02,1.234084211274618070e+02,1.358173026859996924e+02,1.478224290331991995e+02,1.604821064893957612e+02,1.733514774793625861e+02,1.865371745554087966e+02,1.959989565274042889e+02,2.035702272089016844e+02,2.109902935094191889e+02,2.180643605389597042e+02,2.256839184283131488e+02,2.380192034664104312e+02,2.522022500623720873e+02,2.578902153030775821e+02
0.000000000000000000e+00,5.523344737482099864e-02,2.625528258615190125e-01,6.843866900032971046e-01,1.383163594343454150e+00,2.421312093425230572e+00,3.861260741791903150e+00,5.765438093986707813e+00,8.196272704552912458e+00,1.121619312803378321e+01,1.488762791897256932e+01,1.927300563191252891e+01,2.443475482139693966e+01,3.043530404196904016e+01,6.535916720099980637e+01,1.593397027784380668e+02,1.781329804588176842e+02,1.920326740660732128e+02,2.035279293899074275e+02,2.143290350342448676e+02,2.240775991723546099e+02
2.866595849582154187e-13,1.202361055514611365e+01,2.203774480451780704e+01,3.121452295938656363e+01,3.999468476566192976e+01,4.805268039005807879e+01,5.532710035375367852e+01,6.208698883328339235e+01,6.834771727921982176e+01,7.405899342207695213e+01,7.878496292784174670e+01,8.300467832011808866e+01,8.741998987458117654e+01,9.273274786690622307e+01,9.982803062517291437e+01,1.105394583664571968e+02,1.230156670966900379e+02,1.374636663000080716e+02,1.515040479073420272e+02,1.651635024777547187e+02,1.791224632664517742e+02
