cellNum,cellID,t,qdis
1,G1C1,-9.470202400052585e-13,1.0000000000000002
1,G1C1,19.738845914821333,0.9900000000000002
1,G1C1,44.321679177953406,0.9800000000000002
1,G1C1,66.69232793842312,0.9700000000000002
1,G1C1,83.73414313761118,0.9600000000000002
1,G1C1,99.18417693452965,0.9500000000000002
1,G1C1,121.05768025172412,0.9400000000000002
1,G1C1,144.44515878818817,0.9300000000000002
1,G1C1,176.34558890650732,0.9200000000000002
1,G1C1,190.31187778117902,0.9100000000000001
1,G1C1,213.06041789465658,0.9000000000000001
1,G1C1,232.45147981013574,0.8900000000000001
1,G1C1,244.54056891704926,0.8800000000000001
1,G1C1,255.74533922287736,0.8700000000000001
1,G1C1,267.45619228135376,0.8600000000000001
1,G1C1,278.29968523574996,0.8500000000000001
1,G1C1,285.7579918110093,0.8400000000000001
1,G1C1,291.9870706399665,0.8300000000000001
1,G1C1,297.7386990698649,0.8200000000000001
1,G1C1,303.39284120577287,0.81
1,G1C1,308.43523495724446,0.8
2,G1C2,-2.822631017806998e-12,1.0000000000000002
2,G1C2,19.87413854643779,0.9900000000000002
2,G1C2,40.6883887228032,0.9800000000000002
2,G1C2,52.11080590221874,0.9700000000000002
2,G1C2,77.40479186290978,0.9600000000000002
2,G1C2,92.89783292806372,0.9500000000000002
2,G1C2,103.92997694046069,0.9400000000000002
2,G1C2,126.53144615824739,0.9300000000000002
2,G1C2,164.60572745268811,0.9200000000000002
2,G1C2,178.81936535917094,0.9100000000000001
2,G1C2,191.04283813913585,0.9000000000000001
2,G1C2,214.9466884126517,0.8900000000000001
2,G1C2,231.75268395571086,0.8800000000000001
2,G1C2,245.6606178822924,0.8700000000000001
2,G1C2,259.94879761144693,0.8600000000000001
2,G1C2,274.3779951968715,0.8500000000000001
2,G1C2,287.33629920546736,0.8400000000000001
2,G1C2,298.844405683699,0.8300000000000001
2,G1C2,312.0724006982595,0.8200000000000001
2,G1C2,319.97298415388224,0.81
2,G1C2,327.38845319879175,0.8
3,G1C3,-1.1941558852868184e-12,1.0000000000000002
3,G1C3,17.234017606244105,0.9900000000000002
3,G1C3,35.55997164742259,0.9800000000000002
3,G1C3,48.14708180432703,0.9700000000000002
3,G1C3,72.03754592287989,0.9600000000000002
3,G1C3,84.83106463865101,0.9500000000000002
3,G1C3,98.49777002535195,0.9400000000000002
3,G1C3,114.97686470936124,0.9300000000000002
3,G1C3,141.1149560766687,0.9200000000000002
3,G1C3,156.79428926566501,0.9100000000000001
3,G1C3,184.38806262807302,0.9000000000000001
3,G1C3,203.05711057231343,0.8900000000000001
3,G1C3,231.06574739982216,0.8800000000000001
3,G1C3,243.1538183303282,0.8700000000000001
3,G1C3,260.1114797254481,0.8600000000000001
3,G1C3,278.4326263867021,0.8500000000000001
3,G1C3,293.74551359463163,0.8400000000000001
3,G1C3,310.7420319334038,0.8300000000000001
3,G1C3,325.45031479132916,0.8200000000000001
3,G1C3,339.91838619227167,0.81
3,G1C3,352.41007403977034,0.8
4,G1C4,8.450375904590754e-25,1.0000000000000002
4,G1C4,31.05222225401431,0.9900000000000002
4,G1C4,46.46257217028891,0.9800000000000002
4,G1C4,68.28138608640342,0.9700000000000002
4,G1C4,81.36051209247711,0.9600000000000002
4,G1C4,93.7422946837973,0.9500000000000002
4,G1C4,103.35022972815868,0.9400000000000002
4,G1C4,117.10625712171144,0.9300000000000002
4,G1C4,129.86268476225928,0.9200000000000002
4,G1C4,142.52938455794552,0.9100000000000001
4,G1C4,149.74442502457097,0.9000000000000001
4,G1C4,158.3225595912467,0.8900000000000001
4,G1C4,170.49642152951694,0.8800000000000001
4,G1C4,173.92380365864318,0.8700000000000001
4,G1C4,178.31590542122117,0.8600000000000001
4,G1C4,182.37728654391037,0.8500000000000001
4,G1C4,186.22572005704762,0.8400000000000001
4,G1C4,189.27882784113805,0.8300000000000001
4,G1C4,191.52593141803186,0.8200000000000001
4,G1C4,193.42961414131602,0.81
4,G1C4,195.34617447661188,0.8
5,G2C1,-1.9379636784222498e-13,1.0000000000000002
5,G2C1,8.267389084713113,0.9900000000000002
5,G2C1,15.675221663927001,0.9800000000000002
5,G2C1,24.954089695345818,0.9700000000000002
5,G2C1,36.00167079553733,0.9600000000000002
5,G2C1,45.93739222572201,0.9500000000000002
5,G2C1,55.818008116655406,0.9400000000000002
5,G2C1,71.6311837320739,0.9300000000000002
5,G2C1,78.90485127354854,0.9200000000000002
5,G2C1,87.54879707444447,0.9100000000000001
5,G2C1,94.3749172149098,0.9000000000000001
5,G2C1,100.2614415068994,0.8900000000000001
5,G2C1,106.60413437500912,0.8800000000000001
5,G2C1,114.45068141892749,0.8700000000000001
5,G2C1,121.56720702798292,0.8600000000000001
5,G2C1,130.575688266534,0.8500000000000001
5,G2C1,137.92307890595552,0.8400000000000001
5,G2C1,141.44306179864267,0.8300000000000001
5,G2C1,143.6745232484693,0.8200000000000001
5,G2C1,145.47952990821463,0.81
5,G2C1,147.46490119416117,0.8
6,G2C2,-2.6295632338246833e-13,1.0000000000000002
6,G2C2,9.796697603191575,0.9900000000000002
6,G2C2,16.673073638176213,0.9800000000000002
6,G2C2,24.377005779984668,0.9700000000000002
6,G2C2,33.63080398814142,0.9600000000000002
6,G2C2,40.585518836194744,0.9500000000000002
6,G2C2,46.87523573968843,0.9400000000000002
6,G2C2,52.55405406825676,0.9300000000000002
6,G2C2,60.82655075023192,0.9200000000000002
6,G2C2,69.53435906294641,0.9100000000000001
6,G2C2,75.01551276179615,0.9000000000000001
6,G2C2,78.76409864124192,0.8900000000000001
6,G2C2,84.19821982582819,0.8800000000000001
6,G2C2,90.2398007356639,0.8700000000000001
6,G2C2,94.40003866738168,0.8600000000000001
6,G2C2,98.72710576881501,0.8500000000000001
6,G2C2,103.4367816611604,0.8400000000000001
6,G2C2,110.0963925380049,0.8300000000000001
6,G2C2,116.48333285873662,0.8200000000000001
6,G2C2,140.27818008248428,0.81
6,G2C2,147.54113641548216,0.8
7,G2C3,-1.6753612386288808e-13,1.0000000000000002
7,G2C3,7.329636642334967,0.9900000000000002
7,G2C3,14.076035805281457,0.9800000000000002
7,G2C3,21.561173369727754,0.9700000000000002
7,G2C3,32.015672648154776,0.9600000000000002
7,G2C3,40.960922529522506,0.9500000000000002
7,G2C3,49.4641041888839,0.9400000000000002
7,G2C3,59.74950885819065,0.9300000000000002
7,G2C3,73.55083443858257,0.9200000000000002
7,G2C3,80.43583859440125,0.9100000000000001
7,G2C3,88.54329233699943,0.9000000000000001
7,G2C3,95.25573239125796,0.8900000000000001
7,G2C3,101.97165492395378,0.8800000000000001
7,G2C3,111.32303921478191,0.8700000000000001
7,G2C3,118.4804341761339,0.8600000000000001
7,G2C3,129.98007092973842,0.8500000000000001
7,G2C3,143.9253729889738,0.8400000000000001
7,G2C3,160.41063932609575,0.8200000000000001
7,G2C3,162.8680238774053,0.8300000000000001
7,G2C3,172.4472258172762,0.81
7,G2C3,175.98614921198643,0.8
8,G2C4,-1.4370926323947764e-13,1.0000000000000002
8,G2C4,6.558368036483047,0.9900000000000002
8,G2C4,13.15779671135304,0.9800000000000002
