cellNum,numRPTs,t_hrs,t,qdis,cellID,Ah_throughput
11,6,948.33,39.51375,0.947932262,G3C3,96.86581333
11,7,1151.070556,47.96127315,0.936841991,G3C3,117.9772155
11,8,1336.649722,55.69373843,0.926185487,G3C3,136.9672867
11,9,1566.778889,65.2824537,0.917377492,G3C3,160.8193152
11,10,1751.553889,72.98141204,0.907399097,G3C3,179.5730481
11,11,1935.308889,80.63787037,0.893874971,G3C3,198.3624944
11,12,2119.560556,88.31502315,0.88336,G3C3,216.9847029
11,13,2303.496111,95.97900463,0.869489602,G3C3,235.7959635
11,14,2503.819722,104.3258218,0.854921684,G3C3,256.1549414
11,15,2704.188889,112.674537,0.844172711,G3C3,276.5831882
11,16,2930.925556,122.1218981,0.827741849,G3C3,299.8704206
11,17,3111.275,129.6364583,0.816787844,G3C3,318.1874468
11,18,3314.120278,138.0883449,0.806516727,G3C3,338.760845
11,19,3495.311111,145.637963,0.795436112,G3C3,357.0578419
11,20,3719.333333,154.9722222,0.791519822,G3C3,379.8737259
11,21,3915.2175,163.1340625,0.796025751,G3C3,399.2940893
11,22,4098.933889,170.788912,0.770953104,G3C3,417.0819966
11,23,4284.046667,178.5019444,0.73700711,G3C3,434.7394862
11,24,4465.238611,186.0516088,0.706214728,G3C3,451.8019132
11,25,4647.512778,193.6463657,0.681656711,G3C3,468.7583892
11,26,4801.068333,200.0445139,0.641212015,G3C3,481.5200519
11,27,4975.5275,207.3136458,0.61830079,G3C3,497.3005693
11,28,5156.213056,214.8422106,0.589789027,G3C3,513.1875515
12,1,0,0,1,G3C4,0
12,2,187.0011111,7.791712963,0.990021268,G3C4,18.91307775
12,3,375.6988889,15.65412037,0.977421859,G3C4,37.95873647
12,4,565.1219444,23.54674769,0.965805363,G3C4,57.10831925
12,5,748.4275,31.18447917,0.956594226,G3C4,75.90101008
12,6,948.1455556,39.50606481,0.943941135,G3C4,96.51374733
12,7,1150.743056,47.94762731,0.928198108,G3C4,117.4593239
12,8,1337.621944,55.73424769,0.911995502,G3C4,136.2843423
12,9,1566.629167,65.27621528,0.893025644,G3C4,159.7567257
12,10,1751.118056,72.96325231,0.87300462,G3C4,178.214589
12,11,1936.725,80.696875,0.85006967,G3C4,196.7635756
12,12,2121.020556,88.37585648,0.840227834,G3C4,215.2304404
12,13,2305.032222,96.04300926,0.832395434,G3C4,233.6245521
12,14,2505.025833,104.3760764,0.820901068,G3C4,253.3701428
12,15,2706.729444,112.7803935,0.796748723,G3C4,273.0190575
12,16,2933.212222,122.2171759,0.750468135,G3C4,294.7397083
12,17,3113.918056,129.7465856,0.685916836,G3C4,311.0801224
12,18,3315.834722,138.1597801,0.602576576,G3C4,328.1137733
12,19,3494.877778,145.6199074,0.548771604,G3C4,342.9642088
13,1,0,0,1,G4C1,0
13,2,188.2069444,7.841956019,0.987420846,G4C1,23.04233956
13,3,376.9222222,15.70509259,0.973476268,G4C1,46.13060697
13,4,565.2325,23.55135417,0.963050789,G4C1,69.03136717
13,5,752.0055556,31.33356481,0.955334138,G4C1,91.71246883
13,6,952.2008333,39.67503472,0.945564998,G4C1,116.4774577
13,7,1157.083056,48.21179398,0.936835215,G4C1,141.7729183
