dQ_dV_01,dQ_dV_03,dQ_dV_05,dQ_dV_07,dQ_dV_09,dQ_dV_11,dQ_dV_13,dQ_dV_15
-2.5373487866382676,-2.339604473566499,-2.3099806594520715,-2.3318036328269502,-2.4112189658535956,-2.4773812366467554,-2.553384685507206,-2.6717693476018214
-2.6554258300382347,-2.44619400891113,-2.4163056914495202,-2.4513602350770385,-2.541374125731386,-2.591093102118328,-2.6715248807569143,-2.772289740650871
-2.779594954114441,-2.568427461402053,-2.537581036607503,-2.58508258572221,-2.681886719288883,-2.7121218438223478,-2.794242846542932,-2.8696848041544856
-2.9064190708906157,-2.706269508499065,-2.6740605157539794,-2.731372753530178,-2.83054893693905,-2.839203808275869,-2.9198253755985895,-2.963150142556987
-3.033939928294001,-2.857677127548868,-2.8251251373667348,-2.887305023030712,-2.9807123989178708,-2.9707922987757684,-3.0465879504483557,-3.0535158118319603
-3.1646946652284105,-3.0169501277842303,-2.987865969566042,-3.048243996760232,-3.1235060254490405,-3.1053364893185122,-3.1731516248005964,-3.1423120898979904
-3.304870551826457,-3.176544999767907,-3.1574212687667913,-3.2095168872212074,-3.253608179834316,-3.241326357442222,-3.297150883907307,-3.2311171748030407
-3.4595352799790025,-3.3305520211609405,-3.3286488386536406,-3.367074417445264,-3.3714372609605676,-3.3774601317848867,-3.4141048457892342,-3.321506195770633
-3.6248915007919154,-3.477879856828071,-3.4964074780489964,-3.5171857011611567,-3.4818820069406344,-3.5120757815341057,-3.520073497141374,-3.414783939971909
-3.7892502265755184,-3.6222519107750375,-3.656307079404206,-3.658273668112162,-3.594390451596087,-3.642845359914276,-3.6152708288157616,-3.5115170844843706
-3.9459077949192705,-3.767671124115947,-3.8068370574209554,-3.792009623162449,-3.7201913951176953,-3.7673027111952253,-3.7030171484796544,-3.611753549413925
-4.096641262743861,-3.915539474497831,-3.948994966458855,-3.9213635906336153,-3.8623866219809715,-3.883003714299287,-3.7875104682658502,-3.7154923746586177
-4.242475698005911,-4.064371880494275,-4.084157076776404,-4.049330322124678,-4.012475513575339,-3.988311251447476,-3.873873697918242,-3.8221638514479537
-4.379678806771364,-4.207954451921705,-4.213698297665298,-4.17865820745879,-4.159104226186662,-4.083681849757687,-3.9662274443996526,-3.929106089976864
-4.509444847786659,-4.33811372793557,-4.338797839394608,-4.309489608155587,-4.29304086446353,-4.171044949192611,-4.064526000240386,-4.031879628854301
-4.639847056837499,-4.4528816354727265,-4.459897786767107,-4.438214586921134,-4.40642158417615,-4.252496656892674,-4.16542474934127,-4.1257918275713115
-4.771740721175905,-4.55691917254153,-4.57679282509082,-4.559807056874393,-4.496161906578879,-4.330289462354642,-4.265704979452835,-4.206364018734314
-4.892257682298373,-4.65636657131405,-4.6891487234851645,-4.66946761865754,-4.567487473580667,-4.406619635404598,-4.363243876408523,-4.271273491257631
-4.996588749350116,-4.7563588842007904,-4.796193284023395,-4.764074032006084,-4.629745704781806,-4.482998571793678,-4.456363240021693,-4.322209403806977
-5.095809506326219,-4.858902881228989,-4.896454232436151,-4.843880421874593,-4.690044267627923,-4.560441066302502,-4.543397180381152,-4.363185045338191
-5.189901452357981,-4.961844498305692,-4.988247840362971,-4.9118391055836526,-4.7511801789716746,-4.6396049438530325,-4.623050029391277,-4.398293143632071
-5.265304126965312,-5.060781012562813,-5.069987884725009,-4.9715985930678075,-4.814002353859559,-4.719291929501816,-4.694826842843117,-4.430773504515093
-5.324671132075594,-5.151480819836491,-5.140314216456398,-5.026233677403792,-4.877584006555839,-4.796151648660981,-4.758700650513117,-4.461737119553954
-5.384866588663369,-5.231456025043201,-5.198596687678231,-5.0769894088627385,-4.937783478927446,-4.866183107901963,-4.814671452401245,-4.490298789012866
-5.447865485366714,-5.300822992819434,-5.245081261742412,-5.123419456133962,-4.990447738295899,-4.925776339263564,-4.862739248507484,-4.515026754451992
-5.504909084928699,-5.360657483590154,-5.280442129790998,-5.164517785716317,-5.034637231494656,-4.9726698278308845,-4.902904038831855,-4.5346629977243875
-5.553723733377144,-5.40896439875587,-5.305745750808825,-5.198963001115607,-5.070962582686326,-5.006933880936037,-4.935165823374376,-4.548589409624021
-5.593488096078023,-5.44024092887035,-5.322293178862896,-5.2255560725034735,-5.099380864146786,-5.030372826411497,-4.959524602135014,-4.556702985401876
-5.619442543487139,-5.453055136468624,-5.3311931996776085,-5.243438945990722,-5.119484493880606,-5.045123265231115,-4.975980375113767,-4.55884196042552
-5.6288294538957935,-5.451442423814582,-5.333112551468952,-5.251840127849135,-5.130976609549049,-5.0529034202104475,-4.984532788527265,-4.554707914004997
-5.622280579151539,-5.437381117955232,-5.327617493205923,-5.250171340478829,-5.133829327998228,-5.054415437646134,-4.9851655882987025,-4.54397452968168
-5.601993485218521,-5.412451742068743,-5.313218617951179,-5.238217598808536,-5.128223652234317,-5.049639276492708,-4.977825675041226,-4.526315490979982
-5.569960482102721,-5.381047139020706,-5.288260480356582,-5.216125523353708,-5.114247449526954,-5.038279886779953,-4.9624371104647595,-4.50143098358771
-5.525548722048467,-5.343799373663552,-5.251846477527176,-5.184539876720795,-5.091690300240192,-5.019861444462311,-4.938922416176087,-4.469156455661744
-5.467352605888426,-5.296790220934383,-5.204341280995817,-5.14448153762653,-5.060096178393843,-4.993885676510889,-4.907204467565368,-4.429468803690781
-5.396223110149505,-5.238911328670247,-5.1474353909694175,-5.097014509470734,-5.0189361310557725,-4.95985457430533,-4.867222040316188,-4.382823955942673
-5.314517033083138,-5.172588070582918,-5.083478867571268,-5.043201931796558,-4.968327028020013,-4.917338491664452,-4.818950755422162,-4.330927169174447
-5.225374133020972,-5.100544130650707,-5.014557793260292,-4.9839510585574995,-4.909739021912253,-4.866134205529579,-4.762598829030242,-4.276370611198303
-5.131747297722928,-5.024452608921348,-4.941900988684108,-4.919681130546912,-4.845523378959172,-4.806359476554372,-4.699622824678426,-4.221830376145494
-5.035790129602578,-4.944693814662731,-4.865805284930974,-4.850469289085391,-4.778200303838884,-4.739416206372101,-4.632836282606883,-4.1699777658728925
-4.939761098593272,-4.861446174528976,-4.786614369188004,-4.777095855982856,-4.710281946856856,-4.668365839797979,-4.565372759952214,-4.123032946226937
-4.846430566699894,-4.77604414928477,-4.7059810968042655,-4.701728836930545,-4.643645722791149,-4.596811278753841,-4.500365905083089,-4.08196675458184
-4.758255136486167,-4.691139036602835,-4.626698696420277,-4.627238264422551,-4.578968402341565,-4.5283588214454715,-4.440739610118084,-4.046863389283397
-4.677075838469619,-4.609719284304623,-4.551731337004168,-4.556520802409477,-4.516406312503455,-4.466474556441609,-4.388170959887856,-4.017735160015502
-4.604634123280954,-4.534773647189951,-4.484042807121745,-4.492439098204427,-4.456993361647227,-4.413362880314742,-4.342980062520889,-3.9946221528910146
-4.542234461226724,-4.4691136465451855,-4.426255184146249,-4.43710949394802,-4.403028693433709,-4.369568646455446,-4.305174371688105,-3.9775816112239086
-4.4902294165788765,-4.414393576405428,-4.379679781696764,-4.3912606478996175,-4.357257193623031,-4.33508793644819,-4.274842020130615,-3.966671924730653
-4.448540299081384,-4.370950893897782,-4.34448754010092,-4.354919191515683,-4.322398684216625,-4.309795144073565,-4.252186700677351,-3.9619512111009927
-4.4172612637999915,-4.338785681878375,-4.32067094446112,-4.328134683097733,-4.300574120688117,-4.293367468210346,-4.237454760087809,-3.9634655503675025
-4.396585414455746,-4.3178813244964775,-4.308015857547673,-4.3112320396489,-4.29202002090002,-4.2853936258351215,-4.230893046827567,-3.9712332461337843
-4.386874177603238,-4.308178274936046,-4.3058941407082445,-4.30482625271199,-4.295180230090927,-4.285460070103772,-4.232741046923326,-3.985255444802363
-4.388623349027632,-4.309587709493406,-4.313452083330834,-4.309596592582494,-4.308008050594804,-4.293160568871673,-4.243157476099543,-4.005532146373267
-4.402155361163103,-4.322018290936183,-4.3298252968319,-4.326211769456938,-4.328473252751434,-4.308207181514109,-4.2621854899928575,-4.032063350846458
-4.427267026069257,-4.3453209288843935,-4.354156907525527,-4.354756414312237,-4.355061127130717,-4.330509162308152,-4.289824516815248,-4.064849058221935
-4.462958850364271,-4.378806371738619,-4.38579666405787,-4.393761305497156,-4.387240221580334,-4.360064247433093,-4.325939216770156,-4.103889268499733
-4.507741256437055,-4.421075548225986,-4.424508316497731,-4.44065399666016,-4.424989577023689,-4.396867314614516,-4.3700005828115085,-4.149183981679835
-4.5600834134416806,-4.470502462967221,-4.470281186873627,-4.492747253897244,-4.4683406007361555,-4.440877817773577,-4.421188954669393,-4.200733197762227
-4.618415278784511,-4.525464757197074,-4.5231094148808895,-4.547745071792098,-4.517537386966635,-4.492013807574654,-4.478654493291271,-4.258536916746922
-4.6812523663551255,-4.584557974693166,-4.5828596554634204,-4.604778700931391,-4.573070208121379,-4.550182216228777,-4.541548433118749,-4.322594934878083
-4.747734906189203,-4.647317103683804,-4.649162206718609,-4.664816715582779,-4.63549431747679,-4.615289959220368,-4.6091562748958665,-4.3928085567933355
-4.818330313270039,-4.71427360105279,-4.721528153919439,-4.7296794995923905,-4.705365050720317,-4.68724907430825,-4.681157186616187,-4.468724974488978
-4.894274592107064,-4.786232727346254,-4.799464101914234,-4.801237945606087,-4.783206336264047,-4.766007023055676,-4.7575337897427294,-4.5495944635569145
-4.974838091583069,-4.863998620024958,-4.882482515856006,-4.880982277881009,-4.869329415546522,-4.851551392560137,-4.838646553446717,-4.634626207975288
-5.057471046583462,-4.948215491276662,-4.970223345649206,-4.969509985589388,-4.963799023013141,-4.943780016622563,-4.925549836860992,-4.723029595478085
-5.14261450626263,-5.039144661786347,-5.0625628980448,-5.066751377390478,-5.066228790572203,-5.042321915396409,-5.0196746585115735,-4.814112505405828
-5.232517884837723,-5.136570603425816,-5.1592686606832565,-5.171286925927593,-5.174715507613541,-5.146620427005777,-5.122029488382819,-4.9075366584474125
-5.324705597730409,-5.238118050018489,-5.258759957907739,-5.279744385999362,-5.286018824330029,-5.2560193441550105,-5.231361557166796,-5.002596102118559
-5.414444615468389,-5.338568479269325,-5.35798540600336,-5.387990100425521,-5.396659399037205,-5.368399324793032,-5.343797916009149,-5.0958688201697875
-5.498426365695636,-5.431762540497801,-5.453529006617803,-5.491465790379275,-5.502297523307096,-5.4792219920080365,-5.454199058281409,-5.181428864905039
-5.570066783153209,-5.511465687666255,-5.540952170381473,-5.583990469364764,-5.597281140143415,-5.58302898855419,-5.555864716334742,-5.252939194276024
-5.619473669070431,-5.571438772305363,-5.613539564966752,-5.659114104914929,-5.676558124183156,-5.673849207629118,-5.6408261278564025,-5.304063037527385
-5.640454931348962,-5.607390076374259,-5.664306039137088,-5.712073549046557,-5.7360942103485435,-5.744310683675406,-5.702718103833431,-5.329128213481349
-5.6310135817832965,-5.617814476273475,-5.687872253460495,-5.738847311749387,-5.771408305995134,-5.787595689826163,-5.737047287368108,-5.325347626509845
-5.589479687751643,-5.601721192719132,-5.680071897875044,-5.735817749882915,-5.778431252343336,-5.799348421464959,-5.739215418377862,-5.293132710291332
-5.514313127869414,-5.557526882126732,-5.638435784832454,-5.701115122776534,-5.754421951228224,-5.776401884683444,-5.705535476221033,-5.234029507881081
-5.404615685550707,-5.4836082064578395,-5.563199564810106,-5.635153674010343,-5.696628672149726,-5.716287710695687,-5.635757163252182,-5.149779962131686
-5.262035468929719,-5.379243453075222,-5.458053988748979,-5.540103613841286,-5.60402851438322,-5.619173260739164,-5.534241497263895,-5.043657669661699
-5.093859449939934,-5.247717293916759,-5.329572554067886,-5.419009462501092,-5.48020069340205,-5.491081074717838,-5.408158224769631,-4.922225302713569
-4.911281663863145,-5.096897586742619,-5.184815095010197,-5.275731126419624,-5.332936128008632,-5.34269996661007,-5.265755878783341,-4.793402499370164
-4.72603931679719,-4.936240431152896,-5.03058828439481,-5.1179082596557945,-5.172882587669634,-5.185517167541388,-5.11701448430402,-4.664608717051863
-4.550237845542,-4.77583902752728,-4.875532520907095,-4.956302266749953,-5.01225322049356,-5.031019715100808,-4.971749460611888,-4.543716421999207
-4.394526997100963,-4.626303590794987,-4.728535230665125,-4.800961199057349,-4.861906299161009,-4.889559321028738,-4.8361800869131395,-4.437816239057295
-4.2644611056832105,-4.495288596996159,-4.595900781610604,-4.661078552157176,-4.729270688704374,-4.766542692186509,-4.714445069533927,-4.350779108755311
-4.161990743031547,-4.38642004029478,-4.482617881238141,-4.545053210207261,-4.618653468661312,-4.662770778160088,-4.611562364813573,-4.28442465049539
-4.088862148074156,-4.302434227863122,-4.3936974687056765,-4.457487465694084,-4.532084836736731,-4.578919906832396,-4.532217424132948,-4.240349149317569
-4.048203791039322,-4.246341891291022,-4.332957806571608,-4.399158098941332,-4.471107962057465,-4.517907436059888,-4.479687376193536,-4.219499981644434
-4.045523165961655,-4.221082561334791,-4.302571596727776,-4.370159430353043,-4.438774131281673,-4.484444531991711,-4.4568790400797,-4.222073199151325
-4.087426985417325,-4.229171629097614,-4.304317765705058,-4.372403521978139,-4.439838765393168,-4.483466402101536,-4.466371757540545,-4.247834463064911
-4.180549441910732,-4.273016378321371,-4.341578321763177,-4.411032830486151,-4.479202006037072,-4.519905721424243,-4.509464404808867,-4.295839097494056
-4.332638082726386,-4.355985688626413,-4.421482859209714,-4.492747571449449,-4.561535484871539,-4.598021369550576,-4.586328675844715,-4.364604659640448
-4.557387190146235,-4.486564542133728,-4.553149352887378,-4.624298746349038,-4.691103443149524,-4.719831196097749,-4.6964918744781,-4.452568214995308
-4.873744106066205,-4.678266659767632,-4.745491215157443,-4.812343036454638,-4.870262145704668,-4.885402231692189,-4.837801675984904,-4.555274833575653
-5.299112150202795,-4.945456932494606,-5.006449131564968,-5.061719381198314,-5.099008788484957,-5.091279415333815,-5.00670522284243,-4.659883294842577
-5.838617349491968,-5.301136878277954,-5.339608126274982,-5.373998259861065,-5.373871726002999,-5.327966551172051,-5.19833393404757,-4.747830868951344
