dQ_dV_01,dQ_dV_03,dQ_dV_05,dQ_dV_07,dQ_dV_09,dQ_dV_11,dQ_dV_13,dQ_dV_15
-6.139928483585414,-5.790581972616093,-5.702124069188962,-5.564011268579447,-5.55235004233311,-5.500894985797809,-5.448841574151375,-5.340881318650424
-6.732149115781438,-6.310135395361582,-6.182064244793658,-6.052440845934145,-5.978085879100055,-5.906400474927075,-5.805565041975824,-5.647652864979182
-7.245556851213354,-6.84553045024845,-6.687671790703538,-6.623808758113513,-6.411830312983888,-6.3380003325627134,-6.223361939173388,-5.951640152533476
-7.674037861294838,-7.322026511030598,-7.140467244845926,-7.117746516463809,-6.849214402166631,-6.710953040010907,-6.583852791896097,-6.203102495274334
-7.959458721047898,-7.591199361210961,-7.431213827733645,-7.400110522982615,-7.178156635700968,-6.947595685081937,-6.8001913909609675,-6.362474736202507
-8.043662555810773,-7.707643680311302,-7.575336812105595,-7.571392057067004,-7.347088361788415,-7.075539388899094,-6.909579001387953,-6.403904506644449
-7.968684542390005,-7.717096623379532,-7.5798547542807,-7.612184925247229,-7.3664158003875455,-7.0739485757715155,-6.891743929260842,-6.324174664521421
-7.740968361388931,-7.509232025038906,-7.392938984033943,-7.3875185356674224,-7.179032714197717,-6.860899375595682,-6.668156186650868,-6.070318509860224
-7.290344440746806,-7.1180213985436716,-7.029720398196257,-7.022533627405929,-6.8413026409679585,-6.47291527497243,-6.288508501343021,-5.651779676618241
-6.614433472981644,-6.650455632586764,-6.534912954207858,-6.58277016302895,-6.323280668281276,-5.965684993452233,-5.776337503401244,-5.1128465180037175
-5.804172482536915,-5.969491308936448,-5.841335660624197,-5.891564352563606,-5.602766896670636,-5.2849038793946415,-5.107804151463117,-4.462748612869178
-4.917786996023441,-5.143771871207733,-5.050888505934546,-5.071460899749013,-4.832066466398832,-4.512704166111871,-4.356419178365616,-3.772875226570034
-4.0360554871065215,-4.322417416561822,-4.230035415052756,-4.235525026838252,-4.037255689182407,-3.751913716920778,-3.6130836698269717,-3.109443649460979
-3.2664710404354924,-3.546439516776719,-3.4551026560443017,-3.4542216544562407,-3.2579474944865527,-3.0671916445686818,-2.946362224193792,-2.529703906156266
-2.6632867790178265,-2.8776034983085355,-2.812059647543975,-2.7989443317665064,-2.6459023994517326,-2.4937624769670466,-2.386057096297517,-2.059057166892792
-2.2285205723676107,-2.3897435977755594,-2.3443658054261007,-2.3204294477543628,-2.2295525591029994,-2.0704281969584954,-1.97666844640816,-1.7082245735889259
-1.6112949070219267,-1.7257457692135725,-1.6924081988041324,-1.6731605425045912,-1.6011646780163367,-1.4935294115477296,-1.4269727834067882,-1.228169057673311
-1.1077420414019605,-1.1839784672678757,-1.1615378910050398,-1.1427829917218308,-1.0984512185015969,-1.0234647397057253,-0.9788695584459408,-0.8330449453875897
