9.807766504037140898e-03,2.091752840859508069e+03,5.743481571470972540e+02
9.552514590373165082e-03,1.693442851409808100e+03,4.237793187868074938e+02
9.080735068196820955e-03,1.420557309527966027e+03,3.255044633783610948e+02
8.689563537498862233e-03,1.920271193363656494e+03,4.632561641436153650e+02
6.552184957226167214e-03,6.103025946602161866e+02,1.107475927135785270e+02
5.881390462460457311e-03,4.148709645363878167e+02,6.165755842043027002e+01
6.958808425524079001e-03,5.754059244889465390e+02,1.035559215451903583e+02
6.419572100399765884e-03,3.746367647020013010e+02,5.562182864235948188e+01
1.162053960871965198e-02,2.085546903344375551e+03,5.368180704918577248e+02
9.478370190430141992e-03,1.205622752492811060e+03,2.944923092072399413e+02
7.056846740441487069e-03,4.051326962383097907e+02,5.698353494636678818e+01
6.006487682978804178e-03,3.553921952291734669e+02,5.830724072538283309e+01
7.789968290771651094e-03,8.228369260416110365e+02,1.642692286685073952e+02
8.832852527240784429e-03,1.156608715341666766e+03,2.741680431503110640e+02
8.750199578956468008e-03,1.507428657749378317e+03,3.809988528214918801e+02
8.027277606326668757e-03,1.181139990616631621e+03,2.674951390600037939e+02
5.250493264992841212e-03,9.291530588816954150e+02,1.935373059442216004e+02
5.333062740496486570e-03,6.708402752048054936e+02,1.245702947505884737e+02
7.690037146170895094e-03,1.213897430596016648e+03,2.610473468717478340e+02
8.013844948823773892e-03,1.384663819335741664e+03,2.877384113534669154e+02
7.675900255336247195e-03,6.155262485165318367e+02,8.755009675786784840e+01
6.652654251681966099e-03,6.001450275038577047e+02,1.036577399448943737e+02
8.435323802079269101e-03,9.317050535614239379e+02,1.710284835747818875e+02
4.996288308982176421e-03,4.603442212141167147e+02,7.734840588391858773e+01
9.114276471715936426e-03,1.222190672337434762e+03,2.960850068225839777e+02
9.778762626286859050e-03,1.641117784561090730e+03,4.158961870053060466e+02
6.165127271486965134e-03,9.707171172624082374e+02,1.926021786025872586e+02
6.334144730435272048e-03,1.220461710166403691e+03,2.548719391353693311e+02
6.987232707508229425e-03,1.022333638221008414e+03,1.949063046137973743e+02
6.351671607137702666e-03,9.669435419946842103e+02,1.895598417877546069e+02
8.244041902489087498e-03,8.911080301185460257e+02,1.583345437113598848e+02
8.270315554116853402e-03,7.017178408460938499e+02,1.176654977177288970e+02
7.433604209200721756e-03,5.610533213080331052e+02,7.632572760501426501e+01
6.346143959933843622e-03,8.704549408184135473e+02,2.100486832111904789e+02
7.657378745125781663e-03,9.184549286284474192e+02,1.963315097350228484e+02
6.059742966741964165e-03,6.485946305562499674e+02,1.186258078702337286e+02
7.212919379000052623e-03,8.545150252153841848e+02,1.613914258704014628e+02
5.515734262110351220e-03,6.370593643591433874e+02,1.270085741206713976e+02
8.258654332767095818e-03,1.057763344653076047e+03,2.566608154813401370e+02
9.179233300481450669e-03,1.478729505608118643e+03,3.869955164059319941e+02
9.647375420409465621e-03,1.525357317050606980e+03,3.976506476266804953e+02
8.374527709077931453e-03,4.834168004620165675e+02,8.116361194744895613e+01
9.000251015998316298e-03,1.528174337270413389e+03,4.007569243868674675e+02
1.022505755698015564e-02,1.771747932299075501e+03,4.711563824702101897e+02
1.168900685831624105e-02,2.374467274667724723e+03,6.520666937638762874e+02
5.274376959258757387e-03,3.899569707122809064e+02,4.726327279001366577e+01
9.023587943097963887e-03,1.425912309446619474e+03,3.599376384328877521e+02
5.524956466513783471e-03,7.563449675928490024e+02,1.574694619205402262e+02
7.336918004648075760e-03,9.356100353405392980e+02,1.846013364188412424e+02
5.890365513933495424e-03,6.536303357452475211e+02,1.307396122930269939e+02
6.234864630917372717e-03,7.740116477223737093e+02,1.567016314777071955e+02
7.090463415431779229e-03,1.279929485022425297e+03,3.024465025347026881e+02
8.632867412377577196e-03,1.548617269177434309e+03,3.699534405028632023e+02
7.515845246139340845e-03,1.348928112407875687e+03,3.245677272467851253e+02
7.288625017627697877e-03,1.255212168656929634e+03,2.852846159236405583e+02
7.671347662464461127e-03,6.109174603838770281e+02,1.050392067656207047e+02
8.186658193092808539e-03,1.823671051073450826e+03,4.539147179054234584e+02
6.350760182060138231e-03,1.115499724169481169e+03,2.359580297464370631e+02
5.309220213585209326e-03,7.564478476738440804e+02,1.370804619893930862e+02
5.618031781980333678e-03,1.121024747462381811e+03,2.492578841797540861e+02
6.092678905280982798e-03,8.939309323362797386e+02,2.128526665902982984e+02
5.081048759065487884e-03,7.281028614919976008e+02,1.460562126709253334e+02
4.921577925793489509e-03,9.185914308852021577e+02,1.953637997762382668e+02
5.282018971020349500e-03,1.138003047858964692e+03,2.463160070754774722e+02
5.142357698741369630e-03,1.095113026646097296e+03,2.333915605707476857e+02
4.760251381350570979e-03,9.579420918087965902e+02,2.140047344039914492e+02
6.865214073128823868e-03,9.482148853971020799e+02,2.170431872722008677e+02
5.701801462170794955e-03,6.168256946934955067e+02,9.286029697729397014e+01
5.889779280809911283e-03,7.607865024101192830e+02,1.388916763371838101e+02
5.117464369515423855e-03,7.299480288933846168e+02,1.339343038469245641e+02
4.243971519864123132e-03,6.691219660747781290e+02,1.507402265789151841e+02
4.725532218526820073e-03,6.649737224846106756e+02,1.478713880247399572e+02
6.861375738831258612e-03,7.972127643830076522e+02,1.704225250186559890e+02
7.194434436289162335e-03,1.071325071889064020e+03,2.270148882760581444e+02
8.697482574736927624e-03,1.410224486738581390e+03,3.568629468282045991e+02
4.855607918179519027e-03,6.708226093246080382e+02,1.275764453678545465e+02
5.095943602936916020e-03,8.468144770591190991e+02,1.707438427166480039e+02
5.948910789000127347e-03,1.071868325012587547e+03,2.748030923347399721e+02
5.584633165261583369e-03,7.226877661947751221e+02,1.321451007893043936e+02
5.569847372378231715e-03,5.735809329152281180e+02,1.138126632470132904e+02
6.180737965624540781e-03,4.082566923075938234e+02,6.401190424222899367e+01
6.612377739388159217e-03,6.186228802520797672e+02,1.150320048144401852e+02
