5.684341886080801487e-14,3.447255060453808824e+02,8.154127152934688638e+02,1.637286482464364099e+03,2.750513712731156375e+03,3.611580483097334763e+03,5.076388436158779768e+03,6.484284682787200836e+03,8.013882571897196613e+03,9.612803333097825089e+03,1.082277444842059776e+04
2.131628207280300558e-14,9.088749244849200295e+02,1.977670993528563258e+03,3.157393132493850317e+03,4.982422538277034619e+03,6.801985106121523131e+03,9.118916645683697425e+03,1.107001340970521596e+04,1.334461195616615078e+04,1.530455295389118146e+04,1.660636895448612631e+04
2.131628207280300558e-14,9.105943341284496455e+02,2.058567247296477490e+03,3.501916005989482983e+03,5.292906750204945638e+03,7.230661142285965070e+03,9.405017996904012762e+03,1.139891457941681620e+04,1.352965891161202126e+04,1.539160330515616806e+04,1.659425979516002189e+04
3.197442310920450836e-14,5.567652412532916060e+02,1.369221784968661495e+03,2.511621395951519389e+03,3.881782265119411932e+03,5.530584075439955086e+03,7.308602385552297164e+03,9.289058715408715216e+03,1.118905220100258703e+04,1.337386503479672501e+04,1.510159513374845847e+04
0.000000000000000000e+00,7.290166550721737337e+01,2.586643663526398313e+02,5.078746590219227528e+02,9.479094753695508189e+02,1.558312429479534330e+03,2.413869045270982042e+03,3.359710424919195702e+03,4.531398829710162317e+03,6.021918774886535175e+03,7.839073416863804596e+03
4.263256414560601115e-14,1.515223573938774564e+02,4.003038829568246797e+02,7.349297934726611174e+02,1.207064472304831497e+03,1.832782508692096599e+03,2.658683499535548890e+03,3.600711111273187726e+03,4.818835807865581046e+03,6.233329511243486195e+03,7.765344080297019900e+03
7.105427357601001859e-14,2.324372449986417735e+02,5.310750490407056077e+02,9.042760660639784192e+02,1.470276817195111107e+03,2.122334018874243156e+03,2.969361728374056838e+03,4.059653915590261931e+03,5.448510322984069717e+03,7.277397266771262366e+03,9.053331738026598032e+03
7.105427357601001859e-14,1.736683527038996715e+02,4.350713209402686061e+02,8.248179535138128813e+02,1.423030515527150783e+03,2.071674463292176370e+03,3.037053389060626614e+03,4.257276482665292860e+03,5.486385876065806769e+03,6.908547714986962092e+03,9.185827317597097135e+03
5.684341886080801487e-14,1.815927553272555315e+02,4.400707157411335970e+02,8.073891794841263163e+02,1.429340164336257658e+03,2.221847937182099486e+03,2.927699215982652731e+03,3.920972414125587875e+03,5.385023127894593927e+03,6.834470104298342449e+03,8.863353845555968292e+03
1.598721155460225418e-14,7.074035884773355747e+02,1.754264946807322531e+03,2.846480029609975190e+03,4.138651668082919059e+03,6.279667669019960158e+03,8.325240935286647073e+03,1.121428704015981930e+04,1.333184660123974936e+04,1.612620346751380384e+04,1.696648669158185294e+04
4.707345624410663731e-14,6.620745262274980405e+02,1.706816672978404085e+03,3.530657693565316549e+03,5.752961186192899731e+03,7.780620059478292205e+03,1.005508777484660459e+04,1.216646614930522810e+04,1.458199767553468337e+04,1.620234971730062352e+04,1.696302898233945234e+04
5.828670879282071837e-14,5.176446361768803399e+02,1.031221830449832169e+03,1.571606287546048861e+03,2.819254485317132094e+03,3.837806588704718706e+03,5.419192768638395137e+03,6.753476062373189052e+03,8.030281090654701984e+03,9.481289775481853212e+03,1.105431670959692929e+04
2.664535259100375697e-14,4.847168741776862930e+02,9.987932095212884178e+02,1.553180491302999826e+03,2.688079966694206178e+03,3.724755803606592053e+03,5.011689227229838252e+03,6.445553926479096845e+03,7.837582956272091906e+03,9.209978408690514698e+03,1.065395112373926895e+04
4.796163466380676255e-14,4.749445921007840070e+02,9.907178625051393510e+02,1.558288670099576166e+03,2.747201659178395857e+03,3.952908932667355657e+03,5.336196153319562654e+03,6.690056998736889000e+03,8.101393213127988020e+03,9.670919005809671944e+03,1.129269409243056361e+04
7.105427357601001859e-15,1.086986217824814247e+02,2.478859387099746243e+02,4.231366661840131655e+02,6.268315153079150832e+02,8.791516552730265630e+02,1.219571458850404042e+03,1.656570689144792368e+03,2.142298931870373963e+03,2.690257060748034746e+03,3.282809650388296177e+03
2.131628207280300558e-14,1.245119928758424948e+02,2.781970392299249966e+02,4.685566168930720323e+02,6.902440597078763176e+02,1.022036583066189905e+03,1.441270069508126880e+03,1.889376426439965599e+03,2.423554769711096924e+03,2.944996198778305825e+03,3.453737429941612390e+03
2.309263891220325604e-14,1.414721635418819403e+02,3.010374120188516258e+02,4.815226438681031027e+02,6.920868575423403399e+02,9.876114595652080652e+02,1.371542990078910179e+03,1.812586564033895684e+03,2.287577679731535682e+03,2.914666566039683403e+03,3.516856430633542004e+03
2.842170943040400743e-14,9.823406388012594448e+01,2.412661808560270060e+02,4.137330676686893867e+02,6.290293845046807064e+02,9.034112725440421627e+02,1.229684861415975774e+03,1.622706387511585262e+03,2.084054318951797995e+03,2.639125543646721781e+03,3.274940381933126446e+03
4.973799150320701301e-14,1.058410075751041290e+02,2.503635010165317283e+02,4.211744629696993343e+02,6.277998682006646050e+02,8.893416483127202810e+02,1.223911574238449248e+03,1.595875969362774640e+03,2.006876985913959516e+03,2.532927378292537924e+03,3.188015239126772940e+03
7.105427357601001859e-14,1.322869286303959768e+02,2.988227318255079581e+02,4.900300236575433246e+02,7.229861661156595574e+02,1.005426277090422786e+03,1.351390213920022688e+03,1.714240263990300491e+03,2.127117106372716989e+03,2.667087880349225543e+03,3.300952752654573487e+03
5.684341886080801487e-14,1.061823345667376088e+02,2.937975571154329373e+02,5.301056690520783832e+02,8.529095894604845398e+02,1.258840636160818804e+03,1.704854479954424733e+03,2.242725098254180011e+03,2.857856175741163952e+03,3.570176938203544523e+03,4.327767065554795408e+03
2.842170943040400743e-14,1.897474223108572460e+02,4.209280850916018721e+02,6.858435233197074012e+02,1.005597305105750138e+03,1.357876325180383674e+03,1.758886137260518353e+03,2.214373239130698494e+03,2.742258407527178406e+03,3.418030357279151758e+03,4.173807020177734557e+03
4.973799150320701301e-14,1.992815800958373131e+02,4.463357912066398399e+02,7.348110136775769661e+02,1.086120014900297747e+03,1.479123451477990784e+03,1.941240906454007018e+03,2.477296507637169270e+03,3.094543934319632172e+03,3.821178418058456373e+03,4.538951257952578999e+03
8.526512829121202230e-14,1.450193005729983724e+03,2.966836676928127417e+03,5.189421864850943166e+03,7.604651675207529479e+03,1.018815750998146905e+04,1.410241110388787820e+04,1.815996878365247539e+04,2.284848747005424957e+04,2.725587322127162406e+04,2.959619397326810576e+04
0.000000000000000000e+00,1.716649779018208392e+03,3.474210169698586014e+03,5.978986530230974495e+03,8.277304434030660559e+03,1.155175655611923321e+04,1.526082318602731357e+04,1.910425671996165329e+04,2.315062905964185120e+04,2.745275651110796389e+04,2.965999958773695107e+04
4.263256414560601115e-14,6.232432261420505881e+01,1.810126341281174973e+02,3.370667133333589049e+02,5.738720769459235953e+02,8.390201211064545532e+02,1.155770495388275549e+03,1.549542061072914976e+03,2.036486756583975875e+03,2.578446795589783960e+03,3.173911429193442927e+03
1.421085471520200372e-14,7.000873800211221010e+01,2.041737201342614867e+02,3.940828600541046853e+02,6.617960274529199296e+02,9.569365609314860421e+02,1.286070648765091164e+03,1.762807775903454058e+03,2.318809659521024059e+03,2.918032617916925574e+03,3.552727529764710653e+03
2.842170943040400743e-14,6.672292540008946560e+01,1.830712911010988364e+02,3.332970726858850412e+02,5.541367347438371098e+02,7.878578403274110542e+02,1.047960056547899285e+03,1.354947147809650687e+03,1.783883641219497804e+03,2.277861286244802159e+03,2.845798395114324649e+03
2.486899575160350651e-14,3.317476345825651833e+02,7.387593325480227122e+02,1.242311306925005510e+03,1.838188638357930586e+03,2.518358766315167941e+03,3.404518847234147870e+03,4.414902392440649237e+03,5.590992864581227877e+03,6.849916066385514569e+03,8.170787649718838111e+03
3.197442310920450836e-14,3.207134501679860250e+02,7.221668549045422196e+02,1.211604608544406574e+03,1.761780182856284227e+03,2.362846947953878043e+03,3.217421482143139656e+03,4.204366782661439174e+03,5.356799953198573348e+03,6.625766828247205012e+03,7.850748911983310791e+03
2.664535259100375697e-14,4.135290551628239086e+02,8.742333531336923897e+02,1.415565336441909949e+03,2.080198786471985386e+03,2.826243177525726878e+03,3.775780939212464546e+03,4.840335170457313325e+03,5.959365638812672842e+03,7.150401539760303422e+03,8.313649779647601463e+03
2.664535259100375697e-14,4.529560336608312241e+02,9.961677162774674343e+02,1.643889898670635148e+03,2.443740790048460894e+03,3.368159424764221058e+03,4.389363667974431337e+03,5.442470700355807821e+03,6.588500592823843363e+03,7.774545219559719953e+03,8.927935636119425908e+03
3.552713678800500929e-14,3.961209387252970942e+02,8.764836557313522007e+02,1.477981280248548501e+03,2.246972826963170519e+03,3.162429226286934863e+03,4.235322176811573627e+03,5.330084464593002849e+03,6.458400946953087441e+03,7.626728366309686862e+03,8.883787775408203743e+03
1.136868377216160297e-13,7.237725853712419166e+01,2.650922826431265662e+02,5.415199450599525335e+02,8.650351185295471623e+02,1.293836210911686521e+03,1.907392142525367944e+03,2.622592560610697547e+03,3.507149410974191596e+03,4.555583272795002813e+03,5.773463468548166929e+03
0.000000000000000000e+00,6.846697669494454885e+01,2.514675840826055264e+02,5.154013381172231902e+02,8.266677547530377979e+02,1.214180815251379045e+03,1.795828176608455124e+03,2.486006327471639452e+03,3.344414041454628659e+03,4.366315980262113953e+03,5.527308691284334600e+03
1.705302565824240446e-13,1.028275504604937822e+02,2.930522571733152404e+02,5.468649598196805073e+02,8.404564980808050905e+02,1.188749125880014844e+03,1.677256973051823934e+03,2.281939279256125701e+03,3.079707177077482811e+03,4.104542389574693516e+03,5.267113079139921865e+03
4.263256414560601115e-14,4.711190315258244254e+02,1.118821742888202152e+03,2.009688289552686001e+03,2.998614333407091181e+03,4.231404769782930089e+03,5.693657256486909318e+03,7.415113608207089783e+03,9.330737827574770563e+03,1.156473619058238728e+04,1.393291194004377394e+04
8.526512829121202230e-14,3.835188818752556585e+02,9.131420027777869564e+02,1.594509414335863539e+03,2.451861244099385203e+03,3.455137169212682238e+03,4.580236775394293545e+03,6.011737072640533370e+03,7.797657150461040146e+03,9.681551108600571752e+03,1.175049026457288892e+04
5.684341886080801487e-14,2.269122313574974328e+02,5.624016511167251338e+02,9.675963642891972540e+02,1.491462074290751389e+03,2.135650639465626682e+03,2.859034597895584739e+03,3.697700079981044382e+03,4.663626915730993460e+03,5.855316317240846729e+03,7.273363198256524811e+03
