Q_dch_interp_01,Q_dch_interp_03,Q_dch_interp_05,Q_dch_interp_07,Q_dch_interp_09,Q_dch_interp_11,Q_dch_interp_13
-4.698810299602177,-4.5631614666534315,-4.495362416165141,-4.445302955777856,-4.333144646954856,-4.055164563199215,-3.613395828908818
-4.694199237249521,-4.558565501759665,-4.490729397141935,-4.440634383445436,-4.328473026050252,-4.0505784430679075,-3.6090847946243234
-4.689471736346155,-4.553857917382336,-4.485982271033509,-4.4358491980983,-4.3236802889855985,-4.045881216359286,-3.60467025721542
-4.684625841664515,-4.54903669050427,-4.48111866852065,-4.430945033146665,-4.318763722815054,-4.04107078211793,-3.6001505163494154
-4.679659597977034,-4.544099798108288,-4.476136220284141,-4.425919522000749,-4.313720614592777,-4.03614460080445,-3.5955238716936173
-4.674571050056146,-4.5390452171772155,-4.4710325570047695,-4.420770298070769,-4.308548251372927,-4.031099375746209,-3.590788622915332
-4.669358242674286,-4.5338709246938755,-4.465805309363323,-4.415494994766943,-4.303243920209667,-4.025931735181421,-3.585943069681868
-4.664019220603889,-4.528575014281893,-4.4604522423613115,-4.410091245499489,-4.2978049785904355,-4.020638307348302,-3.5809855116605336
-4.658552028617384,-4.523156604474042,-4.454972301260846,-4.404557071942398,-4.292229858288027,-4.015215720485066,-3.575914248518634
-4.652954726549636,-4.517615345663303,-4.449365043801386,-4.398892109254715,-4.28651782861882,-4.009660602829932,-3.570727579923477
-4.647226096077986,-4.511950892763287,-4.443630032928235,-4.393096411657456,-4.2806681810624205,-4.003969582621112,-3.565423805542372
-4.641365944061506,-4.506162900687604,-4.437766831586704,-4.38717003337248,-4.274680207098433,-3.998139288096824,-3.5600012250426234
-4.635374155439877,-4.500251024349862,-4.431775002722099,-4.381113028621638,-4.268553198206462,-3.9921663474952824,-3.554458138091542
-4.629250615152782,-4.494214918663674,-4.425654109279728,-4.3749254516267815,-4.262286445866115,-3.9860473890547037,-3.5487928443564334
-4.622995208139903,-4.488054238542647,-4.419403714204898,-4.368607356609766,-4.255879241556994,-3.9797790410133027,-3.5430036435046053
-4.616607819340924,-4.481768638900392,-4.413023380442915,-4.362158797792442,-4.249330876758705,-3.973357936462417,-3.537088835203365
-4.610088333695526,-4.4753577746505195,-4.40651267093909,-4.355579829396664,-4.242640642950854,-3.966782521859244,-3.5310467191200203
-4.6034366361433925,-4.468821300706639,-4.399871148638728,-4.348870505644282,-4.235807831613046,-3.9600557667985283,-3.524875594921879
-4.596652611624209,-4.46215887198236,-4.393098376487135,-4.34203088075715,-4.228831734224885,-3.9531813344212283,-3.5185737622762483
-4.589736145077653,-4.455370143391293,-4.386193917429619,-4.335061008957124,-4.221711642265976,-3.946162887868309,-3.5121395208504342
-4.582687121443412,-4.448454769847047,-4.379157393825474,-4.327960944466054,-4.214446847215926,-3.9390040902807293,-3.5055711703117467
-4.575505425661165,-4.4414124062632325,-4.371989644829989,-4.320730741505791,-4.207036640554338,-3.9317086047994487,-3.4988670103274906
-4.568190942670598,-4.4342427075534605,-4.364692648604688,-4.31337045429819,-4.199480313760817,-3.9242800945654297,-3.492025340564976
-4.560743557411392,-4.426945328631339,-4.357268427145835,-4.305880137065106,-4.19177715831497,-3.916722222719634,-3.4850444606915083
-4.553163154823231,-4.419519924410479,-4.3497190024496915,-4.298259844028388,-4.1839264656964,-3.909038652403021,-3.4779220925201235
-4.5454496198457965,-4.41196614980449,-4.342046396512523,-4.2905096294098914,-4.1759275273847125,-3.901232408297165,-3.470653303212075
-4.537602837418771,-4.404283659726984,-4.3342526313305925,-4.282629547431466,-4.167779634859514,-3.893298969112393,-3.4632323980853355
-4.529622692481838,-4.396472109091567,-4.3263397289001615,-4.274619652314968,-4.159481719818018,-3.8852288857140653,-3.4556536823926756
-4.521509069974681,-4.3885311528118525,-4.318309711217495,-4.266478121795198,-4.151028817979766,-3.8770126241228415,-3.4479114613868695
-4.513261854836981,-4.380460348906003,-4.310163843869828,-4.258193771379799,-4.14241358120241,-3.8686406503593798,-3.440000040320688
-4.504880931991751,-4.372250399317887,-4.301889998080225,-4.249752502601608,-4.133628627052213,-3.8601034304443385,-3.431913724446904
-4.496359448034461,-4.363876166502207,-4.293464556935072,-4.24114021605934,-4.1246665730954355,-3.8513914303983783,-3.4236468190182894
-4.48766468213733,-4.355310869554417,-4.284863531176114,-4.232342812351704,-4.115520036898343,-3.842495116242158,-3.415193629287617
-4.478757707236763,-4.346527727569971,-4.27606293154511,-4.223346192077417,-4.1061816360271965,-3.833404953996337,-3.406548460507658
-4.46959959626917,-4.337499959644323,-4.267038768783806,-4.214136255835184,-4.096643988048259,-3.8241114096815707,-3.397705617931185
-4.46015142217096,-4.328200784872927,-4.257767053633951,-4.20469890422372,-4.086899710527795,-3.814604949318523,-3.388659406810972
-4.450374257878539,-4.318603422351236,-4.248223796837297,-4.195020037841739,-4.076941421032066,-3.804876038927852,-3.37940413239979
-4.440229176328319,-4.308681091174705,-4.238385009135592,-4.185086019039941,-4.066761737127335,-3.7949151445302145,-3.3699340999504095
-4.429677250456704,-4.298407148621811,-4.228227280189925,-4.174888300585089,-4.056353276379864,-3.7847127321462706,-3.3602436117782863
-4.418681259888,-4.28776970559106,-4.217742938995567,-4.164421492265805,-4.045708656355917,-3.774259267796681,-3.3503240371118173
-4.407247659200185,-4.27678452557024,-4.206941531505312,-4.153680251060548,-4.034820494621757,-3.763544973651145,-3.3401583055527375
-4.395429185171441,-4.265470413751945,-4.19583347886208,-4.142659233947781,-4.023681408743647,-3.752556652453179,-3.329727837983515
-4.3832808032667785,-4.253846175328767,-4.184429202208796,-4.131353097905962,-4.012284016287849,-3.7412785872255006,-3.3190140552866234
-4.370857478951209,-4.2419306154932945,-4.172739122688379,-4.119756460142776,-4.000620934820625,-3.729695002355883,-3.307998378344532
-4.358214177689747,-4.229742455790136,-4.160773579935258,-4.107862130098553,-3.9886847819082414,-3.717790122232105,-3.296662228039712
-4.345399347976117,-4.217293103731809,-4.148538114058133,-4.095660405151672,-3.976468175116957,-3.705548171241941,-3.2849870252546345
-4.332409839789977,-4.204581066028558,-4.1360308777503,-4.083141397253555,-3.963963732013036,-3.6929533737731695,-3.272954190871771
-4.319217960904001,-4.191603534296649,-4.123249394250073,-4.070295218355616,-3.9511640701627413,-3.6799899542135646,-3.2605451457735906
-4.3057958695371115,-4.178357700152354,-4.1101911867957694,-4.057111980409278,-3.9380618071323368,-3.6666421369509052,-3.2477411070399085
-4.292115723908225,-4.164840755172454,-4.096853778580232,-4.043581795365957,-3.9246495604880853,-3.652894146372967,-3.234516799654958
-4.278149682236265,-4.151041174713905,-4.083224655642515,-4.029694775177072,-3.9109199477962484,-3.63872888169847,-3.22083926046077
-4.263868504611935,-4.1369142848173555,-4.069253130961287,-4.0154410317940386,-3.896865586623088,-3.624110293696455,-3.2066750811412743
-4.2492285026137475,-4.122407532179751,-4.054879444065242,-4.000810677168279,-3.8824748529795445,-3.6089881839523064,-3.1919908533804033
-4.234177457245564,-4.107468363498027,-4.040043834483064,-3.9857937870428763,-3.86769410486557,-3.5933120144757034,-3.176753168862086
-4.218663038993869,-4.09204409955764,-4.024686576421979,-3.9703615586385146,-3.8524456946391257,-3.577031247276322,-3.1609286192702517
-4.202632911805779,-4.076074373867893,-4.008751110913755,-3.954435452296525,-3.836651693408765,-3.5600953443638437,-3.144483796288831
-4.186033182637202,-4.05948682779057,-3.9921865414788122,-3.937928833937094,-3.8202341722830386,-3.5424537677479453,-3.127385312456243
-4.168806396795749,-4.042208062067986,-3.9749425589260814,-3.920755069480409,-3.803115431658549,-3.524055979438309,-3.109605746257488
-4.150894603767655,-4.024164677442456,-3.956968854064488,-3.9028275248466557,-3.785224764380005,-3.504851852140609,-3.091131840055947
-4.13223985303915,-4.0052832746563,-3.9382151177029625,-3.88405956595602,-3.7664995694140018,-3.4848125614318883,-3.0719523922671286
-4.112784194096469,-3.9854904544518304,-3.9186310406504323,-3.86436455872869,-3.7468776992760806,-3.4639405134493764,-3.0520562013065433
-4.092469676425842,-3.964712817571366,-3.8981663137158256,-3.843655869084854,-3.7263066533152536,-3.4422406021074874,-3.0314320655896956
-4.071238349513505,-3.942877686431352,-3.876770607214389,-3.821852011038231,-3.70480053976552,-3.4197177213206427,-3.0100694029299047
-4.049032269775309,-3.9200648737375796,-3.8543655937764547,-3.798915202084785,-3.6824015808423516,-3.3963767650032564,-2.987970080034918
-4.025793974692543,-3.8966703744791023,-3.830789496893086,-3.774829702825911,-3.6591458961749277,-3.37222181174619,-2.965147489023947
-4.001466787578641,-3.8723441094438082,-3.80586598658868,-3.7495933772200383,-3.635001013187629,-3.3472486926808034,-2.9416154563733707
-3.9759941042701037,-3.8459671523145125,-3.7795890265315175,-3.7232974436285127,-3.6098918156081456,-3.3214484494856715,-2.917387808559571
-3.949316204468896,-3.817979084136993,-3.7523205896859473,-3.696073585793791,-3.5837594670596244,-3.294812064822663,-2.892478372058926
-3.9213712309461677,-3.789627133277388,-3.72440557147505,-3.6682098251784594,-3.556638264849754,-3.2673305213536508,-2.86690097334782
-3.8924906459067845,-3.761010251871301,-3.6954663568762482,-3.6400025847324806,-3.528594376774561,-3.2389966274932886,-2.840669438902631
-3.8629019908526647,-3.7305034270217137,-3.6651202767962947,-3.6092133016575647,-3.499693998570577,-3.2098426631775543,-2.813797595199739
-3.832225964050272,-3.698585151762212,-3.6338514715229335,-3.5787679013339124,-3.4700033248604782,-3.1799390282272073,-2.786299286784197
-3.8001178040608594,-3.66589033390346,-3.6017184132920383,-3.5463155591066506,-3.4395479477402513,-3.1493576777856,-2.7581995877667382
-3.7667398591116217,-3.632377987558821,-3.5686093384200284,-3.5133386349179156,-3.40820549992456,-3.1181697312462653,-2.7295539388357617
-3.7324746341964428,-3.59807085386503,-3.534595267163687,-3.4800115835336367,-3.3758640001676223,-3.086415663645327,-2.7004228631378497
-3.697442679635239,-3.563080310587875,-3.4998442261310867,-3.4457695497582748,-3.3427099824426088,-3.0540971777824364,-2.670866883819591
-3.6608747426669366,-3.527293842738805,-3.4645251311204754,-3.4108673307658544,-3.3090121433298694,-3.0212134868765834,-2.6409465240275667
-3.6228920752731653,-3.490362119101196,-3.428748332919739,-3.3755424385869635,-3.274677510043301,-2.987763972067826,-2.6107223069083623
-3.585580493631784,-3.452027196456707,-3.3921630892837835,-3.339639879807148,-3.2394341672264795,-2.9537812879655014,-2.5802547556085598
-3.546787459759671,-3.4138181707180455,-3.354166497135289,-3.3028307353228112,-3.203299143989341,-2.9193712157661773,-2.5496041913727674
-3.5060122033350227,-3.375742043420159,-3.3157381960835655,-3.2646736759177495,-3.166706276751386,-2.8846492612595336,-2.5188160105838193
-3.4664730061270177,-3.335875209332717,-3.2784930673694426,-3.2274151854981388,-3.1308220500995545,-2.849727032771909,-2.4879106964111193
-3.4252146923912115,-3.296272045763395,-3.2388833294441532,-3.1897706604558014,-3.09382484868064,-2.8146650005297045,-2.4569063665448687
-3.3835467643590245,-3.2561363389964764,-3.1994204514614673,-3.151015897870955,-3.0560269355322984,-2.779487644965812,-2.4258217320028326
-3.341797834655648,-3.215978311561421,-3.161105145874597,-3.1125663826832337,-3.018530586284002,-2.7442186964040722,-2.394706259326503
-3.300128336381531,-3.175123535970176,-3.1209061568395406,-3.074327386322615,-2.980574337195156,-2.708882008291707,-2.3636544916145454
-3.2574560633499634,-3.134275228744866,-3.0820197020195605,-3.033689266291217,-2.9424310589586784,-2.6735024754846988,-2.3327645613723016
-3.2145679636598414,-3.093365199622123,-3.041270272924728,-2.995688099512776,-2.9043766691184203,-2.638105516508033,-2.302118609362326
-3.171413963579219,-3.0525348924598306,-3.0020239162292857,-2.956487655499035,-2.8665022394060973,-2.6027171021278104,-2.271683671901975
-3.1286587117057003,-3.01193611368958,-2.9616187482390073,-2.916805422113169,-2.8285300432954847,-2.5674098511416705,-2.2413763778978857
-3.0864918235081404,-2.9716008270267498,-2.9231603847791283,-2.8785267585916863,-2.7906273133174686,-2.532336506981865,-2.211113142760012
-3.0428514843994017,-2.9315073242554615,-2.882990439441794,-2.8391872870986528,-2.7530788646753277,-2.4975980979748327,-2.1808511298158364
-2.9997603453806687,-2.8913503035855768,-2.8440216354572843,-2.801279575435678,-2.715472321295914,-2.4632155347758498,-2.1508678141170674
-2.957637629082622,-2.8512403362443917,-2.8061294246225357,-2.763473270277446,-2.677595298548738,-2.429206690114827,-2.1214691978507445
-2.916024942172508,-2.8130797017692473,-2.766691552511239,-2.7246586963648767,-2.64090065560114,-2.3955926516837414,-2.0924821613651656
-2.8755428765430935,-2.774199647533457,-2.729091414043616,-2.688042474253115,-2.6048401940192045,-2.362394711034228,-2.063693666849055
-2.8340943060595807,-2.7359289147943247,-2.691976863871681,-2.6517720409523715,-2.5687012803937463,-2.3296295732911885,-2.0351149401629787
-2.794621211933813,-2.6996911624969204,-2.655086075822437,-2.6153100151480273,-2.5324165050712404,-2.297276053929444,-2.0067976453866216
-2.7541187712726356,-2.662281193137998,-2.618662449486897,-2.5789088822537396,-2.4966447866319026,-2.2652942872485027,-1.9787934465996635
-2.7160297040836667,-2.625538873052678,-2.5828176844123134,-2.5432238680029635,-2.461824316769163,-2.233644276232579,-1.951140889164695
-2.678115819322204,-2.5904054522411517,-2.5476593984234417,-2.5084676330086655,-2.4276762429769074,-2.2022865030965657,-1.9237897034679077
-2.640420486305379,-2.5553234066327737,-2.513302018189665,-2.4743090344386602,-2.393927924249283,-2.1711919503035757,-1.8966527890427372
-2.6039894291603405,-2.5206537359580565,-2.479664096909489,-2.4405416925048873,-2.3604853500589553,-2.140341818470216,-1.8696429267255394
-2.568657175924418,-2.4867238210406732,-2.4461493727075876,-2.4071153636023435,-2.3273524065268263,-2.109717731011723,-1.8426773412068276
-2.53392969441405,-2.453302811204275,-2.412408750445552,-2.3739870683574615,-2.294692251080968,-2.07929849768795,-1.815703534088505
-2.4995782970271745,-2.4202329932861066,-2.3790298644095884,-2.3411142471067623,-2.262572170568642,-2.049013166838808,-1.7886816343519443
-2.4655303258426877,-2.387402331088516,-2.3464242986839494,-2.308454361025409,-2.2307660022934663,-2.018748140310189,-1.7615718129138527
-2.431714963494204,-2.354699327227702,-2.3139607607176744,-2.275964300371816,-2.19901333105103,-1.9883884399058664,-1.734334240690932
-2.3980612979184395,-2.32201405995758,-2.2811356578432407,-2.2435622844429326,-2.167097018238983,-1.9578190990024424,-1.7069290885998891
-2.364492558715942,-2.2892619083465946,-2.2485466600189628,-2.211103905257101,-2.1348194928878894,-1.9269581626990553,-1.6793165275574278
-2.3309227920850253,-2.2563786464408087,-2.215766357367288,-2.1784458573368,-2.1022100687898804,-1.8958289928508696,-1.6514567284802526
-2.297265242093964,-2.223291218029914,-2.1824475696385277,-2.1454937267243626,-2.069486635188147,-1.8644759080032083,-1.6233100002493168
-2.263433152811029,-2.1898964558895724,-2.1490014923513057,-2.112186298086274,-2.0366839504269545,-1.8329432267013912,-1.5948432897358649
-2.229336454523411,-2.1561082871631623,-2.115501679093459,-2.0785630117025637,-2.003678997406332,-1.8012647382402527,-1.5660329865234528
-2.194866961810473,-2.1219205771754814,-2.0816035484096624,-2.0446800102336438,-1.970338541321623,-1.769372527140368,-1.5368562010374656
-2.1599150490263175,-2.0873444671935157,-2.047051361851028,-2.010250195410395,-1.9365305397257875,-1.737141716358925,-1.5072900437032861
-2.124472086344425,-2.052391098484252,-2.012005690436374,-1.9748713713091417,-1.9022251791982538,-1.7044468022082555,-1.4773116249462974
-2.0886248005864094,-2.0170537108966444,-1.9766921010456078,-1.938923181682246,-1.867568904514125,-1.6711660537464994,-1.446898055191884
-2.0524385800666045,-1.9811353783357015,-1.9410111455883055,-1.9031748091911245,-1.832519583421542,-1.6372690643794818,-1.4160264448654283
-2.015952416039597,-1.9443328996747047,-1.9039232618678406,-1.8673261739898634,-1.7965929302573271,-1.6028193542280444,-1.384675263245924
-1.9788247220196538,-1.9066639101292435,-1.8660554390359774,-1.8299592664464943,-1.7597070233066014,-1.5678847367611042,-1.3528464998006033
-1.9402942600497424,-1.8692469259069004,-1.828489848757983,-1.7914732481986426,-1.7226971774687563,-1.5325197938606994,-1.320562032667727
-1.9027506706575124,-1.830869246043953,-1.7898838040952183,-1.7534697993876924,-1.6852434844986468,-1.4967163179782963,-1.2878443661259247
-1.8631311932554404,-1.7905281024804738,-1.7495687255268542,-1.714067786950875,-1.646183598337876,-1.4604474955343916,-1.2547160044538286
-1.8227017028139696,-1.7509319145906177,-1.7100667903272175,-1.67338268472998,-1.6066819383778668,-1.4236865495411792,-1.2211994519300702
-1.7810462197312509,-1.7089557242791173,-1.6680163677287356,-1.6317851529434926,-1.5663851625532146,-1.3864264299505473,-1.1873172128332787
-1.7398522423012739,-1.6678936624413285,-1.626782268598956,-1.5904123641099328,-1.5256448688767694,-1.348711715302644,-1.153094986315042
-1.6964637506038975,-1.6255028428944813,-1.5847605209465427,-1.5476506812372337,-1.4842526365632154,-1.3105953264365298,-1.1186328688840683
-1.6544373826061247,-1.5824475877022213,-1.5409533971726903,-1.5045348394981164,-1.4419947708071001,-1.2721558311623113,-1.0841058664755443
-1.6119265610235411,-1.5400456001317346,-1.4977896569954505,-1.4609970425128254,-1.3992018077788513,-1.233609827004649,-1.049692282312978
-1.56651670359205,-1.4964638902348035,-1.4543991555351437,-1.4174012489116599,-1.3560404762394387,-1.1952201433633591,-1.0155704196198805
-1.522401828647764,-1.453031421231571,-1.4103784133528425,-1.3738311987107161,-1.312999881792801,-1.1572486619687308,-0.9819185816197624
-1.4804184318334246,-1.4115551420686623,-1.3674024769377298,-1.3304087880376054,-1.270916983307433,-1.1199068245700874,-0.9489150715361326
-1.4381417163523975,-1.3690309325864214,-1.3251949379995651,-1.2882177344982157,-1.229087019353508,-1.0833323818267266,-0.9167299118872742
-1.396334309278861,-1.328594540277762,-1.28410452036465,-1.246592855228246,-1.1880003660320388,-1.0476572426413642,-0.885442616910014
-1.3572805427507246,-1.288955212835087,-1.2440638748090365,-1.2066993412276443,-1.147918421184721,-1.0129905785567175,-0.8550769297689944
-1.3190323148852117,-1.250568066067373,-1.205216689806852,-1.1674344313848108,-1.1090946769883443,-0.9793538520957822,-0.8256557750908724
-1.2819887177642437,-1.213470595750224,-1.1677899090932071,-1.129279442124908,-1.0716788452092585,-0.9467473799687637,-0.7971939917016416
-1.2469321621087623,-1.17767804868019,-1.1316822978084358,-1.0928521979472459,-1.0355814132079175,-0.9151714788858656,-0.7696174051052501
-1.2129542406935259,-1.1431823756454211,-1.0967666232462372,-1.0578558481910394,-1.0006792755525717,-0.8846031442373455,-0.7427966942025613
-1.180672876643559,-1.1098074156630788,-1.0629063944501433,-1.023926902137253,-0.966849326811464,-0.8548965572874153,-0.7166017160504371
-1.1495867265699258,-1.077303219544609,-1.0298917992344663,-0.9907019022516339,-0.9339220993765898,-0.8258656156070099,-0.69090057483274
-1.1188742605246373,-1.0454195221972309,-0.99740891423593,-0.9578649502175988,-0.9015334109592642,-0.7973241931711085,-0.6655400685938139
-1.088142014062432,-1.013905927212907,-0.9651758277284602,-0.9252426148292057,-0.8693331396378032,-0.7690873931447202,-0.6403527951028488
-1.0576098841127828,-0.9824908712410447,-0.9329763700806383,-0.8926880284547456,-0.8373164673040562,-0.7409817834179372,-0.6151710941800709
-1.0273265223461188,-0.9508584836076193,-0.9006004758726993,-0.8600543234625064,-0.8055497112719804,-0.7128401763275157,-0.5898273056457054
-0.9967516299468432,-0.9186901564621385,-0.8678380749023263,-0.8271633717117182,-0.773760851540082,-0.6844954469227869,-0.5641537693199817
-0.9652472187013529,-0.8857036787865527,-0.8344738707170188,-0.793676934451135,-0.7415170850649393,-0.6557804702530754,-0.5379828250231234
-0.9321897447171514,-0.8516222149464502,-0.8002773691025412,-0.7592017737145312,-0.7083846334324321,-0.6265104086808004,-0.51114681257536
-0.8969430266142089,-0.815822552470422,-0.7649131239749226,-0.723249473531558,-0.6739541811705634,-0.5964094261835292,-0.48347807179691626
-0.8580324976852206,-0.7774085881341166,-0.7268960071297382,-0.6852322450581361,-0.6382222019293319,-0.565172544961536,-0.4548159603493396
-0.8170297677036625,-0.7369775979294346,-0.6850794527591061,-0.6445457653930671,-0.6013285334629318,-0.5324947740334051,-0.4250581594831871
-0.7695952370412441,-0.6919544433702426,-0.6413656224442804,-0.6007104646303376,-0.5614949090003416,-0.4981234040630435,-0.3941312507824015
-0.7153495997975302,-0.6425331245375778,-0.592944082455448,-0.5539831893000177,-0.5196324727892252,-0.4620560175427206,-0.3619620229291618
-0.6529748323873241,-0.5885545221269994,-0.5416524246456242,-0.5040378921642652,-0.47506836846330386,-0.4243650098915821,-0.3285231302142628
-0.5876400896302563,-0.5309553611707986,-0.48627360074653814,-0.45169918097855133,-0.4296259771433898,-0.3851243486037409,-0.2941709427839264
-0.5194973943695662,-0.47178085100493206,-0.43019725440379236,-0.3981631465520118,-0.3807071411692075,-0.3446121159359079,-0.2594530267270918
-0.4499842603072289,-0.41282092454807223,-0.3733206542815555,-0.34430607192145357,-0.3327858660213453,-0.30351144920868894,-0.22493155204887305
-0.3836533306544272,-0.354827957881503,-0.3197912316775508,-0.29237663350521387,-0.28600340452876216,-0.26255454575154924,-0.1913696153540244
-0.3199135599921536,-0.30003624984650135,-0.268279034568063,-0.24370542069365325,-0.24027994726172616,-0.22262510489022966,-0.15969075819830222
-0.25977828424054966,-0.24818946428710492,-0.22008850106765596,-0.1992172405359634,-0.19830401218786903,-0.18489839325383434,-0.13089883690301227
-0.20908388507055325,-0.20142638711898972,-0.17834829918544667,-0.1608609589072572,-0.16035009031792366,-0.15058280675559316,-0.10598934249321687
-0.16797652270465036,-0.1642262376199575,-0.1435755692752188,-0.12954461477489385,-0.12923589700439647,-0.12084347988789718,-0.08508334181197945
-0.13710561795039658,-0.1326742073406648,-0.11629951998424845,-0.10484139294835983,-0.10394358827879627,-0.09597758718598938,-0.06774086115523638
-0.11306329548395909,-0.10862800461625645,-0.0950129763382458,-0.08519707066145076,-0.08344355248739971,-0.07547955909108026,-0.05351278230739274
-0.09336404514846532,-0.08934107593001353,-0.07785803898767989,-0.06914061474884754,-0.06676133986831839,-0.058813632747328565,-0.04194998705285294
-0.07697858345715926,-0.07327518472156606,-0.06344908277448293,-0.055918406049088674,-0.05324529324545205,-0.04544404529889502,-0.03260335717602285
-0.06318356159981084,-0.05970219585041708,-0.05135076667422107,-0.045081014754591996,-0.042345880315818825,-0.03483503388993968,-0.02502377446130786
-0.05161106043820326,-0.04829501566695167,-0.04124169083515364,-0.036180110865147205,-0.03351360888080918,-0.02645083566462119,-0.018762120693112387
