Q_dch_interp_01,Q_dch_interp_03,Q_dch_interp_05,Q_dch_interp_07,Q_dch_interp_09,Q_dch_interp_11,Q_dch_interp_13,Q_dch_interp_15,Q_dch_interp_17,Q_dch_interp_19,Q_dch_interp_21,Q_dch_interp_23,Q_dch_interp_25,Q_dch_interp_27,Q_dch_interp_29,Q_dch_interp_31,Q_dch_interp_33
-4.787034645503064,-4.745843498899751,-4.730794677910031,-4.7181748119986535,-4.703138757006851,-4.6927086381704886,-4.673233801096581,-4.6490107158345975,-4.625076686013131,-4.6072472487071625,-4.591443909724548,-4.57277006580482,-4.560249955105101,-4.543186762545777,-4.529267474415167,-4.5137611300415434,-4.502865530766734
-4.7850965417535845,-4.743920470590865,-4.728900099128545,-4.716308153752932,-4.701273936795496,-4.6907794172433,-4.671372173803276,-4.647050749673728,-4.623123277146797,-4.605274699688444,-4.589469699290781,-4.570787723269656,-4.5582868678931225,-4.5412058588705335,-4.527337967171023,-4.511889958352186,-4.500881943747898
-4.783116739963204,-4.741953427807304,-4.726958648060488,-4.714391248610253,-4.699357594914583,-4.688806507299098,-4.66946006011492,-4.645052543714266,-4.621131792007297,-4.603268076752733,-4.587461987897294,-4.56877342841261,-4.556292343795539,-4.539195611518747,-4.525375760336297,-4.509980397402722,-4.498867208186448
-4.7810925721147735,-4.739940084084986,-4.7249682500029255,-4.712422219423502,-4.697387922655084,-4.686787771996562,-4.667495640090725,-4.64301378796182,-4.619099932118369,-4.6012248854184525,-4.585418248811812,-4.566724593840567,-4.554263747678238,-4.537153299310548,-4.523378281036279,-4.508030161358146,-4.496818651105907
-4.779021370191141,-4.737878152959836,-4.72292683025292,-4.710399189045556,-4.695363111307966,-4.684721074994369,-4.6654770937899,-4.640932172421998,-4.617025399003737,-4.599142631204035,-4.583335955302063,-4.564638632160411,-4.552198444407111,-4.535076201066065,-4.52134295639625,-4.506036964383452,-4.4947335995298
-4.7769004661751575,-4.735765347967773,-4.720832314107543,-4.708320280329297,-4.693281352164202,-4.682604279951194,-4.663402601271657,-4.638805387100405,-4.614905894187137,-4.5970188196279045,-4.581212580635776,-4.562512955979026,-4.550093798848049,-4.532961595605425,-4.5192672135415,-4.503998520643632,-4.492609380481648
-4.7747271920496726,-4.733599382644718,-4.718682626863857,-4.706183616127605,-4.691140836514763,-4.680435250525718,-4.661270342595204,-4.636631122002648,-4.612739119192298,-4.59485095620849,-4.579045598080677,-4.5603449779033,-4.547947175866941,-4.530806761748762,-4.517148479597312,-4.50191254430368,-4.490443320984975
-4.772498879797531,-4.731377970526592,-4.716475693818928,-4.703987319293366,-4.688939755650619,-4.678211850376615,-4.6590784978197535,-4.634407067134335,-4.610522775542952,-4.592636546464218,-4.576832480904496,-4.558132110540114,-4.545755940329681,-4.528608978316201,-4.514984181688972,-4.499776749528588,-4.488232748063299
-4.770212861401587,-4.729098825149316,-4.7142094402698245,-4.701729512679456,-4.686676300862738,-4.6759319431625626,-4.656825247004515,-4.632130912501073,-4.608254564762832,-4.590373095913517,-4.574570702374959,-4.555871766496359,-4.54351745710216,-4.526365524127873,-4.512771746941767,-4.497588850483351,-4.485974988740147
-4.767866468844687,-4.726759660048811,-4.711881791513609,-4.699408319138756,-4.684348663442096,-4.673593392542239,-4.654508770208698,-4.62980034810847,-4.605932188375666,-4.588058110074813,-4.572257735759791,-4.553561358378912,-4.541229091050265,-4.524073678003907,-4.510508602480982,-4.495346561332959,-4.483667370039043
