Q_dch_interp_01,Q_dch_interp_03,Q_dch_interp_05,Q_dch_interp_07,Q_dch_interp_09,Q_dch_interp_11,Q_dch_interp_13,Q_dch_interp_15,Q_dch_interp_17,Q_dch_interp_19,Q_dch_interp_21,Q_dch_interp_23,Q_dch_interp_25
-4.762982748174187,-4.70726743266304,-4.697410177591955,-4.692275085123431,-4.67710940114522,-4.659522388973301,-4.646284851370873,-4.599872230843184,-4.578497564123567,-4.55043602386288,-4.535909923757425,-4.512694076486025,-4.488712592856306
-4.761028783935095,-4.705301664700956,-4.695540807805189,-4.690340338831907,-4.67524187195907,-4.657648306655936,-4.644455686269768,-4.597993421563226,-4.576672377851928,-4.548620297521105,-4.534096000554716,-4.5108828146144475,-4.486859451242319
-4.759036314184713,-4.703294901095461,-4.693618295806939,-4.6883632397320625,-4.673327528604642,-4.655733453291183,-4.642586404919569,-4.596084621250338,-4.574816139533428,-4.54677282910997,-4.532253835050061,-4.509042890516747,-4.484980741966831
-4.7570023504128685,-4.701244543710598,-4.691640780919006,-4.686341406242543,-4.671364276885061,-4.653775461990434,-4.640674671115988,-4.594143071823775,-4.57292628299255,-4.544891056789764,-4.530380787980011,-4.507171654918737,-4.4830738494530324
-4.754923904109389,-4.69914799441041,-4.689606402463194,-4.68427245678199,-4.669350022603444,-4.651771965865083,-4.638718148654748,-4.592166015202794,-4.57100024205378,-4.542972418720774,-4.5284742200811205,-4.505266458546229,-4.481136158124114
-4.752797986764106,-4.697002655058943,-4.687513299761304,-4.682154009769051,-4.667282671562914,-4.649720598026519,-4.636714501331567,-4.590150693306652,-4.569035450541603,-4.541014353063293,-4.526531492089943,-4.503324652125036,-4.479165052403271
-4.750621609866846,-4.694805927520237,-4.685359612135137,-4.679983683622364,-4.66516012956659,-4.647618991586138,-4.634661392942162,-4.5880943480546055,-4.567029342280502,-4.539014297977607,-4.5245499647430325,-4.5013435863809725,-4.477157916713693
-4.748391784907438,-4.692555213658337,-4.683143478906498,-4.6777590967605756,-4.662980302417596,-4.64546477965533,-4.632556487282252,-4.585994221365913,-4.564979351094963,-4.5369696916240025,-4.522526998776942,-4.499320612039852,-4.475112135478571
-4.746105523375713,-4.690247915337285,-4.68086303939719,-4.67547786760233,-4.66074109591905,-4.64325559534549,-4.630397448147554,-4.5838475551598306,-4.5628829108094715,-4.534877972162774,-4.520459954928224,-4.4972530798274875,-4.473025093121098
-4.743759836761496,-4.6878814344211275,-4.6785164329290145,-4.673137614566269,-4.658440415874075,-4.640989071768007,-4.628181939333788,-4.581651591355612,-4.56073745524851,-4.532736577754206,-4.518346193933433,-4.49513834046969,-4.470894174064468
-4.74135173655462,-4.685453172773906,-4.6761017988237725,-4.670735956071037,-4.656076168085791,-4.638662842034275,-4.625907624636672,-4.579403571872519,-4.558540418236564,-4.530542946558589,-4.516183076529124,-4.492973744692272,-4.468716762731868
-4.738878234244911,-4.682960532259662,-4.673617276403267,-4.668270510535274,-4.653646258357321,-4.636274539255688,-4.6235721678519255,-4.577100738629806,-4.55628923359812,-4.528294516736212,-4.513967963451846,-4.490756643221051,-4.466490243546493
-4.736336341322199,-4.680400914742442,-4.671061004989304,-4.665738896377627,-4.651148592491783,-4.633821796543636,-4.621173232775265,-4.574740333546729,-4.553981335157659,-4.525988726447364,-4.511698215438156,-4.488484386781836,-4.464212000931534
-4.733723069276313,-4.677771722086287,-4.668431123903683,-4.66313873201674,-4.6485810762923,-4.631302247009513,-4.6187084832024095,-4.572319598542549,-4.551614156739668,-4.523623013852333,-4.5093711932246086,-4.486154326100443,-4.461879419310184
