Q_dch_interp_01,Q_dch_interp_03,Q_dch_interp_05,Q_dch_interp_07,Q_dch_interp_09,Q_dch_interp_11,Q_dch_interp_13,Q_dch_interp_15,Q_dch_interp_17
-1.5064788260384898,-1.4825751495789663,-1.4690274230965747,-1.455907295703953,-1.435754894641033,-1.4064684165307177,-1.3907340906366599,-1.363121210853166,-1.24722417932013
-1.4649633653728047,-1.4427576637864221,-1.4308656416006096,-1.417928966368683,-1.3978759284393478,-1.3692731152198587,-1.353322903502284,-1.324280341529673,-1.210770872251865
-1.4254152207189743,-1.403409642174688,-1.3907287114022233,-1.3771989697791305,-1.3586765850676896,-1.3291323310460748,-1.314593450544127,-1.2848572320520322,-1.174991089844521
-1.3850117518012666,-1.3660447532564246,-1.3530840265273594,-1.3403958947912378,-1.320486817982999,-1.291682891910582,-1.2753382840402625,-1.2463184601564017,-1.1403507880455555
-1.346858662930288,-1.3293283789858272,-1.316359908018993,-1.303544335824431,-1.2829562142693893,-1.254610390374985,-1.2394853273013384,-1.2090374277884246,-1.1067961113491007
-1.3116150325624898,-1.2935912431302428,-1.2806885163723656,-1.2676482205482156,-1.2473480794321476,-1.2186177386601922,-1.2034215324188093,-1.1729795338547193,-1.0742455818230623
-1.2747371181460432,-1.259133306538697,-1.2459873271456061,-1.232828536327534,-1.2125297828431298,-1.183881536412619,-1.168574741663613,-1.137559828161105,-1.0427784787097136
-1.2403264140101302,-1.2249667764981853,-1.2123996738824403,-1.198596070289174,-1.1786791031540023,-1.1501282616105162,-1.134977657311901,-1.1036615552701723,-1.0116282773565382
-1.207831989281715,-1.1937481995433645,-1.180051618394098,-1.1663897190634034,-1.145974971765316,-1.1177061534646677,-1.1021026168580628,-1.0705015492819145,-0.9815787676171764
-1.1767097477630408,-1.1618130712518564,-1.148301090373535,-1.1347783356710044,-1.1144275511703654,-1.0863179473874964,-1.0699536335087747,-1.038744635931821,-0.9526980497438934
-1.1460255153623153,-1.1313448459626465,-1.1174680967635306,-1.1037230531597235,-1.0832733401452197,-1.055139076963523,-1.0387471937481243,-1.0069857194135936,-0.9240795435034952
-1.115457707464676,-1.101116865843014,-1.087326198157541,-1.073158708006844,-1.0524864896699966,-1.0245922836364212,-1.0083719390095933,-0.976147559871198,-0.8951849378816171
-1.0858534405267966,-1.0718572134396662,-1.0576249617909959,-1.0436221733095021,-1.0223274023012117,-0.9945125582329151,-0.9781645793738413,-0.9455180373496167,-0.8669638904559334
-1.0546860529180377,-1.042709745594307,-1.0254621280014027,-1.0100681337291153,-0.9923289982709386,-0.9643320383882056,-0.9469981005001089,-0.9123854133921133,-0.8376306951982337
-1.0271161699666056,-1.012719340529749,-0.9987247176887738,-0.9843845774961796,-0.9620950693532484,-0.9340115478649809,-0.9174594170110704,-0.8849430414260057,-0.810441976835482
-0.9962432053123239,-0.9823237170274086,-0.9678978891179983,-0.95329842471717,-0.9317475355661579,-0.9036701067880791,-0.8862852417616215,-0.8544051693729766,-0.781039627149476
-0.9652960536501712,-0.9529757167094899,-0.9367769153461746,-0.9219111441333145,-0.9010908943938747,-0.8727801850751779,-0.8552875050554158,-0.8224462838451362,-0.7524465757814999
-0.933996792058089,-0.9213373551500195,-0.9059883955397022,-0.8909870353635337,-0.8689994127984524,-0.8410740158031026,-0.8242790193385413,-0.7914337188784669,-0.7223342679429292
-0.9009785530795825,-0.8886416956551868,-0.8736610778513907,-0.8582586650547154,-0.8364279752556766,-0.8082623296448948,-0.790758174760006,-0.7579360718424428,-0.690870232934493
-0.8649607410159975,-0.8538375344204449,-0.8385072160839967,-0.8239486084374005,-0.8016678248026428,-0.7738670313723494,-0.7569854605897972,-0.7240119424984934,-0.6586654689597835
-0.8257870324438483,-0.8167687451548791,-0.8017451143356571,-0.7867184127335899,-0.7648137373883148,-0.7373599617989688,-0.7195368326606236,-0.6872561992658595,-0.6258118984418318
-0.7818912206991704,-0.7757420456204621,-0.7609365203336691,-0.7470518311604186,-0.7254052060425292,-0.6981079814072677,-0.6809901888897857,-0.6485293584105172,-0.5891738836460205
-0.7336023153940355,-0.7323254478773629,-0.7187412001763254,-0.7047903134622848,-0.6836760386002294,-0.6566213144450982,-0.6392346595048819,-0.6090032004904393,-0.5531021785453218
-0.6794019002030723,-0.6810934889660677,-0.669492712427375,-0.6559012123005722,-0.635994175725042,-0.6107393918500154,-0.5942804729169834,-0.5633617102310186,-0.5133574627604325
-0.6216222638940154,-0.6279297299915765,-0.6163001869016078,-0.6033113953674898,-0.5851479068736919,-0.5614181812003545,-0.545378615877937,-0.5167838858264232,-0.4717084219589013
-0.5608555706538012,-0.5704576216010019,-0.5612400264862707,-0.5490923413593085,-0.53134924739147,-0.5077718526882565,-0.4938510605400263,-0.4669622112221242,-0.4294832018662262
-0.4984193191910407,-0.5017716673719549,-0.5001409966032345,-0.48845185051690077,-0.47462543514126465,-0.44858181537594194,-0.43436035031437226,-0.4106224070709044,-0.3804282643879821
-0.4371415659191527,-0.45147306615801364,-0.44314346770523266,-0.4325151188275449,-0.41793202252095585,-0.39999103620142396,-0.38721915992898015,-0.36307472008809727,-0.3402294588207188
-0.37880865923851453,-0.39153165550272895,-0.38516572791138376,-0.37557434316296906,-0.3634985856469518,-0.3463346136492056,-0.33583889565575675,-0.3119571701002198,-0.2955806682591501
-0.32054399290149227,-0.3365815656289202,-0.32804950720256754,-0.32106721138197364,-0.3093998864587864,-0.2931650712222385,-0.2834240299775595,-0.26146923690866225,-0.2518600201383422
-0.26613920502262706,-0.28125572577250135,-0.2774553310923401,-0.26849631743568675,-0.2575111238026732,-0.24537854567595635,-0.23619737166029803,-0.2153605413937224,-0.2106744286539461
-0.2176091647685239,-0.23252762570845786,-0.2272513453028939,-0.2207154742170339,-0.21122757929988636,-0.20047928217276012,-0.19358450081821924,-0.17510293198076868,-0.17311509264512645
-0.1781698715686409,-0.18942287730434176,-0.18562644954176027,-0.18018073325581024,-0.17196151218591246,-0.16268670728797216,-0.1562620371241734,-0.14062262841102505,-0.13980845339842252
-0.14696866610434,-0.15510134838536757,-0.15153330124128464,-0.1460278138166252,-0.1395243698532369,-0.13183280022063232,-0.12662698819208304,-0.11258417916762964,-0.11177178651896248
-0.12151861528068152,-0.12767079849486962,-0.12391634773707662,-0.11977930900323454,-0.11368040454182636,-0.10733654057411302,-0.1030267030748116,-0.09066235503850038,-0.08917226352264943
-0.10083214575625356,-0.10530965612500914,-0.10169908656389012,-0.09829540971318816,-0.0930133466440075,-0.08776382208695879,-0.08409273127220553,-0.07350693207731687,-0.07103115717361164
-0.08376314508941055,-0.08698232769919044,-0.08372974378896846,-0.08061337911775891,-0.07627359684527442,-0.0718305234287798,-0.06856925479615349,-0.05933763409608524,-0.056291635975526194
-0.06926074584365745,-0.07172119179263114,-0.06885301739503556,-0.06582737941729286,-0.06222801645846229,-0.05833176023487727,-0.05536957057853785,-0.04730440826400452,-0.04399348798248177
-0.056854928034550785,-0.058620147949793165,-0.05605501255192492,-0.05321337093664644,-0.05013267595642187,-0.04675246364607265,-0.044130148303889616,-0.03721078944367241,-0.033738132315053966
