Q_dch_interp_01,Q_dch_interp_03,Q_dch_interp_05,Q_dch_interp_07,Q_dch_interp_09,Q_dch_interp_11,Q_dch_interp_13,Q_dch_interp_15,Q_dch_interp_17,Q_dch_interp_19,Q_dch_interp_21,Q_dch_interp_23,Q_dch_interp_25
-4.748636823555275,-4.671755908442367,-4.650984459086522,-4.626458115771715,-4.599120103333008,-4.5865865734731,-4.56413426615114,-4.526084778236794,-4.498060040243097,-4.473679537722915,-4.447352571233134,-4.4367827579876336,-4.454255429501105
-4.746648439764218,-4.669828581386648,-4.6490870369613955,-4.624580091509251,-4.5972331915429345,-4.584767723425878,-4.562292591316581,-4.524192769098707,-4.496200446581425,-4.471845235831175,-4.445477914542463,-4.434886730790373,-4.4523064860832955
-4.744622463248214,-4.667861309520567,-4.647151594549366,-4.622667105216583,-4.595316232840318,-4.582911554433432,-4.560418871150491,-4.522275433265759,-4.49431111362088,-4.469980202457627,-4.443572140040502,-4.432965317268735,-4.450324430774744
-4.742556011112467,-4.665851672487314,-4.645175700823965,-4.620716682763562,-4.5933666394303625,-4.581015856350809,-4.558510744604739,-4.520330171965127,-4.492389655368642,-4.468082088271209,-4.441632879075225,-4.431015852122568,-4.44830692939843
-4.7404462004621735,-4.663797249930076,-4.643156924758717,-4.618726350020037,-4.591381823518275,-4.579078419033048,-4.556565850631189,-4.518354386423988,-4.490433685831886,-4.466148543940863,-4.4396577629946,-4.4290356700517215,-4.446251647777332
-4.738290148402541,-4.661695621492041,-4.641092835327148,-4.616693632855858,-4.589359197309257,-4.577097032335192,-4.554581828181707,-4.516345477869518,-4.488440819017787,-4.464177220135528,-4.437644423146599,-4.4270221057560475,-4.444156251734428
-4.736084972038771,-4.659544366816396,-4.638981001502784,-4.614616057140875,-4.587296173008517,-4.57506948611228,-4.552556316208161,-4.514300847528894,-4.4864086689335245,-4.4621657675241435,-4.435590490879196,-4.424972493935392,-4.442018407092698
-4.7338277884760664,-4.657341065546331,-4.636818992259153,-4.612491148744935,-4.5851901628212595,-4.572993570219359,-4.550486953662418,-4.5122178966292905,-4.4843348495862765,-4.460111836775651,-4.433493597540362,-4.422884169289607,-4.43983577967512
-4.731515714819628,-4.655083297325031,-4.634604376569779,-4.610316433537889,-4.583038578952687,-4.570867074511466,-4.548371379496345,-4.510094026397885,-4.482216974983215,-4.458013078558989,-4.431351374478067,-4.420754466518541,-4.437606035304672
-4.729145868174658,-4.652768641795684,-4.6323347234081895,-4.608089437389587,-4.580838833608006,-4.568687788843645,-4.546207232661805,-4.507926638061855,-4.480052659131522,-4.455867143543099,-4.429161453040283,-4.418580720322043,-4.4353268398043335
-4.7267153656463625,-4.650394678601481,-4.630007601747912,-4.605807686169878,-4.578588338992422,-4.566453503070938,-4.543992152110671,-4.505713132848376,-4.477839516038373,-4.4536716823969185,-4.426921464574982,-4.416360265399963,-4.432995858997082
-4.724221324339942,-4.647958987385607,-4.6276205805624695,-4.60346870574861,-4.576284507311138,-4.564162007048385,-4.541723776794805,-4.5034509119846255,-4.475575159710943,-4.45142434578939,-4.424629040430136,-4.4140904364521525,-4.430610758705898
-4.721660861360597,-4.645459147791251,-4.625171228825392,-4.601070021995634,-4.573924750769363,-4.561811090631031,-4.539399745666076,-4.501137376697777,-4.47325720415641,-4.449122784389453,-4.4222818119537175,-4.4117685681784575,-4.428169204753756
-4.719031093813532,-4.642892739461599,-4.622657115510205,-4.598609160780799,-4.571506481572297,-4.5593985436739155,-4.537017697676348,-4.498769928215009,-4.470883263381952,-4.446764648866044,-4.419877410493694,-4.40939199527873,-4.425668862963641
-4.716329138803949,-4.640257342039842,-4.620075809590434,-4.596083647973955,-4.569027111925148,-4.556922156032081,-4.5345752717774905,-4.496345967763499,-4.468450951394746,-4.4443475898881095,-4.417413467398042,-4.4069580524528185,-4.423107399158526
