Q_dch_interp_01,Q_dch_interp_03,Q_dch_interp_05,Q_dch_interp_07,Q_dch_interp_09,Q_dch_interp_11,Q_dch_interp_13,Q_dch_interp_17,Q_dch_interp_19,Q_dch_interp_21,Q_dch_interp_23
-4.786817021491618,-4.710584515815193,-4.672623712751204,-4.640800317771774,-4.5806605305997925,-4.539410696892958,-4.508962915723789,-4.377039430673938,-4.244720349437326,-4.041522389103845,-4.027213422314456
-4.784811459772946,-4.708494429904997,-4.6705634192022405,-4.638735375002182,-4.578502737952299,-4.5372346866394775,-4.506862395342403,-4.37486378376272,-4.242441902745274,-4.0392165422729995,-4.025101693893128
-4.782757607526462,-4.706358893227933,-4.66845344624952,-4.636622937932183,-4.576308043440656,-4.535021625122533,-4.504727769199623,-4.372645480965974,-4.240129049139597,-4.036872029677369,-4.022936451319579
-4.780653176047478,-4.704175618347875,-4.666291797412868,-4.634460910019909,-4.574073742383343,-4.532768716541855,-4.502556057653568,-4.3703818611517,-4.2377784423022975,-4.034485775307064,-4.02071545642902
-4.778495876631312,-4.701942317828692,-4.664076476212111,-4.632247194723488,-4.571797130098834,-4.530473165097178,-4.500344281062367,-4.36807026318789,-4.235386735915382,-4.032054703152204,-4.018436471056667
-4.7762834205732805,-4.699656704234258,-4.661805486167073,-4.629979695501054,-4.569475501905608,-4.528132174988236,-4.4980894597841425,-4.365708025942535,-4.232950583660857,-4.0295757372029035,-4.016097257037731
-4.774013519168699,-4.697316490128445,-4.6594768307975825,-4.627656315810736,-4.567106153122141,-4.525742950414762,-4.4957886141770205,-4.363292488283631,-4.230466639220733,-4.027045801449277,-4.013695576207426
-4.7716838837128845,-4.6949193880751245,-4.657088513623463,-4.625274959110663,-4.5646863790669086,-4.523302695576492,-4.493438764599126,-4.360820989079173,-4.227931556277012,-4.024461819881441,-4.011229190400965
-4.769292225501151,-4.692463110638165,-4.654638538164542,-4.622833528858968,-4.562213475058389,-4.520808614673155,-4.491036931408583,-4.358290867197155,-4.225341988511702,-4.021820716489511,-4.008695861453561
-4.766836255828815,-4.6899453703814435,-4.652124907940644,-4.620329928513781,-4.5596847364150594,-4.518257911904489,-4.488580134963519,-4.355699461505569,-4.222694589606811,-4.019119415263603,-4.006093351200428
-4.764313685991191,-4.687363879868829,-4.649545626471597,-4.617762061533232,-4.5570974584553925,-4.515647791470226,-4.486065395622056,-4.353044110872411,-4.219986013244345,-4.016354840193833,-4.003419421476779
-4.7617222272836,-4.684716351664193,-4.646898697277226,-4.615127831375454,-4.554448936497871,-4.512975457570098,-4.483489733742322,-4.3503221541656725,-4.2172129131063105,-4.013523915270317,-4.000671834117825
-4.759059591001354,-4.6820004983314085,-4.644182123877358,-4.6124251414985755,-4.551736465860967,-4.510238114403843,-4.48085016968244,-4.34753093025335,-4.214371942874713,-4.010623564483169,-3.9978483509587797
-4.75632348843977,-4.679214032434346,-4.641393909791817,-4.6096518953607255,-4.548957341863159,-4.507432966171191,-4.478143723800535,-4.344667778003435,-4.211459756231561,-4.007650711822507,-3.994946733834859
-4.753511630894164,-4.676354666536877,-4.63853205854043,-4.606805996420038,-4.546108859822922,-4.504557217071876,-4.475367416454734,-4.341730036283924,-4.208473006858862,-4.004602281278443,-3.9919647445812747
-4.750621729659851,-4.6734201132028765,-4.635594573643025,-4.603885348134642,-4.543188315058734,-4.5016080713056335,-4.472518268003158,-4.33871504396281,-4.205408348438619,-4.001475196841097,-3.9889001450332393
-4.747651496032148,-4.670408084996212,-4.632579458619422,-4.60088785396267,-4.5401930028890725,-4.498582733072194,-4.469593298803937,-4.335620139908086,-4.202262434652841,-3.998266382500581,-3.985750697025965
-4.744598641306371,-4.667316294480759,-4.629484716989455,-4.59781141736225,-4.537120218632415,-4.495478406571295,-4.466589529215192,-4.332442662987747,-4.199031919183535,-3.9949727622470146,-3.9825141623946667
-4.741460876777837,-4.6641424542203875,-4.626308352272946,-4.594653941791513,-4.533967257607234,-4.4922922960026686,-4.463503979595051,-4.329179952069785,-4.195713455712707,-3.9915912600705097,-3.979188302974558
-4.7382359137418595,-4.660884276778969,-4.6230483679897185,-4.591413330708592,-4.53073141513201,-4.489021605566046,-4.460333670301638,-4.325829346022197,-4.1923036979223625,-3.9881187999611845,-3.9757708806008503
