Q_dch_interp_01,Q_dch_interp_03,Q_dch_interp_05,Q_dch_interp_07,Q_dch_interp_09,Q_dch_interp_11,Q_dch_interp_13,Q_dch_interp_15,Q_dch_interp_17,Q_dch_interp_19,Q_dch_interp_21,Q_dch_interp_23,Q_dch_interp_25,Q_dch_interp_27,Q_dch_interp_29,Q_dch_interp_31,Q_dch_interp_33
-4.763175610697552,-4.725492146446222,-4.691507109051515,-4.674339119333266,-4.642476323125858,-4.624157102233248,-4.601656806629496,-4.5620275117859785,-4.528845187602417,-4.499026937908434,-4.47148447503292,-4.443516641594999,-4.416867910749067,-4.388134881842034,-4.360911537119443,-4.336067260117995,-4.302571046888015
-4.761211239740699,-4.723464541212651,-4.689498564667934,-4.67226908176739,-4.640371603020893,-4.6220179963671395,-4.599475489163121,-4.559809996733662,-4.526611554820125,-4.496764778649929,-4.469221455674343,-4.44126846206787,-4.414714571253973,-4.385894254740239,-4.35874061654736,-4.33385117440017,-4.3004665663268
-4.75919699639804,-4.721384102387936,-4.687435684905412,-4.670149978472248,-4.638219287567684,-4.619832251058554,-4.597250824898024,-4.557552165271704,-4.52433691440129,-4.4944636838230005,-4.466919993123971,-4.438980198357127,-4.4125097460749245,-4.38361219580355,-4.356521114122856,-4.3315935387711715,-4.298316453530294
-4.757130676755224,-4.719248865697093,-4.685316691376295,-4.667979795958162,-4.636017358943123,-4.617597761853473,-4.594980562209158,-4.5552516306720365,-4.522018909569733,-4.492121139466981,-4.464577496765334,-4.436649261060616,-4.410251366421558,-4.381286151492607,-4.354250789876936,-4.32929176212572,-4.296118338064038
-4.7550100768979044,-4.717056866865132,-4.683139805692921,-4.665756520735453,-4.633763799324106,-4.615312424297876,-4.59266244947148,-4.552906006206589,-4.5196551835492835,-4.489734631621205,-4.462191375981945,-4.434273060776184,-4.407937363503508,-4.378913568268053,-4.3519274038406115,-4.32694325335855,-4.293869849493582
-4.752832992911731,-4.7148061416170695,-4.680903249467637,-4.663478139314441,-4.631456590887525,-4.612974133937747,-4.590294235059947,-4.550512905147295,-4.517243379563765,-4.487301646325002,-4.459759040157329,-4.431849008101677,-4.405565668530408,-4.376491892590529,-4.349548716044892,-4.324545421364382,-4.291568617384471
-4.750597220882352,-4.712494725677912,-4.67860524431278,-4.661142638205449,-4.629093715810275,-4.610580786319066,-4.5878736673495135,-4.548069940766089,-4.514781140837003,-4.484819669617708,-4.457277898675005,-4.429374513634942,-4.40313421271189,-4.374018570920678,-4.347112486520788,-4.322095675037944,-4.289212271302249
-4.74830055689542,-4.7101206547726795,-4.676244011840697,-4.658748003918795,-4.626673156269252,-4.608130276987815,-4.585398494715137,-4.545574726334898,-4.5122661105928215,-4.482286187538654,-4.454745360918493,-4.426846987973825,-4.4006409272575935,-4.371491049719141,-4.344616475299309,-4.319591423273963,-4.286798440812463
-4.745940797036584,-4.7076819646263806,-4.673817773663728,-4.656292222964804,-4.624192894441349,-4.605620501489977,-4.582866465531775,-4.543024875125657,-4.509695932055051,-4.479698686127174,-4.452158836271313,-4.424263841716173,-4.398083743377148,-4.368906775446558,-4.342058442411464,-4.317030074967166,-4.284324755480659
-4.743515737391495,-4.705176690964027,-4.671324751394214,-4.653773281853791,-4.621650912503461,-4.60304935537153,-4.580275328174381,-4.540418000410297,-4.507068248447511,-4.477054651422603,-4.449515734116986,-4.421622485459831,-4.395460592280191,-4.366263194563575,-4.339436147888261,-4.3144090390122765,-4.281788844872385
-4.741023174045801,-4.702602869510636,-4.668763166644499,-4.651189167096084,-4.619045192632482,-4.600414734178459,-4.577622831017911,-4.537751715460749,-4.504380702994032,-4.474351569464269,-4.446813463839029,-4.418920329802647,-4.392769405176354,-4.363557753530829,-4.336747351760711,-4.311725724304023,-4.279188338553184
