Q_dch_interp_01,Q_dch_interp_03,Q_dch_interp_05,Q_dch_interp_07,Q_dch_interp_09,Q_dch_interp_11,Q_dch_interp_13
-4.711331249553445,-4.589428454596472,-4.528568687619118,-4.481035848105623,-4.381547522148714,-4.2204902700407905,-3.9370064800431
-4.70770798275575,-4.585734992919116,-4.5248445791194305,-4.477303029725773,-4.377782614702213,-4.216719379604989,-3.933449193461352
-4.70398594205831,-4.581948767893449,-4.521026523103153,-4.4734743542628435,-4.3739202569309095,-4.212851046417632,-3.9297974394160784
-4.700163181128694,-4.578067878488106,-4.5171124349943526,-4.469547379154505,-4.369957823238133,-4.208882992213199,-3.9260491480386315
-4.6962377536344695,-4.574090423671721,-4.513100230217102,-4.465519661838429,-4.365892688027215,-4.204812938726165,-3.922202249460365
-4.692207713243207,-4.570014502412924,-4.50898782419547,-4.461388759752287,-4.361722225701487,-4.200638607691008,-3.918254673812633
-4.688071113622475,-4.565838213680349,-4.5047731323535265,-4.457152230333749,-4.357443810664279,-4.196357720842205,-3.91420435122679
-4.683826008439841,-4.56155965644263,-4.500454070115341,-4.4528076310204865,-4.35305481731892,-4.191967999914231,-3.910049211834188
-4.679470451362875,-4.557176929668398,-4.496028552904982,-4.448352519250172,-4.348552620068747,-4.187467166641566,-3.905787185766183
-4.675002496059145,-4.5526881323262876,-4.49149449614652,-4.443784452460472,-4.343934593317086,-4.182852942758684,-3.9014162031541257
-4.670420196196222,-4.548091363384931,-4.486849815264025,-4.439100988089064,-4.33919811146727,-4.178123050000064,-3.896934194129373
-4.665721605441673,-4.543384721812961,-4.482092425681566,-4.434299683573615,-4.334340548922629,-4.17327521010018,-3.8923390888232774
-4.660904777463067,-4.538566306579011,-4.477220242823215,-4.429378096351796,-4.329359280086495,-4.168307144793512,-3.887628817367191
-4.655967765927972,-4.5336342166517145,-4.472231182113038,-4.424333783861281,-4.324251679362199,-4.163216575814534,-3.8828013098924696
-4.650908624503959,-4.528586550999703,-4.467123158975109,-4.419164303539736,-4.319015121153071,-4.158001224897724,-3.877854496530467
-4.645725406858597,-4.523421408591611,-4.461894112495687,-4.413867212824837,-4.313646982306241,-4.15265881377756,-3.872786307412535
-4.6404161680666745,-4.5181368889256115,-4.456542576219389,-4.408440078912697,-4.308145138839098,-4.1471870641885165,-3.86759467267003
-4.6349793040147285,-4.5127313796847535,-4.451067707469555,-4.402881280984404,-4.302508571335268,-4.141583697865073,-3.8622775224343027
-4.629413992988445,-4.507204032769555,-4.445468693100064,-4.397190607876067,-4.296736408425771,-4.135846436541703,-3.8568327868367094
-4.623719522633491,-4.501554125331526,-4.439744719964794,-4.391367989240652,-4.290827778741628,-4.1299730019528855,-3.8512583960086033
-4.6178951805955295,-4.495780934522175,-4.433894974917622,-4.385413354731128,-4.2847818109138585,-4.123961115833097,-3.8455522800813364
-4.611940254520227,-4.4898837374930185,-4.427918644812426,-4.379326634000458,-4.278597633573483,-4.117808499916816,-3.839712369186264
-4.60585403205325,-4.483861811395569,-4.421814916503086,-4.373107756701609,-4.272274375351523,-4.111512875938516,-3.8337365934547396
-4.599635800840264,-4.477714433381334,-4.41558297684348,-4.366756652487545,-4.265811164878995,-4.105071965632677,-3.8276228830181163
-4.59328484852693,-4.471440880601829,-4.409222012687484,-4.360273251011234,-4.259207130786924,-4.098483490733772,-3.8213691680077497
-4.586800462758919,-4.465040430208566,-4.402731210888977,-4.35365748192564,-4.252461401706331,-4.091745172976282,-3.8149733785549915
-4.580181931181894,-4.458512359353055,-4.396109758301838,-4.346909274883727,-4.245573106268231,-4.08485473409468,-3.8084334447911954
-4.57342854144152,-4.451855945186809,-4.389356841779943,-4.340028559538462,-4.238541373103647,-4.077809895823446,-3.801747296847716
-4.566539581183462,-4.445070464861339,-4.382471648177172,-4.333015265542811,-4.231365330843601,-4.070608379897054,-3.7949128648559074
-4.559514338053388,-4.43815519552816,-4.375453364347402,-4.325869322549739,-4.224044108119111,-4.063247908049984,-3.787928078947123
-4.55235209969696,-4.431109414338781,-4.368301177144512,-4.318590660212212,-4.216576833561199,-4.055726202016711,-3.7807908692527157
-4.545052153759843,-4.423932398444717,-4.361014273422378,-4.311179208183195,-4.2089626358008845,-4.0480409835317115,-3.77349916590404
-4.537613787887708,-4.416623424997478,-4.35359184003488,-4.303634896115654,-4.201200643469187,-4.040189974329461,-3.7660508990324497
-4.530036289726216,-4.4091817711485755,-4.346033063835897,-4.295957653662555,-4.193289985197128,-4.032170896144441,-3.758443998769298
-4.522318946921031,-4.401606714049522,-4.338337131679304,-4.288147410476863,-4.185229789615728,-4.02398160199536,-3.750676210923372
-4.5144610471178215,-4.39389753085183,-4.330503230418982,-4.280204096211543,-4.177019175452771,-4.015621814543526,-3.7427439836854233
-4.50646187796225,-4.386053498707011,-4.322530546908806,-4.272127615295131,-4.168655000008239,-4.0070926487298495,-3.7346432080150156
-4.498320727099985,-4.378073894766579,-4.314418267324116,-4.263914188410898,-4.160128993091169,-3.9983952526982103,-3.7263697727251315
-4.4900368607621575,-4.369957996182042,-4.306162811483827,-4.2555525141583335,-4.15143217784691,-3.989530774592491,-3.717919566628751
-4.481600765267649,-4.361701596022774,-4.297751533830626,-4.247030373267497,-4.142555577420817,-3.9805003625565716,-3.709288478538852
-4.472980674276367,-4.353281739730776,-4.289169934724457,-4.238335546468458,-4.133490214958235,-3.9713051647343343,-3.7004723972684173
-4.4641413491138655,-4.344669194481016,-4.280403514525266,-4.229455814491279,-4.124227113604519,-3.961946329269661,-3.6914672116304272
-4.4550475511057055,-4.335834722933162,-4.271437773593001,-4.220378958066022,-4.114757296505019,-3.952423029047569,-3.6822688104378614
-4.4456640415774435,-4.326749087746883,-4.262258212287603,-4.211092757922753,-4.105071786805085,-3.942722444153277,-3.672873082503698
-4.435955581854635,-4.317383051581843,-4.252850330969023,-4.201584994791535,-4.095161607650067,-3.9328272528602377,-3.663275916640922
-4.425886933262841,-4.30770737709771,-4.243199629997206,-4.191843449402431,-4.085017782185317,-3.922720125418139,-3.653473201662509
-4.415422857127616,-4.29769282695415,-4.233291609732097,-4.181855902485508,-4.074631333556185,-3.912383732076668,-3.6434608263814425
-4.404529773169336,-4.287310164301028,-4.223111770533642,-4.171610134770828,-4.063993284908022,-3.9018007430855106,-3.6332346795494495
-4.39320915514399,-4.276540871253713,-4.212645612761785,-4.161093926988456,-4.0530946593861765,-3.890953834826156,-3.6227893105624025
-4.381495896027628,-4.265404797970121,-4.201878636776476,-4.150295059868455,-4.041926480161126,-3.8798274896906237,-3.612114474653659
-4.369426219994189,-4.253930375932522,-4.190796342937657,-4.139201314140887,-4.03048035875431,-3.868410502045675,-3.6011988548031924
-4.357036351217608,-4.242146036623196,-4.179384231605276,-4.127800470535821,-4.018750018132594,-3.856692296154813,-3.590031133990976
-4.344362513871824,-4.230080211524422,-4.167627803139279,-4.116081661609188,-4.006729654739585,-3.8446622962815336,-3.578599995196981
-4.331437386123913,-4.217761317501134,-4.15551655459147,-4.104048957343575,-3.994413465018889,-3.8323099266893363,-3.5668941214011816
-4.318266954147618,-4.205209275923093,-4.143070067465419,-4.091715707964304,-3.9817956454141097,-3.8196246116417187,-3.5549021955835483
-4.304845048319209,-4.192421257635158,-4.13032162402127,-4.079095403099138,-3.968870392368855,-3.80659577540218,-3.5426129007240563
-4.291165437431016,-4.179390665283318,-4.1173045759302,-4.066201532375833,-3.9556319023267306,-3.7932128422342184,-3.5300149198026767
-4.277221890275372,-4.166110901513565,-4.10405227486339,-4.053047447702284,-3.9420743717313425,-3.7794652364013324,-3.5170969357993824
-4.263008175644607,-4.15257536897189,-4.090596385723873,-4.0396271373112524,-3.928191997026296,-3.7653423821670216,-3.503846461218625
-4.248511886754186,-4.138770818176175,-4.076918943659358,-4.025895435054162,-3.9139789746551976,-3.7508332619182156,-3.49023364480884
-4.23367373876189,-4.124649972114728,-4.062945465327994,-4.011802452459046,-3.899428138226522,-3.7359082216194324,-3.476215344982006
-4.2184129420736864,-4.110154702312108,-4.048598395572378,-3.9972983010539394,-3.884496907599608,-3.720512518605625,-3.4617480826557325
-4.202648594613194,-4.095226875614742,-4.033800179235099,-3.9823329328346304,-3.8691048692992913,-3.704589642033665,-3.446788378747625
-4.1862999800274086,-4.0798082745979,-4.0184737671863955,-3.9668489574715036,-3.8531697624354972,-3.6880830810604257,-3.43129275417529
-4.169295689636078,-4.063824398021739,-4.002548064820654,-3.950778728829958,-3.8366093261181566,-3.6709363248427853,-3.415217729856337
-4.151577774805982,-4.0471651609379835,-3.985955853605026,-3.934053838070387,-3.819341299457195,-3.6530928625376187,-3.398519826708372
-4.133089338691266,-4.029715777467816,-3.968629981173154,-3.9166058763531963,-3.801283421562537,-3.634496183301799,-3.381155565649002
-4.1137734844460745,-4.011361461732411,-3.9505032951586747,-3.8983664348387825,-3.782353431544109,-3.615089914178235,-3.363083367994206
-4.093573315224557,-3.9919902347891263,-3.9315086431952353,-3.87926710468755,-3.7624690685118423,-3.594833362353881,-3.3442821994611784
-4.07243193418086,-3.9715643255484174,-3.911578872916471,-3.859239477059896,-3.7415542995578317,-3.573715762553459,-3.3247435804876813
-4.050292444469127,-3.9501259630433845,-3.8906468319560235,-3.83821514311622,-3.719589772207398,-3.5517297157441683,-3.3044592114523055
-4.0271037750736305,-3.92772102284728,-3.868646455140497,-3.816116723587123,-3.6965864013189185,-3.5288678228932127,-3.2834207927336463
-4.002884283591594,-3.904365991288749,-3.8455388563759674,-3.792829765373966,-3.672555386083077,-3.505122684967792,-3.2616200247102927
-3.977697942578696,-3.8800247576261486,-3.821313594049803,-3.768230282099582,-3.647507925690563,-3.4804869213460927,-3.2390486128104943
-3.95160743518913,-3.8546557497960654,-3.795961566986997,-3.7423142695476783,-3.6214552193320637,-3.454961033750129,-3.2156983355839035
-3.924557632137443,-3.8282173957350905,-3.7694736740125436,-3.715459791651346,-3.594411400347724,-3.4285656470123023,-3.191561026648523
-3.8963149465271547,-3.8006681233798094,-3.7418408122717994,-3.688076160545172,-3.566403755488853,-3.401324550950229,-3.1666285209701495
-3.866675742777893,-3.771967339159066,-3.71304562737029,-3.6596296133475916,-3.53746325580335,-3.37326153538153,-3.140892653514589
-3.835712851000321,-3.742111611170004,-3.683059738923892,-3.6292937684297,-3.5076208725193285,-3.3444003901238224,-3.1143463107384655
-3.803647822390937,-3.7111452803902547,-3.652054285709378,-3.5981619132195717,-3.4769076987369094,-3.3147649049947248,-3.086998525341523
-3.7706511969709293,-3.679115830593804,-3.620234781091988,-3.566514752762312,-3.4453694092054707,-3.284378869811854,-3.0588709740143876
-3.736698808121762,-3.6460707455546415,-3.5875268715273627,-3.5339647478082883,-3.4130799040183017,-3.2532660743928337,-3.029985671335034
-3.70181004351285,-3.6120585252901884,-3.553674136595051,-3.500379981246682,-3.3801077667639183,-3.2214503229919544,-3.0003647258471267
-3.6661562668050185,-3.5771405875330085,-3.5188840744626044,-3.4658562254719003,-3.3464960547892972,-3.18896379864779,-2.97004032429291
-3.6298186331619466,-3.5413872400225244,-3.4834464984312303,-3.4304968144535506,-3.3122715883557086,-3.1558611177632705,-2.939063567878674
-3.5922201903354627,-3.5048689657734915,-3.447647993910092,-3.394467544136571,-3.2774212206982356,-3.1222006115879273,-2.9074876417434328
-3.553294100513393,-3.4679251700197824,-3.4113788213262835,-3.358742146166445,-3.2419099845860493,-3.0880406110759964,-2.8753657310262017
-3.514601897343536,-3.431263292967249,-3.3737565063318673,-3.322244866391899,-3.205644998512874,-3.053430240606371,-2.8427510265613436
-3.474284163375423,-3.390742600792765,-3.3350517226342675,-3.283762909796723,-3.1695975571562682,-3.0183852467810626,-2.809696751848804
-3.4341114960726475,-3.352598439822481,-3.297459992229921,-3.246098824419729,-3.133411218219359,-2.9829138145214613,-2.776256142013194
-3.3934156622823464,-3.3130764592884905,-3.258222020572539,-3.2089960459137408,-3.0959845135900395,-2.947024431530449,-2.7424824533976366
-3.3529779461636178,-3.273463411213337,-3.219230929221565,-3.169882335540602,-3.058356780295447,-2.910806119433071,-2.708432993007093
-3.3108180225843293,-3.233645333684319,-3.1808155160825744,-3.1317239461472153,-3.0214276626116803,-2.8745205460563774,-2.6741738962210366
-3.269945980540565,-3.193051513490909,-3.141034609111565,-3.0929121531533754,-2.9837939668856572,-2.8382526334283935,-2.639772461193982
-3.227047520502007,-3.152549013537287,-3.1015846223272936,-3.0540145283129188,-2.9454276633380476,-2.8018201870377015,-2.6052959860804337
-3.1845800552274075,-3.111842057851163,-3.0617749439768973,-3.0147863964066692,-2.907738104446022,-2.765194803761905,-2.5708117690349113
-3.1436636564725955,-3.0714298247955707,-3.022073028071863,-2.975487982300882,-2.8699282372269357,-2.728559906364516,-2.5363871082119207
-3.100252576543485,-3.030743703297195,-2.9815293600385204,-2.9366283054073463,-2.832083601841406,-2.692111217632384,-2.50208929994051
-3.059015191256753,-2.9899897726927582,-2.94300275259758,-2.897835194680767,-2.794390426275457,-2.6560145576769103,-2.4679779656171976
-3.0169804899278563,-2.9500499196039836,-2.9032627808290385,-2.858942600993344,-2.7570022398723535,-2.620139086645666,-2.434087521672994
-2.974526405212875,-2.9104323945090638,-2.864202489680262,-2.820256706691631,-2.7197656037296456,-2.5842439585741657,-2.4004472182085688
-2.934340299685861,-2.870284547814711,-2.8254976991126144,-2.7819496250856792,-2.6824861689480377,-2.548510927576943,-2.3670863053246016
-2.892242553628372,-2.8321859612700675,-2.7864710697467805,-2.744074846950821,-2.6456174751248396,-2.513253033420132,-2.3340340331217635
-2.852655212504273,-2.792693035226949,-2.7484533084907508,-2.7066834007016154,-2.6097963692223436,-2.4785091679633027,-2.3013196517007253
-2.8122586990223692,-2.7551368583102813,-2.711307232685843,-2.669816051660733,-2.574483709458623,-2.444228995675811,-2.2689724111621636
-2.7738784863691426,-2.7180992460769327,-2.6744710157462634,-2.633401265625195,-2.5389415396784787,-2.410362134198159,-2.2370191925454987
-2.7355803894647934,-2.680480582541949,-2.637431629280976,-2.597329971144673,-2.503503791207587,-2.3768675988786616,-2.205462051707784
-2.6974796228477134,-2.643801516604251,-2.6013925975933607,-2.561719640596098,-2.4686851232304505,-2.3437466348906777,-2.1742882298387776
-2.6608626438338887,-2.6080823801216546,-2.566315729452967,-2.5267470931791274,-2.4345106493831556,-2.311012344252732,-2.143484769991716
-2.6248578189165035,-2.573166354476867,-2.531823807976028,-2.4923794051272057,-2.4008916376362173,-2.278677829599238,-2.1130343309759527
-2.5892817515503666,-2.5388816717589826,-2.4977919707632643,-2.4585149124930443,-2.3677393559682116,-2.2467424216287757,-2.0828866772648653
-2.554305333682247,-2.5050560014256056,-2.464095370168472,-2.4250519122148075,-2.3349658388426553,-2.215113761892259,-2.052976635233421
-2.5199131872485876,-2.471517228066367,-2.430617075300368,-2.3918905088319806,-2.3024859875794585,-2.1836620388243584,-2.0232389565180013
-2.4860276857276977,-2.4381589534122075,-2.397369199360001,-2.3589673743690396,-2.2702153736342594,-2.152257329579113,-1.9936091200233979
-2.452538667682133,-2.4050327155209676,-2.364459402672558,-2.326253165504614,-2.2380695684626937,-2.1208099403792793,-1.9640296684303526
-2.419321035626655,-2.372161544764936,-2.331805468736969,-2.293719829083471,-2.2059667423052223,-2.0894273515907598,-1.9344471179229663
-2.3862267502383445,-2.339424183327738,-2.2991582395257693,-2.2613379483411054,-2.1738431975568755,-2.0582370809731945,-1.9048080290131626
-2.35312985484638,-2.3066894517192895,-2.26663523765932,-2.229004833166451,-2.141642961297882,-2.0270487180832197,-1.8750589622128688
-2.319948413669188,-2.273878656891155,-2.2342867624776153,-2.1965088773383905,-2.1093100892113696,-1.995535542350926,-1.8451464780340092
-2.286605170420766,-2.2409245645893696,-2.201281234925381,-2.1636635586869297,-2.076788620834653,-1.9635862145321874,-1.8150171369885086
-2.2530228688151137,-2.207759940559967,-2.167806285155356,-2.13050212223191,-2.044018305347251,-1.9312552626614563,-1.7846174995882917
-2.2191229839050153,-2.17431805351273,-2.1343098987079907,-2.0971213801790722,-2.0109288537945953,-1.8986014449896584,-1.7538941281376357
-2.184817310753812,-2.1405431387328573,-2.10073709919045,-2.0634353144570796,-1.9774485437474418,-1.865682527037584,-1.7227978476875083
-2.1500148890546584,-2.106390073923652,-2.0668576599793638,-2.0292886835256776,-1.9435056789944034,-1.8325103726217908,-1.6912928790420596
-2.114687507251953,-2.071814174902409,-2.032394716053854,-1.9946515143953312,-1.9090928162835712,-1.7990326065576903,-1.6593460675887135
-2.0789013765084237,-2.0367707570103546,-1.997056846280015,-1.959550426470062,-1.8744047734351348,-1.7651920631000768,-1.6269242847620453
-2.0430735249179053,-2.0012148238873495,-1.961442287001435,-1.923968696660305,-1.8394731604062065,-1.7309315622548958,-1.5940015836652786
-2.006777799043023,-1.9651005300243778,-1.925718581146724,-1.8878693265264845,-1.8037358573299613,-1.6961929764445312,-1.5605689444699111
-1.9689742413403992,-1.9283818866616622,-1.8888103597626822,-1.8512152072297243,-1.7669282064732674,-1.6609166534290265,-1.5266197846494225
-1.9311027854262544,-1.8910129058962166,-1.8512314166102184,-1.813965926991898,-1.7297347126991671,-1.6250428030554227,-1.492146277819264
-1.8929272635462837,-1.8529957525682257,-1.813476401764658,-1.7760378501320049,-1.692360497163754,-1.5885150774499013,-1.457116016732159
-1.8534423502640296,-1.8143590097762958,-1.775231480447068,-1.7373169769141887,-1.6540726212355203,-1.551368860324926,-1.4214740623452649
-1.8135401046687707,-1.7748280282263926,-1.7347476406615931,-1.6976887338791522,-1.6146402931902237,-1.5137267355168387,-1.3851646425446886
-1.772716767839458,-1.7346612384346112,-1.6948888690483992,-1.6571419939604226,-1.5743999393555457,-1.4755644512597323,-1.3481495171713884
-1.731057320070956,-1.6939009889205372,-1.6531207400242525,-1.6159830311421894,-1.5334881106921183,-1.4367861936362065,-1.3105513364815455
-1.6892088945022303,-1.6523366036902452,-1.6119793505827809,-1.5741637921482454,-1.4918403964810356,-1.3974968646944923,-1.272579246020136
-1.647005834811823,-1.6102753044359799,-1.5695325475387383,-1.5315972468428205,-1.449771918765636,-1.357858618510683,-1.2344405498155229
-1.6040576793196346,-1.5676821677686497,-1.5264879945367176,-1.489226837638527,-1.407498102082462,-1.3179696787401902,-1.19627038662845
-1.5613641921515569,-1.5251354038505693,-1.4841608458176987,-1.445999013146762,-1.3645824987564994,-1.277974968301712,-1.1581252394167456
-1.5186625720455114,-1.4822530134254426,-1.4405165388492585,-1.4022405938328961,-1.321351039358674,-1.2380951850408017,-1.12005832317206
-1.4757071788220457,-1.4394434642051372,-1.3972656128171865,-1.3591233955773663,-1.2786327225691696,-1.198556026172566,-1.0822079390431418
-1.4342569763146698,-1.3979494521384126,-1.3556515710028063,-1.3167171573002585,-1.2363070378899241,-1.159556521996799,-1.044877451843456
-1.3938755969679524,-1.356945930485519,-1.3135141852928816,-1.2748954160720953,-1.194506330384556,-1.1211844343702864,-1.0083891651719454
-1.3546465832128187,-1.3164839331926488,-1.2726750877380637,-1.2336217156230633,-1.1539889855669634,-1.083614979350363,-0.9730097470543975
-1.3164500770105603,-1.2777179352820554,-1.2339209996172642,-1.1940719396137005,-1.1147633056485018,-1.0472307297920738,-0.9387532875519612
-1.2812157291404294,-1.240556955453472,-1.1961726864912272,-1.1563023075881222,-1.0765180493645174,-1.0121048389740048,-0.9055622367459433
-1.245652054108582,-1.2043706060428998,-1.1587495051571357,-1.1179615744909768,-1.039257530486492,-0.9781538635969163,-0.8733790399741768
-1.2122061279939162,-1.1692485174760967,-1.123005476389958,-1.0818974053707822,-1.0030582443074063,-0.9452935520200998,-0.8421357551580566
-1.1800382744851456,-1.1353776616629965,-1.0888924634732937,-1.047417206458583,-0.9679966861202487,-0.91342850371731,-0.8117132714371678
-1.148484622210923,-1.102533842739423,-1.05554993497478,-1.0135279649668607,-0.934051612880335,-0.8823851180575085,-0.7819767489580531
-1.1176044082068384,-1.0704028763331204,-1.022640756093328,-0.9801834660731018,-0.9007545696049841,-0.8519563224176429,-0.7527913435945943
-1.087398756538031,-1.038670578071828,-0.9902242059050301,-0.9474793614882,-0.8676221453419096,-0.8219349172932652,-0.724016265181962
-1.0574782614750413,-1.0070275068851504,-0.9582491146668359,-0.9151539857008523,-0.8347298921125156,-0.792114234624938,-0.6954735598654093
-1.0273510383876268,-0.9753157584173371,-0.9265394909487231,-0.8828576800802725,-0.8021920936378331,-0.7623143560747553,-0.6669709438103711
-0.9966317466439766,-0.9435571354374195,-0.8944650770136843,-0.8502407859956729,-0.7693467374379626,-0.7323941139418756,-0.6383161027929889
-0.9650022930234077,-0.9116033046002275,-0.8615243451917796,-0.8169572844691311,-0.7353777298507442,-0.7022153759862136,-0.609315906238436
-0.9321456397329407,-0.8782986387170605,-0.8282163796443943,-0.7826879982874756,-0.7003895791862692,-0.6716400099676771,-0.5797649135871762
-0.8977447481222878,-0.8437924010018141,-0.793521912441322,-0.7471257583153824,-0.6647349359690679,-0.640487171699563,-0.549448159228344
-0.8611976303694799,-0.8077843470286161,-0.7564467167212587,-0.7099634515792956,-0.6276504407096498,-0.6083068856134723,-0.5181504296982121
-0.8203539350815668,-0.769111585499965,-0.7171953888060442,-0.6707979155020491,-0.5881274524204521,-0.5745809468225925,-0.48566233937717534
-0.7743893133780376,-0.7270277133236429,-0.6751149408070786,-0.6287883874843393,-0.5461817094730101,-0.5391373524091956,-0.45188365288250915
-0.7237477578764487,-0.6811853960929893,-0.6303119892783956,-0.5833222038494049,-0.5020336141053376,-0.502016670606651,-0.4168110224377056
-0.666570566438864,-0.630986026803643,-0.5813097851315967,-0.5348716359663958,-0.4557373853231895,-0.4633139081175039,-0.3804444660056872
-0.6049250710227938,-0.5757195087633186,-0.5275210970142001,-0.4835138797590828,-0.40737512398329234,-0.4231323067504389,-0.3428752287378908
-0.5409565758834088,-0.5180747420186566,-0.47285100085532644,-0.43043721624480014,-0.35885333847053824,-0.3815919667351402,-0.30453297352094244
-0.47580806424490535,-0.45898557246613464,-0.4161200961790569,-0.37632093954953294,-0.30963091108582386,-0.33905039503947065,-0.2659258192306933
-0.41118360536710713,-0.3999801866267584,-0.3595050444505093,-0.3229055589191837,-0.26196765546250844,-0.29622237751388103,-0.22763627610349715
-0.3501979022000218,-0.34206201700148137,-0.3060571805557495,-0.2715714514633646,-0.21756622217606794,-0.25404811146201367,-0.19078179897276973
-0.29129432322416576,-0.28716446916753463,-0.25474037747857015,-0.2238040788063339,-0.17726023739378002,-0.2135722901905885,-0.1567139148761703
-0.23741643109303184,-0.23632756867655083,-0.20811754475947217,-0.1815568834906109,-0.14247907076838418,-0.1759443581577208,-0.12677297898405626
-0.19245004142228472,-0.19204529745009435,-0.1685922092945568,-0.1460421586631204,-0.11465416280471764,-0.14237159366191984,-0.10159717046982956
-0.15704340654066554,-0.1555046524138683,-0.13574492009457842,-0.11759750240026345,-0.09260118861432692,-0.11392675678648907,-0.08075175678398216
-0.12903661629150012,-0.12637188850678355,-0.10996001009442484,-0.09540007231396727,-0.07483554507673155,-0.09050842545997652,-0.06371149558289337
-0.10673118937702505,-0.10347626131667101,-0.08975823160712637,-0.07789696854861397,-0.060311700018856274,-0.0714795072346108,-0.049951144522942546
-0.08872530467044841,-0.08514960643005334,-0.07332003182490616,-0.06353303339584862,-0.04851679635445679,-0.05620017627092825,-0.03894546126050843
-0.07365387234573353,-0.06983664681666116,-0.05958772665124696,-0.051283136214196036,-0.03897002323884618,-0.044030606729467,-0.030169203451971185
-0.06074777794661937,-0.05684982092555462,-0.048169121569025405,-0.04090969852037542,-0.031190569827337,-0.03433097277076454,-0.023097128753710443
-0.04974209642386164,-0.04589930417990859,-0.03869440264093739,-0.03223906567639758,-0.024697625275240796,-0.026461448555357134,-0.017203994822104968
