Q_dch_interp_01,Q_dch_interp_03,Q_dch_interp_05,Q_dch_interp_07,Q_dch_interp_09,Q_dch_interp_11,Q_dch_interp_13,Q_dch_interp_15
-4.591450291429298,-4.499918202120279,-4.464205573863015,-4.442545724634205,-4.406078302386056,-4.359564389503879,-4.331381164284665,-4.21753649433405
-4.585169944648137,-4.49378105579979,-4.4580913780642515,-4.43637041991614,-4.399936518332683,-4.353461989092513,-4.32526938852142,-4.211355060841671
-4.578760288340202,-4.487516633037847,-4.451843251140138,-4.430063327859277,-4.393662028083147,-4.347217192528439,-4.319012363127901,-4.205022421183822
-4.572223198777895,-4.481126013541853,-4.4454599415474,-4.423625704791754,-4.3872550963011685,-4.340827769610793,-4.312607715830353,-4.198535943767318
-4.565560552233623,-4.474610277019203,-4.438940197742757,-4.4170588070417125,-4.380715987650467,-4.334291490138713,-4.306053074355015,-4.191892996998983
-4.558774224979796,-4.467970503177302,-4.432282768182932,-4.410363890937293,-4.374044966794761,-4.3276061239113375,-4.299346066428128,-4.185090949285638
-4.551866093288819,-4.461207771723546,-4.42548640132465,-4.403542212806635,-4.367242280066328,-4.3207694407278066,-4.29248431977593,-4.178127169034102
-4.544838033433098,-4.4543231623653385,-4.418549845624632,-4.396595028977879,-4.3603065340577105,-4.313779210387255,-4.285465462124664,-4.170999024651198
-4.53769192168504,-4.447317754810076,-4.411471849539603,-4.389523595779168,-4.353233422298181,-4.306633202688825,-4.278287121200572,-4.163703884543743
-4.530429567911717,-4.4401926287651605,-4.4042511615262825,-4.3823291693863,-4.346018338647489,-4.299329187431652,-4.270946924729891,-4.156239117118562
-4.523046860457524,-4.432948232127837,-4.396886530041395,-4.375010827552638,-4.338656676965378,-4.291864934414875,-4.263442500438865,-4.1486020907824726
-4.515529178094622,-4.425575070077143,-4.389376703541663,-4.367559986151455,-4.331143831111602,-4.2842382134376304,-4.255771476053731,-4.140790173942295
-4.507860819800105,-4.418055735815627,-4.381720430483809,-4.359966377465582,-4.323475194945904,-4.2764467942990585,-4.247931479300732,-4.132800735004852
-4.500026084551059,-4.4103726035410045,-4.373916459324556,-4.352219733777845,-4.315646162328035,-4.268488446798297,-4.2399201379061076,-4.124631142376962
-4.492009271324574,-4.402508047451,-4.365963538520628,-4.344309787371074,-4.307652127117741,-4.260360940734484,-4.231735079596097,-4.116278764465447
-4.483794679097738,-4.394444441743329,-4.357860416528745,-4.336226270528095,-4.2994884681416865,-4.252062045906756,-4.223373932096946,-4.107740886683187
-4.475366606847638,-4.3861641606157145,-4.349604133140387,-4.32795891553174,-4.291147223841343,-4.243589403642127,-4.214834034550082,-4.099010309135987
-4.466709353551366,-4.377649578265873,-4.341173466719191,-4.319497454664831,-4.282612903052412,-4.234934289705699,-4.206106476241444,-4.09007314995962
-4.457805572977587,-4.368883068879756,-4.332536132596669,-4.310831392110745,-4.273868983801215,-4.226078816431771,-4.197176304636822,-4.080914982962829
-4.44862367364619,-4.359846632352845,-4.323659691471525,-4.301943943714802,-4.264898944114072,-4.2170043847217915,-4.188028320239222,-4.0715213819543505
-4.439124760605246,-4.350520910721472,-4.314511704042455,-4.2928113970307,-4.255686262017306,-4.207692395477204,-4.178647323551644,-4.061877920742929
-4.429269879471876,-4.3408862381969895,-4.305059731008165,-4.283409683144997,-4.246214415537237,-4.198124249599458,-4.169018115077092,-4.051970173137304
-4.4190210712643205,-4.330922948990759,-4.295271333067353,-4.273714733144247,-4.236466882700189,-4.188281347990001,-4.1591254953185715,-4.0417837129462155
-4.408370027636651,-4.320611377314135,-4.285114070918724,-4.263702478115004,-4.226427141532478,-4.178145091550277,-4.148954264779079,-4.031304113978406
-4.397342414869265,-4.3099318573784755,-4.274555505260976,-4.2533488491438245,-4.21607867006043,-4.167696881181735,-4.138489223961622,-4.020516950042612
-4.385965764468685,-4.298864723395137,-4.263571363659373,-4.242629777317261,-4.205404946310362,-4.156918694060266,-4.127715173369204,-4.009407794947579
-4.374265996270237,-4.28739030958137,-4.252174412020069,-4.2315212107648,-4.1943894483086,-4.1457978651564655,-4.1166169135048225,-3.9979622225020455
-4.362253842176511,-4.275496456124167,-4.240387910912466,-4.220008988739848,-4.183015654081462,-4.134324640174602,-4.105179244871485,-3.9861658065147525
-4.349931693180577,-4.263200200068416,-4.228235121584744,-4.208105432888922,-4.17126704165527,-4.12248929380214,-4.093386967972193,-3.9740041207944388
-4.337301854186876,-4.250525676582524,-4.215739305285078,-4.195827250183204,-4.159127089056346,-4.110282100726538,-4.08122488330995,-3.9614627391498494
-4.324366630099846,-4.237497020834899,-4.2029236264540835,-4.1831911475938774,-4.146579512896062,-4.097693335635259,-4.068677790871994,-3.9485272353897205
-4.311128208273772,-4.224138367993946,-4.189793717085193,-4.170213832092124,-4.133617878590153,-4.08471441878857,-4.055729982604455,-3.935183183322795
-4.2975756433342,-4.210471027363517,-4.176317467657322,-4.1569107048477685,-4.120248887724696,-4.071342352187193,-4.042364291006084,-3.9214161567578136
-4.2836730508165015,-4.196483721708721,-4.1624578685973015,-4.14327707336751,-4.1064801550888665,-4.057575835340523,-4.028563288123322,-3.907211729503516
-4.2693817584406695,-4.182144274967792,-4.148177910331972,-4.129292488153006,-4.0923192954718415,-4.043413568154436,-4.0143095460026075,-3.8925554753686438
-4.254663093926688,-4.167420168327084,-4.133440802615681,-4.11493607733843,-4.077776525736818,-4.0288542503857805,-3.999585636690383,-3.877432968161937
-4.239478384994543,-4.152278882972954,-4.1182263652119255,-4.100186969057952,-4.0629772918167,-4.013885351713947,-3.984374132233086,-3.8618297816921365
-4.2240723792594865,-4.136687900091759,-4.1025423718028975,-4.0850207532575125,-4.048015748281438,-3.998452571233733,-3.9686576046771584,-3.845731489767982
-4.211665184479205,-4.120614700869861,-4.086399278729616,-4.0693854891582255,-4.030581554239996,-3.982491898332697,-3.9524186260690444,-3.829126446848947
-4.191597462892215,-4.104026766493613,-4.0698075423330975,-4.0532163346034,-4.014613258222538,-3.9659393223983948,-3.9356397684551796,-3.812061716507996
-4.175117410226928,-4.086891578149373,-4.05275424145643,-4.0364483735178185,-3.998445143462499,-3.948734890723899,-3.9183035276701594,-3.794640018406169
-4.157365826469908,-4.069167360390352,-4.035132931868248,-4.0190178365863805,-3.9810402295947154,-3.9308610996020925,-3.9003919523023196,-3.776868926282491
-4.138767615662542,-4.050746160753562,-4.016813785297421,-4.000883755423854,-3.962624946974741,-3.9123257436130547,-3.8818869283058386,-3.7585226561881826
-4.119393351969289,-4.0314912186822776,-3.997666973472816,-3.9820261375266996,-3.943425725958128,-3.8931369543604224,-3.8627703414028147,-3.7394225368395198
-4.099118294523697,-4.011265655036095,-3.977567197484912,-3.962425771345265,-3.9236553212248606,-3.873302693739956,-3.8430230744224247,-3.719446755538685
-4.077818733221011,-3.9899440555576127,-3.9564841326645515,-3.9420634453299,-3.9032040810353728,-3.8528169351427395,-3.8225955464200974,-3.698475228442578
-4.055485765609485,-3.9676044487937117,-3.93447758177723,-3.920919947930951,-3.881674089217175,-3.8316494412367033,-3.8014029297124354,-3.676567807071606
-4.0323283197140025,-3.944499578955476,-3.911612397978016,-3.898976067598765,-3.859454431749333,-3.8097675632131227,-3.779358472561852,-3.654204263551162
-4.008574096311418,-3.920840684092855,-3.8880297129865644,-3.8762124520667753,-3.837075639656115,-3.7871192491987022,-3.7563871783361913,-3.631451234380675
-3.983901471569685,-3.896001383627827,-3.8639567009809372,-3.8524853872361944,-3.8139045197214267,-3.7635861347812734,-3.7324418633602514,-3.607517178735816
-3.957390368871291,-3.8705934505206114,-3.8393006722769756,-3.8277974520454627,-3.789188572259407,-3.7390357856068412,-3.7074797318194688,-3.5820979328239977
-3.929997935271446,-3.840916196857011,-3.8099010143772873,-3.79747677018036,-3.763211290349373,-3.7133794026834277,-3.681482366825098,-3.5515031182589425
-3.9026109837289216,-3.817189134600921,-3.785703893130946,-3.777061909816091,-3.736817982913773,-3.6866429864949533,-3.654470604116354,-3.5295707098490294
-3.8724145126054323,-3.78827733242082,-3.7575661942406957,-3.748019692390229,-3.708207414705205,-3.6588569998479654,-3.626467654171778,-3.5008131593248564
-3.8416507657316,-3.7586563034029634,-3.728018283854024,-3.7193042121752375,-3.679107952433225,-3.629828385858089,-3.597486891905604,-3.472933292575481
-3.809905818885514,-3.7271275212886774,-3.6973770176276703,-3.6892889074590203,-3.649260620329654,-3.599646320297994,-3.5675368033986348,-3.443645986358146
-3.7773826288759773,-3.6953088562623666,-3.665726525253488,-3.658214579552802,-3.6183936384120354,-3.5689217239514557,-3.5366258392808696,-3.4131468505009086
-3.743560078970402,-3.6624644510636837,-3.6331509364233283,-3.626265321527016,-3.586343967790019,-3.5371883411553595,-3.504762727808507,-3.3816529228474175
-3.7087072189508183,-3.6283480604546283,-3.59972226317349,-3.593423923068234,-3.5530954506739514,-3.5041652348113996,-3.4720101268772714,-3.3493971662265523
-3.673436699091354,-3.5935022457813783,-3.565347924914329,-3.5597053667236027,-3.5194310005861906,-3.470716419385111,-3.438548684429106,-3.3166130885562315
-3.6371755108661423,-3.558553393019809,-3.5298781979476077,-3.5254122817026436,-3.4855872488156177,-3.437120211886224,-3.404574657642959,-3.2835308903672535
-3.600270524733606,-3.521246148915336,-3.493955229767458,-3.490370909449574,-3.450609602128142,-3.401472644235743,-3.3702834384864993,-3.250164561062837
-3.563020015369586,-3.4848276428923146,-3.457888743486281,-3.4533178176767407,-3.4138300149888425,-3.366416004010346,-3.3355298385203285,-3.2161855192619733
-3.5237433199476342,-3.448089613594855,-3.4206276502711654,-3.4168259424376233,-3.3778081107611073,-3.3304114195465115,-3.299672293909901,-3.1815492515531445
-3.4852878085236365,-3.409629250667468,-3.382719153447647,-3.379362496176256,-3.3411762807890604,-3.2943249785200446,-3.2633786406152496,-3.1467784895232307
-3.44630083941111,-3.370635187394198,-3.344724675134147,-3.3425080523491055,-3.3040739401028048,-3.257221489642779,-3.2267587859347557,-3.111829630986131
-3.406919978393007,-3.3316289879647814,-3.3059376798219873,-3.3037711308796998,-3.266714446193401,-3.2196536422474806,-3.189860079755785,-3.0760975438064366
-3.3663298740146033,-3.292178743527112,-3.2667976443802624,-3.2645238420827156,-3.2281829774229416,-3.182194275097495,-3.1534004587629085,-3.0399690452632018
-3.3264535990213036,-3.2529051083848457,-3.228182500926065,-3.227037281677047,-3.190079546447694,-3.1444822072853262,-3.1154563094667806,-3.00383855049432
-3.2845972756744324,-3.212395439888364,-3.1886237587611546,-3.1870709061389557,-3.1507887127596517,-3.106182382330094,-3.077479788318514,-2.967378013304478
-3.2438075229168875,-3.1725948722889887,-3.1498668410934103,-3.148714903525163,-3.1123702776909563,-3.06900354925653,-3.0407237678284904,-2.9319299365344715
-3.2016228023704514,-3.1312332382259824,-3.109253153718412,-3.108553545958298,-3.0734688065772646,-3.029951698445782,-3.002191209766489,-2.8952410740725187
-3.159794488278711,-3.091273004058424,-3.0696902340160803,-3.0691669642983306,-3.033993533997912,-2.991618943231182,-2.9645770691524516,-2.857754258035247
-3.1187751655946703,-3.051863095380595,-3.030606771807404,-3.0298576795108643,-2.995450689129639,-2.953525712941556,-2.9262759693154883,-2.821417729761681
-3.0771718026829724,-3.0119488097550167,-2.990033817904642,-2.990268958358451,-2.9571725598589933,-2.9152346173740327,-2.888878294122404,-2.785113482843288
-3.0362734796222073,-2.972219019498129,-2.9518246309672516,-2.950587008536671,-2.918079868824221,-2.877019526467336,-2.8513849038773635,-2.749481608091802
-2.9936787002421057,-2.9330085574402096,-2.912817988289254,-2.9129289855895126,-2.8800647963147505,-2.8395330857727115,-2.8137804265061277,-2.714499601742181
-2.953941068672779,-2.8940108724315934,-2.8669165717807745,-2.865971414762368,-2.8397465656767866,-2.798833430382682,-2.771153396145487,-2.6770282669597902
-2.9144141803344485,-2.8555067177449542,-2.835331663556462,-2.834961006058657,-2.804133503968954,-2.7643964430187813,-2.7401778452695673,-2.6428049533270066
-2.8741261232841016,-2.818377971931794,-2.798191486081381,-2.7971797425355223,-2.76698388428395,-2.72821058099707,-2.7040519016570053,-2.6084809750518385
-2.833799533040015,-2.7802274783398593,-2.761127042365368,-2.759725744311865,-2.7299647651363634,-2.692334922387902,-2.6693340813465127,-2.5734020191464744
-2.795555431891286,-2.7443232222997143,-2.7247044530013413,-2.723577634172834,-2.694853452485682,-2.6568112639689923,-2.633958909826319,-2.539598681999929
-2.7579530522032414,-2.707324713843549,-2.688860816507858,-2.686387860406236,-2.6585021256710784,-2.6215938045455323,-2.599308564172273,-2.5060090566701185
-2.720456312856724,-2.6720919803261283,-2.6530013228118823,-2.651104567914506,-2.6232610674662853,-2.586511523554339,-2.565334966372345,-2.4731728344579262
-2.6832586521511708,-2.6370325133912194,-2.6183772715002944,-2.6167305659153,-2.588802663288959,-2.5528238293242222,-2.531560633171422,-2.4405780945270057
-2.6476791113281783,-2.6013570086266604,-2.5838247736372177,-2.582164590476555,-2.555085615270535,-2.517738148245487,-2.497868023966657,-2.407548194956189
-2.612025565707917,-2.5687140788269436,-2.5501859678716396,-2.5479395039930806,-2.5214510973060356,-2.4867102326904185,-2.465524591950298,-2.3761948869162617
-2.577269506227744,-2.5347794349114716,-2.5166973459112736,-2.5141670940913166,-2.488100989346062,-2.45336391600447,-2.4332633800022974,-2.3447255383274928
-2.543520902559547,-2.5018419500232016,-2.484324743325829,-2.480839921219424,-2.455237491399788,-2.4205609119450884,-2.4009302751428434,-2.3123658399782796
-2.510125027036505,-2.469159451699363,-2.4518618090066546,-2.4479521411209237,-2.4230481481877653,-2.3882776813691895,-2.3690673355822125,-2.2805313219155563
-2.4766460336108524,-2.436478544029723,-2.419442942121761,-2.417161090418517,-2.3912063727311788,-2.3563877698676325,-2.3375115576147585,-2.251043286721691
-2.443120943495979,-2.404075939126555,-2.3870876582777654,-2.3835977516058224,-2.3591315222129183,-2.3247178799425425,-2.3057994192045315,-2.2180583544742905
-2.410401920984921,-2.372076256765716,-2.354806748489415,-2.3510363895395945,-2.3270288738525817,-2.2928707952450953,-2.2738226263569983,-2.187353292007624
-2.377442552214311,-2.3400744821538373,-2.3226108919220705,-2.319279004620153,-2.294871196560933,-2.2603175633063852,-2.2417248944872443,-2.1556765588270936
-2.344698122621091,-2.3076944415663223,-2.290472155916967,-2.286877472341013,-2.2625937437509758,-2.2288404304781873,-2.209523936029079,-2.1237059258697735
-2.312102767774019,-2.2749476911410964,-2.2582676450253585,-2.2544898251229113,-2.2301410195406106,-2.1954658257718136,-2.177121734256525,-2.0920623483746676
-2.2791454717390063,-2.24193188922877,-2.2258169516122375,-2.22169782916141,-2.197458924628898,-2.163063110526917,-2.144416243439222,-2.058979634639513
-2.2457332832121524,-2.2087462517006995,-2.1923703044546596,-2.188373049154036,-2.1644933597148985,-2.130816964256151,-2.11130541784681,-2.0255334625821666
-2.2120529944817005,-2.175770308829961,-2.1586892413932057,-2.1548424881282937,-2.1311627108999196,-2.0966001034602444,-2.0776849311278265,-1.992228836609616
-2.1779980674095354,-2.142430705763653,-2.125492179968395,-2.121271115065983,-2.09698076898276,-2.062837262976054,-2.0435133963939967,-1.9586184299754434
-2.1432351427380665,-2.107826644466316,-2.0913834149445254,-2.0874635196651714,-2.062527327690773,-2.0283075436832356,-2.00919369925275,-1.9246509793214828
-2.1079356965281235,-2.0730713014048083,-2.055792779106439,-2.0531067246992496,-2.028018930111145,-1.9934699864671743,-1.9742926109322856,-1.8902532044626792
-2.0733080269564788,-2.0377430076043668,-2.020650305213099,-2.0181717442851608,-1.992844793089218,-1.9580863732814764,-1.9391805932797581,-1.855126707284115
-2.034927510033689,-1.9915939375469014,-1.9795796536062145,-1.9799773865046253,-1.9525891720855646,-1.9221389683550933,-1.89830099373732,-1.8169725740792024
-2.0005196346843706,-1.9652906843038376,-1.947916177289633,-1.945269470452535,-1.9198669237419248,-1.8857230201241113,-1.8662150231696675,-1.7825487521063776
-1.9633109430470976,-1.9287769777662807,-1.9125939791350886,-1.9095756883339488,-1.8846222877042844,-1.8492334696787194,-1.8309427632697204,-1.7459507055072776
-1.9255558422171637,-1.8907888277553657,-1.8740687820789588,-1.8727686201393103,-1.846451988797302,-1.8106875136675498,-1.7926957137987867,-1.7090388282567786
-1.8869186312539472,-1.8537105242387388,-1.837043532562691,-1.834717734605752,-1.808692053794044,-1.7738695756690845,-1.754275678565552,-1.671498775990809
-1.8481427242108777,-1.8134845213917514,-1.7975455237848703,-1.79629359270439,-1.7696997875210498,-1.735740399761999,-1.7158760747320363,-1.632844851228468
-1.8090861584086613,-1.77559696993618,-1.7593962536990817,-1.7571195380970515,-1.7309637804322955,-1.6958353507408728,-1.677224374246721,-1.594753250198301
-1.767518061548623,-1.7362965253391434,-1.7191938231350736,-1.7174733061849634,-1.6918509662647534,-1.656023121762006,-1.6371174158933672,-1.5554480514181797
-1.727048239000966,-1.6949997589313868,-1.6789194957415183,-1.67741334142748,-1.6507982676630604,-1.6150912887764566,-1.5972172255179822,-1.5160836231172303
-1.6858528527396472,-1.6548748706442964,-1.6390919544582432,-1.6373985068898294,-1.611102625432425,-1.5744920347740143,-1.5559161460314348,-1.4761659319797067
-1.643847825362188,-1.6137486915159975,-1.5983199914967945,-1.5969059354697461,-1.5701810036241086,-1.5343176782412866,-1.5163148467946217,-1.436919773903662
-1.6011894404052556,-1.572712681764422,-1.5573612801001393,-1.5551694279441466,-1.5289353459576183,-1.494698864859211,-1.4750940847148641,-1.396603942431028
-1.5591446180453739,-1.532730064349748,-1.5169446635527841,-1.5147525390754109,-1.4883281263983712,-1.4555692807453535,-1.4348957783905174,-1.3571003348371284
-1.5175903470095575,-1.4919746045753486,-1.4759918293021148,-1.4742432217331625,-1.4474425390937984,-1.4142322202683502,-1.3943782779608884,-1.3188996187449071
-1.4758049562520534,-1.4524113349512404,-1.4366508636772688,-1.4341228365672005,-1.4079882956095415,-1.3743727972909032,-1.3551958628887424,-1.2804203369904874
-1.4353660081988322,-1.4130960571725324,-1.3985952265293249,-1.3945020035675162,-1.3698791839159294,-1.3357265315394613,-1.3157704369388759,-1.242126995536429
-1.3959533116441387,-1.3743146667211001,-1.3595065822688175,-1.355736023750724,-1.330071406832301,-1.296874561522849,-1.2775914555734202,-1.2054045740006358
-1.3570503455896057,-1.3375329920033527,-1.3218762647374265,-1.318106708422025,-1.2927257746604959,-1.2597243378003151,-1.2403435487610968,-1.16933266691208
-1.3192704448648127,-1.3010384474697794,-1.2862633614851837,-1.281620314208828,-1.2561501896758638,-1.2229789889590779,-1.2043603927804847,-1.1339352257632807
-1.28379006361387,-1.266214000932592,-1.2505190547360034,-1.2458577858514759,-1.2202715323822635,-1.1884984640439902,-1.168340211263345,-1.0993054497530892
-1.2493097569285005,-1.2327354638011556,-1.2174831414115035,-1.212081319796369,-1.1863039187602535,-1.1538669861673099,-1.1352857087144064,-1.067085493544322
-1.2158588300447484,-1.200082441324921,-1.1841688896649583,-1.1783112426219826,-1.1529472221665287,-1.1205798550642563,-1.1019341913649425,-1.0349549250742816
-1.1844134794379089,-1.1685349378844034,-1.15294071292595,-1.1472638000982018,-1.1212808607547482,-1.088756748217015,-1.069918117947052,-1.003388324310911
-1.1532488500922495,-1.1380438387501126,-1.1220992847846545,-1.1160391545163664,-1.0894721110914316,-1.0576417162962617,-1.0382645898739618,-0.9724294258992203
-1.122556086866204,-1.1073900287020482,-1.091459812868476,-1.084871082648104,-1.0585864654599453,-1.0267441777753274,-1.0073585387603432,-0.9419450978538751
-1.09223772713849,-1.0783378684987834,-1.0628290641449056,-1.054605080863602,-1.027957115202116,-0.9963161947817265,-0.9772049028341965,-0.9125567488243889
-1.0626242059976811,-1.0461361973741017,-1.0258660805579107,-1.024638377123974,-0.997720760821181,-0.9635752674001976,-0.9446518365428234,-0.8780781158936377
-1.0328505849867124,-1.0178426000687442,-1.0013151558358524,-0.9944341842357537,-0.9674645251197,-0.9351742586213492,-0.9155047357691884,-0.8513749290487925
-1.0028668273979198,-0.9888443083177528,-0.9716243773927374,-0.9642322645322148,-0.9369207285062742,-0.9042398016732844,-0.8852136756204096,-0.8211101345927044
-0.972018390666804,-0.9581924352503257,-0.9407822308577531,-0.9334885260250465,-0.9058930154201587,-0.8740473003417362,-0.853676223022683,-0.7889172669654886
-0.9397278281771899,-0.9265988856891304,-0.9094713937829001,-0.9017183197492006,-0.8741850303006015,-0.8418054994080024,-0.821567301675813,-0.7578924350655857
-0.9060895911552662,-0.8942507620189407,-0.8769153711050934,-0.8687073941266,-0.8414849072656,-0.8087247113475494,-0.7886490355263441,-0.7242556042993377
-0.8710597402050155,-0.8590140840674167,-0.8421486180175144,-0.8343141491234272,-0.8068507259532978,-0.7741885927232789,-0.7528349806187982,-0.6887986358857574
-0.8317402042393957,-0.8218353675106267,-0.8047083376730481,-0.7979925765992566,-0.7695734723918028,-0.7374796995868587,-0.7161219822297473,-0.6531837049519248
-0.7881758592925012,-0.7809544383353555,-0.7642819127649209,-0.7574589806992607,-0.7276173423575334,-0.6978842361725296,-0.6776669219068472,-0.6127867346419135
