Q_dch_interp_01,Q_dch_interp_03,Q_dch_interp_05,Q_dch_interp_07,Q_dch_interp_09,Q_dch_interp_11,Q_dch_interp_13,Q_dch_interp_15,Q_dch_interp_17,Q_dch_interp_19,Q_dch_interp_21,Q_dch_interp_23,Q_dch_interp_25
-4.744297989055648,-4.746603245055585,-4.756274999659811,-4.757500972661318,-4.753988814991681,-4.756972017242442,-4.751923593705036,-4.740043758245711,-4.735712643860738,-4.72732890448264,-4.723850947717058,-4.715394660406955,-4.666573183944523
-4.742396534022018,-4.744672696789437,-4.754287715181402,-4.7555214107214745,-4.75195075460443,-4.755015313035176,-4.749926718276492,-4.7379867202507135,-4.733650078290218,-4.725312375153771,-4.721816772841361,-4.713357462555127,-4.664556694063155
-4.74045004574346,-4.742691732366574,-4.752253006265337,-4.753494541042356,-4.749869472748343,-4.753001581627049,-4.747876618010358,-4.735885054079368,-4.731542064399848,-4.7232435848766565,-4.719729642990018,-4.71126923164631,-4.662493791114182
-4.738456082222052,-4.740658133913981,-4.750168487176263,-4.751417963084139,-4.747742357011607,-4.750928866911771,-4.745771349163845,-4.733736177000419,-4.729386131053893,-4.721120372043517,-4.717587626161848,-4.709127750236496,-4.660382492413454
-4.736412201459874,-4.73856968355864,-4.748031772178821,-4.749289276307,-4.74556679498241,-4.7487952127830475,-4.743608967994153,-4.731537506282614,-4.7271798071166184,-4.718940575046572,-4.715388790355672,-4.706930800881677,-4.658220815276818
-4.734315961459011,-4.736424163427535,-4.745840475537654,-4.7471060801711165,-4.7433401742489405,-4.74659866313459,-4.741387530758493,-4.729286459194698,-4.724920621452283,-4.716702032278042,-4.713131203570308,-4.704676166137854,-4.656006777020121
-4.7321649202215355,-4.734219355647652,-4.743592211517406,-4.744865974136665,-4.741059882399384,-4.744337261860102,-4.739105093714067,-4.726980453005415,-4.722606102925155,-4.7144025821301465,-4.710812933804573,-4.7023616285610155,-4.653738394959208
-4.729956635749531,-4.731953042345974,-4.741284594382721,-4.742566557663819,-4.738723307021928,-4.742009052853297,-4.7367597131180865,-4.72461690498351,-4.7202337803994965,-4.712040062995105,-4.708432049057291,-4.699984970707159,-4.651413686409931
-4.727688666045078,-4.729623005649484,-4.738915238398241,-4.74020543021276,-4.736327835704763,-4.739612080007878,-4.734349445227755,-4.722193232397731,-4.717801182739571,-4.709612313265141,-4.705986617327276,-4.697543975132276,-4.649030668688132
-4.725358569110256,-4.72722702768517,-4.73648175782861,-4.737780191243659,-4.733870856036071,-4.737144387217556,-4.7318723463002765,-4.719706852516824,-4.715305838809639,-4.707117171332471,-4.703474706613349,-4.695036424392362,-4.646587359109661
-4.722963902947142,-4.72476289058001,-4.73398176693847,-4.7352884402166975,-4.731349755604045,-4.734604018376037,-4.72932647259286,-4.717155182609531,-4.71274527747397,-4.704552475589317,-4.700894384914331,-4.692460101043412,-4.644081774990366
-4.7205022255578175,-4.7222283764609925,-4.731412879992468,-4.732727776592049,-4.72876192199687,-4.731989017377033,-4.726709880362712,-4.714535639944603,-4.710117027596824,-4.701916064427898,-4.698243720229038,-4.689812787641419,-4.6415119336460915
