Q_dch_interp_01,Q_dch_interp_03,Q_dch_interp_05,Q_dch_interp_07,Q_dch_interp_09,Q_dch_interp_11
-4.786823708204966,-4.672012129633482,-4.604664838941203,-4.545660717121812,-4.392906568109084,-4.125216395843483
-4.784805883937976,-4.669946159271714,-4.602596862898413,-4.543637820690978,-4.390755390585502,-4.123069578142224
-4.782742089665783,-4.667823214022042,-4.600468969658521,-4.54155473852648,-4.38855523318211,-4.120885566393327
-4.780629979750057,-4.665641666747624,-4.598279596972206,-4.539409868554677,-4.386304009366942,-4.118661987178857
-4.778467208552467,-4.663399890311614,-4.596027182590142,-4.537201608701928,-4.383999632608019,-4.11639646708088
-4.776251430434684,-4.66109625757717,-4.593710164263014,-4.534928356894595,-4.381640016373369,-4.114086632681466
-4.773980299758374,-4.658729141407449,-4.591326979741494,-4.532588511059032,-4.379223074131017,-4.11173011056268
-4.771651470885211,-4.656296914665608,-4.588876066776261,-4.5301804691216025,-4.376746719348992,-4.1093245273065895
-4.769262598176862,-4.653797950214804,-4.586355863117994,-4.5277026290086635,-4.374208865495318,-4.106867509495262
-4.766811335994995,-4.6512306209181915,-4.58376480651737,-4.525153388646572,-4.371607426038023,-4.104356683710766
-4.764295338701279,-4.64859329963893,-4.58110133472507,-4.5225311459616915,-4.36894031444513,-4.101789676535166
-4.761712260657386,-4.645884359240172,-4.578363885491768,-4.519834298880378,-4.366205444184669,-4.09916411455053
-4.759059756224983,-4.643102172585078,-4.575550896568144,-4.517061245328992,-4.363400728724666,-4.096477624338925
-4.756335479765739,-4.640245112536801,-4.572660805704876,-4.514210383233891,-4.360524081533145,-4.0937278324824184
-4.753537085641325,-4.6373115519585015,-4.569692050652641,-4.511280110521435,-4.357573416078133,-4.090912365563078
-4.750662228213411,-4.634299863713335,-4.566643069162117,-4.508268825117984,-4.354546645827658,-4.088028850162971
-4.747708561843662,-4.631208420664456,-4.563512298983983,-4.505174924949895,-4.3514416842497425,-4.085074912864163
-4.7446737408937505,-4.628035595675024,-4.5602981778689164,-4.501996807943529,-4.348256444812417,-4.082048180248721
-4.741555419725346,-4.624779761608194,-4.556999143567594,-4.4987328720252435,-4.344988840983707,-4.078946278898715
-4.738351252700117,-4.621439291327121,-4.553613633830697,-4.495381515121398,-4.341636786231637,-4.075766835396208
-4.735058894179732,-4.618012557694964,-4.550140086408899,-4.491941135158352,-4.338198194024234,-4.0725074763232705
-4.731675998525861,-4.61449793357488,-4.54657693905288,-4.488410130062464,-4.334670977829525,-4.069165828261967
-4.728200220100173,-4.610893791830024,-4.542922629513321,-4.484786897760093,-4.331053051115535,-4.065739517794367
-4.724629213264338,-4.607198505323552,-4.539175595540895,-4.4810698361776,-4.327342327350291,-4.0622261715025365
-4.720960632380024,-4.603410446918623,-4.535334274886282,-4.477257343241341,-4.32353672000182,-4.058623415968542
-4.717192131808903,-4.599527989478394,-4.531397105300161,-4.473347816877676,-4.3196341425381455,-4.054928877774452
-4.71332136591264,-4.595549505866018,-4.527362524533208,-4.469339655012967,-4.315632508427297,-4.051140183502333
-4.709345989052908,-4.591473368944654,-4.523228970336103,-4.465231255573569,-4.311529731137299,-4.047254959734251
-4.705263655591374,-4.587297951577459,-4.5189948804595215,-4.461021016485843,-4.307323724136179,-4.043270833052275
-4.701072019889707,-4.5830216266275885,-4.5146586926541445,-4.456707335676146,-4.303012400891963,-4.03918543003847
-4.696768736309577,-4.578642766958199,-4.510218844670646,-4.45228861107084,-4.298593674872675,-4.034996377274906
-4.692351459212656,-4.574159745432448,-4.505673774259708,-4.447763240596283,-4.2940654595463466,-4.030701301343647
-4.687817842960609,-4.569570934913492,-4.501021919172005,-4.443129622178834,-4.289425668380997,-4.0262978288267615
-4.683165541915106,-4.564874708264487,-4.496261717158219,-4.43838615374485,-4.284672214844658,-4.0217835863063165
-4.67839221043782,-4.56006943834859,-4.4913916059690235,-4.433531233220694,-4.279803012405354,-4.01715620036438
-4.6734955028904155,-4.555153498028957,-4.4864100233551,-4.428563258532723,-4.274815974531112,-4.012413297583017
-4.668473073634564,-4.550125260168746,-4.481315407067125,-4.423480627607293,-4.269709014689956,-4.0075525045442975
-4.663322577031936,-4.544983097631112,-4.476106194855776,-4.418281738370768,-4.264480046349916,-4.002571447830286
-4.6580416674441985,-4.539725383279213,-4.470780824471731,-4.412964988749507,-4.259126982979015,-3.997467754023051
-4.652627999233021,-4.534350489976205,-4.465337733665668,-4.407528776669865,-4.253647738045279,-3.9922390497046587
-4.647079226760073,-4.528856790585245,-4.459775360188266,-4.401971500058203,-4.248040225016736,-3.9868829614571775
-4.641393008660682,-4.523242657969488,-4.454092141790203,-4.396291556840882,-4.242302357361413,-3.9813971158626744
-4.635568396080158,-4.517506464992092,-4.448286516222155,-4.390487344944257,-4.236432048547336,-3.9757791395032136
-4.629607828922717,-4.511646584516214,-4.4423569212348015,-4.384557262294691,-4.230427212042529,-3.970026658960867
-4.62351425274491,-4.50566138940501,-4.436301794578821,-4.378499706818541,-4.22428576131502,-3.964137300817698
-4.617290613103291,-4.4995492525216365,-4.430119574004889,-4.372313076442166,-4.2180056098328365,-3.9581086916557737
-4.610939855554419,-4.49330854672925,-4.423808697263686,-4.365995769091926,-4.211584671064003,-3.951938458057165
-4.604464925654846,-4.486937644891007,-4.417367602105889,-4.359546182694179,-4.205020858476545,-3.945624226603935
-4.597868768961126,-4.480434919870067,-4.410794726282177,-4.352962715175285,-4.1983120855384914,-3.9391636238781516
-4.591154331029813,-4.4737987445295815,-4.404088507543225,-4.346243764461602,-4.191456265717866,-3.932554276461884
-4.584324557417466,-4.46702749173271,-4.397247383639714,-4.33938772847949,-4.184451312482695,-3.925793810937196
-4.577382393680633,-4.46011953434261,-4.390269792322321,-4.332393005155308,-4.177295139301008,-3.9188798538861573
-4.570330785375873,-4.453073245222436,-4.383154171341723,-4.325257992415414,-4.169985659640828,-3.911810031890834
-4.563172678059741,-4.445886997235346,-4.375898958448599,-4.317981088186169,-4.162520786970183,-3.904581971533295
-4.5559102905392,-4.438559163244497,-4.368502591393627,-4.310560690393931,-4.154898434757097,-3.897193299395604
-4.548537061742852,-4.431088116113043,-4.360963507927484,-4.302995196965059,-4.1471165164696,-3.8896416373605773
-4.5410406047157315,-4.423472228704142,-4.3532801458008485,-4.295283005825909,-4.139172945575714,-3.8819224689907097
-4.533408427886813,-4.415709873880953,-4.3454509427644,-4.287422514902846,-4.13106563554347,-3.874025764006422
-4.525628039685067,-4.407799424506629,-4.337474336568814,-4.279412122122224,-4.12279249984089,-3.865940615414705
-4.517686948539469,-4.399739253444329,-4.32934876496477,-4.271250225410405,-4.1143514519360025,-3.8576561162225507
-4.50957266287899,-4.391527733557208,-4.321072665702944,-4.2629352226937485,-4.105740127000351,-3.849161359436949
-4.5012726911326055,-4.383163236338867,-4.312644352673409,-4.254464754953945,-4.0969531100608565,-3.8404454380648905
-4.492774541729286,-4.374637627714166,-4.304056232327409,-4.2458314201091145,-4.0879831027579625,-3.831497445113367
-4.484064719017219,-4.365921231070958,-4.2952923375965355,-4.2370257547723345,-4.078822778927264,-3.8223064735893706
-4.475125589972865,-4.356979916697068,-4.2863360654412155,-4.228038289410671,-4.069464812404361,-3.8128616164998914
-4.46593845606109,-4.347779554880322,-4.27717081282187,-4.218859554491189,-4.059901877024851,-3.8031519668519183
-4.45648461874576,-4.338286015908543,-4.267779976698925,-4.209480080480961,-4.050126646624331,-3.793166617652447
