Q_dch_interp_01,Q_dch_interp_03,Q_dch_interp_05,Q_dch_interp_07,Q_dch_interp_09,Q_dch_interp_11,Q_dch_interp_13,Q_dch_interp_17,Q_dch_interp_19,Q_dch_interp_21,Q_dch_interp_23
-4.8033761885096675,-4.730026409901222,-4.684433369882263,-4.6523961001005665,-4.595455713218113,-4.538790096935321,-4.483956967733919,-4.297793728262215,-4.092432248641553,-3.9537248467631754,-3.9158687830426344
-4.801379322726842,-4.727936526980695,-4.682324784824678,-4.650283336718191,-4.593275199406314,-4.536578243819609,-4.481824498996178,-4.295642388204584,-4.090198821287819,-3.951602151581757,-3.913680712354818
-4.799329737025967,-4.72580111110101,-4.6801735374747055,-4.648128352712475,-4.591058439738324,-4.5343314535737695,-4.479658999794236,-4.293449209813466,-4.087931343294459,-3.9494496944815065,-3.9114407778548586
-4.797225337960483,-4.723617879874866,-4.677977219294716,-4.645928700268272,-4.588802610845389,-4.532046733180045,-4.477457334995651,-4.291211434179572,-4.085626581934398,-3.947264082331711,-3.909146652584314
-4.795064032083823,-4.721384550914965,-4.675733421747073,-4.643681931570428,-4.586504889358749,-4.5297210896206765,-4.475216369467983,-4.288926302393609,-4.083281304480553,-3.9450419220016593,-3.9067960095847423
-4.792843725949427,-4.719098841834003,-4.673439736294142,-4.641385598803791,-4.584162451909646,-4.527351529877908,-4.472932968078792,-4.286591055546284,-4.080892278205848,-3.942779820360637,-3.9043865218977016
-4.790562326110734,-4.716758470244685,-4.671093754398293,-4.639037254153214,-4.581772475129325,-4.524935060933983,-4.470603995695642,-4.284202934728309,-4.078456270383203,-3.9404743842779326,-3.9019158625647474
-4.7882177391211815,-4.714361153759708,-4.668693067521891,-4.636634449803545,-4.579332135649027,-4.522468689771143,-4.468226317186089,-4.281759181030392,-4.07597004828554,-3.938122220622833,-3.8993817046274373
-4.785807871534208,-4.711904609991773,-4.666235267127301,-4.634174737939631,-4.576838610099996,-4.519949423371632,-4.465796797417699,-4.279257035543241,-4.0734303791857815,-3.9357199362646242,-3.8967817211273332
-4.783330629903247,-4.709386556553579,-4.663717944676892,-4.631655670746325,-4.574289075113472,-4.517374268717693,-4.463312301258027,-4.276693739357564,-4.070834030356844,-3.9332641380725946,-3.894113585105987
-4.78078392078174,-4.706804711057825,-4.6611386916330275,-4.629074800408473,-4.571680707320701,-4.51474023279157,-4.460769693574636,-4.2740665335640715,-4.068177769071653,-3.9307514329160314,-3.891374969604962
-4.778165650723126,-4.704156791117214,-4.658495099458077,-4.626429679110926,-4.569010683352922,-4.512044322575503,-4.458165839235085,-4.271372659253471,-4.065458362603126,-3.9281784276642213,-3.8885635476658122
-4.775473726280841,-4.7014405143444415,-4.655784759614403,-4.623717859038531,-4.56627617984138,-4.509283545051734,-4.455497603106938,-4.268609357516474,-4.062672578224186,-3.925541729186452,-3.8856769923300956
-4.772706054008322,-4.6986535983522115,-4.653005263564377,-4.6209368923761405,-4.563474373417318,-4.506454907202509,-4.452761850057752,-4.265773869443786,-4.059817183207757,-3.9228379443520107,-3.8827129766393713
-4.769860540459007,-4.695793760753222,-4.650154202770361,-4.618084331308602,-4.5606024407119765,-4.50355541601007,-4.44995544495509,-4.262863436126116,-4.056888944826754,-3.9200636800301845,-3.8796691736351963
-4.766935092186335,-4.6928587191601725,-4.647229168694723,-4.6151577280207645,-4.5576575583566,-4.50058207845666,-4.447075252666509,-4.259875298654175,-4.053884630354104,-3.9172155430902613,-3.8765432563591293
-4.763927615743744,-4.689846191185764,-4.64422775279983,-4.612154634697478,-4.5546369029824305,-4.497531901524523,-4.444118138059574,-4.25680669811867,-4.050801007062725,-3.9142901404015262,-3.873332897852726
-4.760836017684671,-4.686753894442698,-4.6411475465480505,-4.609072603523593,-4.551537651220711,-4.494401892195898,-4.4410809660018415,-4.2536548756103105,-4.047634842225538,-3.9112840788332686,-3.8700357711575446
-4.757658204562554,-4.683579546543671,-4.637986141401746,-4.605909186683956,-4.548356979702683,-4.491189057453033,-4.437960601360874,-4.250417072219805,-4.044382903115465,-3.9081939652547755,-3.866649549315144
-4.7543920829308295,-4.680320865101383,-4.634741128823287,-4.602661936363416,-4.545092065059589,-4.4878904042781675,-4.434753909004232,-4.247090529037862,-4.041041957005427,-3.9050164065353328,-3.86317190536708
-4.751035559342937,-4.676975567728538,-4.631410100275037,-4.599328404746826,-4.541740083922674,-4.484502939653543,-4.431457753799475,-4.24367248715519,-4.037608771168345,-3.901748009544229,-3.8596005123549126
-4.747586540352317,-4.67354137203783,-4.627990647219364,-4.595906144019031,-4.538298212923179,-4.481023670561406,-4.428069000614166,-4.2401601876625,-4.03408011287714,-3.8983853811507507,-3.855933043320199
-4.744042932512402,-4.6700159956419665,-4.624480361118635,-4.592392706364882,-4.534763628692344,-4.477449603983998,-4.424584514315861,-4.236550871650499,-4.030452749404732,-3.8949251282241857,-3.8521671713044943
-4.740402642376632,-4.66639715615364,-4.620876833435215,-4.588785643969229,-4.5311335078614166,-4.473777746903563,-4.421001159772127,-4.2328417802098945,-4.026723448024045,-3.8913638576338205,-3.8483005693493597
-4.736663576498445,-4.662682571185554,-4.617177655631472,-4.585082509016921,-4.527405027061636,-4.47000510630234,-4.417315801850517,-4.229030154431397,-4.022888976007999,-3.887698176248943,-3.8443309104963497
-4.7328236414312785,-4.658869958350409,-4.613380419169771,-4.581280853692807,-4.523575362924246,-4.466128689162574,-4.413525305418597,-4.225113235405717,-4.0189461006295115,-3.883924690938839,-3.8402558677870253
-4.728880743728571,-4.654957035260903,-4.609482715512479,-4.577378230181735,-4.519641692080491,-4.462145502466511,-4.409626535343925,-4.221088264223559,-4.01489158916151,-3.8800400085727977,-3.8360731142629407
-4.724832789943759,-4.650941519529736,-4.605482136121965,-4.5733721906685565,-4.515601191161609,-4.45805255319639,-4.405616356494062,-4.216952481975635,-4.010722208876912,-3.876040736020104,-3.8317803229656566
-4.7206776866302835,-4.646821128769608,-4.601376272460589,-4.569260287338119,-4.511451036798848,-4.4538468483344555,-4.40149163373657,-4.212703129752654,-4.006434727048637,-3.871923480150049,-3.827375166936729
-4.71641334034158,-4.642593580593223,-4.597162715990724,-4.565040072375273,-4.507188405623444,-4.449525394862948,-4.397249231939006,-4.208337448645321,-4.002025910949609,-3.8676848478319164,-3.822855319217717
-4.712037657631084,-4.638256592613275,-4.592839058174733,-4.560709097964866,-4.502810474266646,-4.445085199764113,-4.392886015968935,-4.203852679744351,-3.9974925278527484,-3.863321445934994,-3.8182184528501755
-4.707548545052237,-4.633807882442467,-4.588402890474985,-4.556264916291749,-4.498314419359693,-4.440523270020194,-4.388398850693913,-4.199246064140445,-3.9928313450309756,-3.8588298813285697,-3.813462240875666
-4.702943909158475,-4.629245167693497,-4.583851804353842,-4.55170507954077,-4.49369741753383,-4.435836612613431,-4.383784600981505,-4.194514842924318,-3.988039129757212,-3.8542067608819295,-3.808584356335743
-4.698221656503238,-4.6245661659790676,-4.579183391273676,-4.5470271398967785,-4.4889566454202985,-4.431022234526068,-4.379040131699267,-4.1896562571866784,-3.9831126493043802,-3.849448691464363,-3.803582472271965
-4.693379693639961,-4.619768594911877,-4.574395242696849,-4.542228649544624,-4.484089279650339,-4.4260771427403505,-4.374162307714763,-4.18466754801823,-3.9780486709453986,-3.8445522799451552,-3.798454261725891
-4.688415927122083,-4.614850172104626,-4.56948495008573,-4.537307160669156,-4.479092496855198,-4.420998344238518,-4.369147993895551,-4.179545956509687,-3.972843961953191,-3.8395141331935942,-3.7931973977390783
-4.683328263503043,-4.609808615170013,-4.564450104902684,-4.532260225455225,-4.473963473666116,-4.415782846002813,-4.3639940551091945,-4.174288469858238,-3.9674952896006763,-3.834330901234778,-3.7878095533530822
-4.6781146093362755,-4.604641641720738,-4.559288298994067,-4.527085396087678,-4.468699386714336,-4.410427655015482,-4.35869735622325,-4.168890302145463,-3.961999421160776,-3.8289995609261918,-3.7822884016094633
-4.672772871175222,-4.599346974578233,-4.553997701223544,-4.521780224751362,-4.463297420223744,-4.4049302012792495,-4.3532547933490395,-4.1633459114384355,-3.956353123906413,-3.8235172387555014,-3.7766316155497788
-4.667300955573318,-4.593923075850798,-4.548578217403558,-4.516342315445437,-4.457755836059165,-4.399289919402047,-4.3476642481066445,-4.157649752993181,-3.9505531651105072,-3.8178810619861996,-3.770836868215585
-4.661696769084003,-4.58836990618614,-4.54303007885484,-4.510770618431761,-4.452075080470789,-4.3935068371874095,-4.341924763619864,-4.151796282065721,-3.9445963120459795,-3.8120881578817833,-3.764901832648441
-4.655958218260714,-4.582687607495618,-4.537353516898105,-4.505065522131387,-4.446255863932543,-4.387580982529162,-4.336035449753423,-4.145779953912076,-3.938479331985751,-3.8061356537057485,-3.7588241818899037
-4.650083471684986,-4.576876321690595,-4.531548762854079,-4.499227485184096,-4.440298896918344,-4.381512383321128,-4.329995416372046,-4.139595223788268,-3.932198992202743,-3.80002067672159,-3.7526015889815305
-4.644072399683266,-4.570936190682431,-4.5256160480434815,-4.493256966229672,-4.434204889902115,-4.375301067457134,-4.32380377334046,-4.133236546950317,-3.9257520599698763,-3.7937403541928054,-3.74623172696488
-4.637925552231687,-4.5648673563824875,-4.519555603787038,-4.487154423907891,-4.427974553357775,-4.368947062831002,-4.317459630523388,-4.126698378654246,-3.9191353025600737,-3.7872918133828892,-3.73971226888151
-4.631643481086036,-4.558669960702124,-4.513367661405467,-4.480920316858537,-4.4216085977592465,-4.362450397336558,-4.310962097785553,-4.119975174156075,-3.912345487246254,-3.780672181555337,-3.7330408877729764
-4.625226738002106,-4.552344145552703,-4.507052452219492,-4.474555103721387,-4.415107733580448,-4.355811098867631,-4.304310284991682,-4.113061388711825,-3.9053793813013398,-3.773878585973646,-3.726215256680839
-4.618675874735684,-4.545890052845584,-4.500610207549836,-4.468059243136226,-4.408472671295305,-4.349029195318039,-4.297503302006499,-4.105952176238109,-3.898233751998252,-3.7669081539013116,-3.7192330486466547
-4.611991443042561,-4.539307824492127,-4.494041158717222,-4.461433193742835,-4.401704121377733,-4.342104714581612,-4.290540258694728,-4.098651358835377,-3.8909053666099105,-3.7597580126018295,-3.712091936711981
-4.605173994678523,-4.532597602403692,-4.487345537042371,-4.4546774141809875,-4.394802794301656,-4.33503768455217,-4.283420264921094,-4.091168621789425,-3.8833909924092382,-3.752425289338694,-3.704789593918375
-4.5982240813993664,-4.525759528491644,-4.480523573846003,-4.447792363090471,-4.387769400540996,-4.3278281331235435,-4.276142430550322,-4.083513761025986,-3.8756873966691554,-3.744907111375404,-3.6973236933073954
-4.591142254960874,-4.51879374466734,-4.473575500448845,-4.440778499111063,-4.380604650569672,-4.320476088189554,-4.268705865447137,-4.075696572470787,-3.8677913466625817,-3.7372006059754534,-3.6896919079206008
-4.58392906711884,-4.511700392842142,-4.466501548171615,-4.433636280882547,-4.373309254861603,-4.312981577644027,-4.261109679476262,-4.0677268520495575,-3.859699609662441,-3.729302900402339,-3.681891562620001
-4.5765850696290515,-4.504479614927409,-4.459301948335037,-4.4263661670447005,-4.365883923890714,-4.3053446293807855,-4.253352982502424,-4.059614395688028,-3.8514089546779924,-3.7212111219195556,-3.673918026296636
-4.5691108142473,-4.497131552834505,-4.451976932259835,-4.418968616237306,-4.358329368130924,-4.2975652712936565,-4.245434884390347,-4.0513689993119275,-3.8429192804519423,-3.7129224390946525,-3.6657659853189974
-4.561506852729375,-4.489656348474788,-4.444526731266728,-4.4114440871001435,-4.350646298056154,-4.289643531276466,-4.237354495004753,-4.043000458846982,-3.834240077429163,-3.704436152152071,-3.657430125348701
