Q_dch_interp_01,Q_dch_interp_03,Q_dch_interp_05,Q_dch_interp_07,Q_dch_interp_09,Q_dch_interp_11,Q_dch_interp_13,Q_dch_interp_15,Q_dch_interp_17,Q_dch_interp_19,Q_dch_interp_21,Q_dch_interp_23,Q_dch_interp_25
-4.787968962985423,-4.743193304976596,-4.7350050597088575,-4.724433514342901,-4.713206774026097,-4.706050674027238,-4.695848819388752,-4.67304516589715,-4.659341527189477,-4.636467314424588,-4.624472362985006,-4.606315870297087,-4.580285335991497
-4.7859817548153325,-4.741074817472402,-4.732996007577369,-4.722338574753166,-4.711157927595788,-4.703985401069229,-4.693751178729277,-4.671012107077162,-4.657267164714691,-4.6343821908012055,-4.622350417925411,-4.6042638904115085,-4.578279976394282
-4.783945855273298,-4.73892559907534,-4.730934652378183,-4.72020513398103,-4.709056328415877,-4.7018710563045065,-4.691607358574205,-4.668926954741743,-4.655146516556348,-4.632253483009079,-4.620189138472428,-4.602167251706775,-4.576231027729002
-4.7818589823146675,-4.73674228841918,-4.728819031123039,-4.718030325781762,-4.706900045340802,-4.699705544465215,-4.689415121540613,-4.666787883912932,-4.652977391691903,-4.630078879043008,-4.617986002456074,-4.600023685562073,-4.574136268388574
-4.779718853894789,-4.734521524137686,-4.72664718082368,-4.715811283910632,-4.704687147225004,-4.697486770283509,-4.687172230245578,-4.664593069612774,-4.650757599098807,-4.627856066897791,-4.615738487706363,-4.597830923356593,-4.571993476765914
-4.77752318796901,-4.732259944864622,-4.724417138491848,-4.713545142122905,-4.702415702922923,-4.6952126384915305,-4.6848764473061815,-4.662340686863313,-4.6484849477545085,-4.625582734568223,-4.613444072053309,-4.595586696469523,-4.569800431253942
-4.775269702492681,-4.729954189233756,-4.7221269411392806,-4.711229034173852,-4.700083781288998,-4.69288105382143,-4.6825255353395026,-4.6600289106865915,-4.646157246636463,-4.623256570049101,-4.611100233326929,-4.5932887362800505,-4.567554910245572
-4.772956115421148,-4.727600895878851,-4.719774625777723,-4.708860093818736,-4.697689451177671,-4.6904899210053514,-4.680117256962617,-4.657655916104655,-4.643772304722116,-4.620875261335224,-4.608704449357241,-4.590934774167363,-4.565254692133719
-4.770580144709762,-4.725196703433675,-4.717358229418913,-4.706435454812833,-4.695230781443382,-4.688037144775447,-4.677649374792602,-4.655219878139545,-4.641327930988925,-4.618436496421391,-4.606254197974256,-4.58852254151065,-4.562897555311301
-4.76813950831387,-4.72273825053199,-4.714875789074594,-4.7039522509114065,-4.69270584094057,-4.685520629863864,-4.675119651446543,-4.652718971813306,-4.638821934414335,-4.615937963302395,-4.603746957007991,-4.586049769689098,-4.560481278171238
-4.765631924188821,-4.720222175807564,-4.712325341756507,-4.7014076158697256,-4.690112698523675,-4.682938281002748,-4.672525849541515,-4.650151372147981,-4.6362521239758,-4.613377349973037,-4.601180204288461,-4.583514190081899,-4.558003639106445
-4.763055110289964,-4.717645117894161,-4.709704924476394,-4.698798683443058,-4.687449423047139,-4.680288002924247,-4.6698657316945935,-4.647515254165612,-4.6336163086507725,-4.610752344428114,-4.598551417645683,-4.580913534068236,-4.555462416509838
-4.760406784572647,-4.715003715425546,-4.707012574245994,-4.696122587386672,-4.6847140833653995,-4.67756770036051,-4.667137060522863,-4.644808792888247,-4.6309122974167005,-4.608060634662422,-4.595858074909671,-4.5782455330273,-4.552855388774333
-4.757684664992218,-4.712294607035485,-4.704246328077049,-4.693376461455837,-4.681904748332899,-4.6747752780436835,-4.664337598643401,-4.642030163337924,-4.628137899251038,-4.6052999086707604,-4.593097653910441,-4.575507918338282,-4.550180334292849
-4.754886469504027,-4.709514431357743,-4.7014042229813,-4.6905574394058185,-4.679019486804076,-4.671908640705917,-4.6614651086732835,-4.639177540536689,-4.625290923131233,-4.602467854447924,-4.590267632478006,-4.572698421380363,-4.547435031458299
-4.752009916063421,-4.706659827026085,-4.698484295970489,-4.687662654991888,-4.676056367633372,-4.668965693079357,-4.658517353229589,-4.636249099506587,-4.622369178034739,-4.599562159988713,-4.587365488442385,-4.569814773532738,-4.544617258663605
-4.749052722625747,-4.703727432674278,-4.695484584056355,-4.684689241969312,-4.673013459675228,-4.665944339896151,-4.655492094929401,-4.63324301526966,-4.619370472939006,-4.596580513287922,-4.584388699633591,-4.566854706174592,-4.541724794301679
-4.746012607146358,-4.700713886936087,-4.692403124250643,-4.681634334093359,-4.66988883178408,-4.662842485888447,-4.652387096389793,-4.63015746284795,-4.616292616821488,-4.593520602340351,-4.581334743881639,-4.5638159506851155,-4.538755416765441
-4.742887287580599,-4.697615828445273,-4.689237953565091,-4.678495065119298,-4.666680552814372,-4.659658035788394,-4.649200120227847,-4.626990617263503,-4.613133418659631,-4.590380115140796,-4.578201099016545,-4.560696238443494,-4.535706904447806
-4.739674481883821,-4.694429895835607,-4.685987109011443,-4.675268568802397,-4.663386691620542,-4.656388894328137,-4.64592892906064,-4.623740653538361,-4.609890687430888,-4.587156739684055,-4.574985242868325,-4.557493300828917,-4.532577035741691
-4.736371908011368,-4.691152727740852,-4.682648627601439,-4.671951978897923,-4.660005317057033,-4.653032966239826,-4.642571285505251,-4.620405746694567,-4.606562232112712,-4.583848163964926,-4.571684653266994,-4.554204869220572,-4.529363589040014
-4.732977283918593,-4.687780962794774,-4.679220546346818,-4.668542429161145,-4.656534497978282,-4.649588156255607,-4.63912495217876,-4.6169840717541675,-4.6031458616825525,-4.580452075978204,-4.568296808042567,-4.55082867499765,-4.5260643427356895
-4.729488327560842,-4.684311239631137,-4.675700902259324,-4.665037053347331,-4.65297230323873,-4.646052369107632,-4.635587691698243,-4.613473803739202,-4.599639385117862,-4.576966163718688,-4.56481918502506,-4.547362449539335,-4.522677075221637
-4.725902756893465,-4.680740196883708,-4.672087732350697,-4.66143298521175,-4.649316801692819,-4.642423509528044,-4.631957266680782,-4.609873117671715,-4.596040611396089,-4.573388115181178,-4.561249262044487,-4.543803924224818,-4.519199564890772
-4.722218289871811,-4.67706447318625,-4.668379073632679,-4.6577273585096695,-4.645566062194986,-4.63869948224899,-4.6282314397434545,-4.606180188573755,-4.592347349494687,-4.569715618360468,-4.5575845169308655,-4.540150830433286,-4.51562959013601
-4.718432644451225,-4.67328070717253,-4.664572963117009,-4.653917314861061,-4.6417181535996725,-4.634878192002622,-4.624407973503337,-4.602393191467357,-4.5885574083911065,-4.565946361251355,-4.553822427514208,-4.536400899543929,-4.5119649293502695
-4.714543538587061,-4.669385537476315,-4.660667437815431,-4.650000610134893,-4.63777114476132,-4.630957543521086,-4.620484630577513,-4.598510281938953,-4.584668597062797,-4.562078031848638,-4.549960471624531,-4.532551862935933,-4.508203360926466
-4.710548690234662,-4.6653759024898065,-4.656660534739685,-4.645976044661509,-4.633723104534368,-4.62693544153653,-4.616459173583058,-4.594529197477464,-4.580678724487213,-4.558108318147115,-4.545996127091852,-4.5286014519884885,-4.5043426632575185
-4.70644581734938,-4.66125091409383,-4.652550290901512,-4.641842520354707,-4.629572101773254,-4.622809790781101,-4.612329365137049,-4.59044727293741,-4.576585599641802,-4.554034908141583,-4.541926871746184,-4.524547398080782,-4.500380614736341
-4.702232637886562,-4.65701064217066,-4.6483347433126525,-4.637598939128286,-4.625316205332422,-4.618578495986948,-4.608092967856569,-4.586261826831671,-4.572387031504016,-4.549855489826838,-4.537750183417542,-4.520387432592,-4.496314993755852
-4.697906869801557,-4.652655160785699,-4.644011928984849,-4.633244202896037,-4.620953484066311,-4.614239461886216,-4.603747744358694,-4.581970177673139,-4.568080829051308,-4.545567751197679,-4.533463539935943,-4.516119286901335,-4.492143578708968
-4.693466231049713,-4.648184544004336,-4.6395798849298435,-4.628777213571763,-4.61648200682936,-4.609790593211055,-4.599291457260502,-4.5775696439747,-4.563664801261128,-4.541169380248904,-4.529064419131402,-4.511740692387972,-4.4878641479886054
-4.6889084395863785,-4.643598865891972,-4.635036648159375,-4.624196873069256,-4.611899842476009,-4.605229794693612,-4.594721869179075,-4.573057544249246,-4.559136757110926,-4.536658064975308,-4.524550298833933,-4.507249380431102,-4.483474479987679
-4.684231213366902,-4.638898200514003,-4.6303802556851865,-4.619502083302319,-4.6072050598607,-4.6005549710660345,-4.590036742731489,-4.568431197009659,-4.554494505578153,-4.532031493371689,-4.519918656873553,-4.50264308240991,-4.478972353099111
-4.679432270346634,-4.63408262193582,-4.625608744519019,-4.614691746184741,-4.602395727837871,-4.595764027060473,-4.5852338405348245,-4.563687920768827,-4.549735855640264,-4.527287353432847,-4.515166971080276,-4.497919529703586,-4.474355545715812
-4.674509328480922,-4.629152204222827,-4.620720151672611,-4.6097647636303245,-4.597469915261963,-4.590854867409071,-4.58031092520616,-4.558825034039641,-4.544858616274705,-4.5224233331535775,-4.510292719284118,-4.4930764536913195,-4.469621836230703
-4.669460105725111,-4.624107021440412,-4.615712514157708,-4.604720037552863,-4.592425690987418,-4.585825396843979,-4.575265759362569,-4.553839855334988,-4.539860596458929,-4.517437120528676,-4.505293379315095,-4.488111585752295,-4.464769003036698
-4.664282320034554,-4.618947147653977,-4.610583868986048,-4.599556469866158,-4.5872611238686725,-4.580673520097345,-4.570096105621139,-4.548729703167752,-4.5347396051703885,-4.512326403552944,-4.500166429003222,-4.483022657265704,-4.459794824526718
