Q_dch_interp_01,Q_dch_interp_03,Q_dch_interp_05,Q_dch_interp_07,Q_dch_interp_09,Q_dch_interp_11,Q_dch_interp_13,Q_dch_interp_15
-4.729170488034344,-4.629966249860318,-4.562340374389483,-4.512799694271187,-4.454616211623264,-4.377097316115194,-4.241091030442973,-3.7319299350173534
-4.726307137091662,-4.626938971698748,-4.559281772052601,-4.509762725002822,-4.4515452658204,-4.374032861797804,-4.238024149769628,-3.7288977897598077
-4.723363674385368,-4.6238315489279485,-4.556139718068255,-4.506648772120387,-4.448397310169919,-4.370895821657621,-4.234874209797165,-3.725781412128193
-4.720337797951385,-4.620642354929455,-4.5529127961515945,-4.503455798121328,-4.445170150658615,-4.367683209099586,-4.231639309214335,-3.722579214698933
-4.71722720582564,-4.617369763084807,-4.549599590017776,-4.500181765503094,-4.441861593273284,-4.364392037528639,-4.228317546709885,-3.7192896100484556
-4.7140295960440595,-4.614012146775542,-4.54619868338195,-4.49682463676313,-4.43846944400072,-4.361019320349722,-4.224907020972562,-3.7159110107531843
-4.710742666642566,-4.610567879383199,-4.54270865995927,-4.493382374398887,-4.4349915088277205,-4.357562070967773,-4.221405830691117,-3.712441829389547
-4.707364115657084,-4.607035334289315,-4.539128103464887,-4.4898529409078085,-4.431425593741075,-4.354017302787737,-4.217812074554297,-3.7088804785339673
-4.70389164112354,-4.60341288487543,-4.535455597613954,-4.486234298787345,-4.427769504727584,-4.3503820292145505,-4.214123851250849,-3.7052253707628715
-4.7003229410778555,-4.5996989045230805,-4.531689726121627,-4.482524410534943,-4.4240210477740405,-4.346653263653158,-4.2103392594695235,-3.7014749186526843
-4.696655713555958,-4.595891766613806,-4.527829072703055,-4.478721238648048,-4.4201780288672365,-4.342828019508496,-4.2064563978990686,-3.697627534779833
-4.692887656593773,-4.591989844529143,-4.523872221073392,-4.47482274562411,-4.416238253993971,-4.3389033101855095,-4.202473365228232,-3.693681631720742
-4.689016468227222,-4.587991511650632,-4.51981775494779,-4.470826893960575,-4.412199529141037,-4.334876149089137,-4.198388260145759,-3.689635622051837
-4.6850398464922325,-4.583895141359811,-4.515664258041403,-4.466731646154891,-4.408059660295228,-4.3307435496243185,-4.1941991813404025,-3.6854879183495437
-4.680955489424728,-4.579699107038215,-4.511410314069381,-4.4625349647045045,-4.403816453443342,-4.326502525195996,-4.18990422750091,-3.681236933190288
-4.676761095060635,-4.575401782067385,-4.50705450674688,-4.458234812106864,-4.399467714572172,-4.322150089209109,-4.185501497316028,-3.676881079150495
-4.672454361435875,-4.571001539828859,-4.50259541978905,-4.453829150859416,-4.395011249668514,-4.317683255068601,-4.180989089474506,-3.6724187688065904
-4.6680329865863746,-4.566496753704175,-4.498031636911044,-4.4493159434596095,-4.3904448647191625,-4.31309903617941,-4.176365102665091,-3.6678484147349986
-4.66349466854806,-4.561885797074871,-4.493361741828018,-4.44469315240489,-4.385766365710911,-4.308394445946476,-4.1716276355765345,-3.6631684295121465
-4.658837105356852,-4.557167043322485,-4.48858431825512,-4.439958740192705,-4.380973558630556,-4.303566497774744,-4.166774786897582,-3.658377225714459
-4.654057995048681,-4.552338865828555,-4.483697949907505,-4.435110669320503,-4.376064249464893,-4.298612205069149,-4.16180465531698,-3.653473215918363
-4.649155035659465,-4.547399637974622,-4.478701220500326,-4.430146902285731,-4.371036244200713,-4.293528581234637,-4.1567153395234815,-3.648454812700283
-4.644125925225135,-4.542347733142219,-4.473592713748733,-4.425065401585836,-4.365887348824815,-4.288312639676144,-4.151504938205832,-3.643320428636645
-4.638968361781612,-4.537181524712889,-4.468371013367882,-4.419864129718264,-4.360615369323992,-4.282961393798615,-4.146171550052781,-3.6380684763038746
-4.633680043364821,-4.531899386068166,-4.463034703072924,-4.4145410491804675,-4.355218111685041,-4.277471857006988,-4.140713273753076,-3.632697368278396
-4.628258668010689,-4.526499690589592,-4.457582366579011,-4.40909412455809,-4.349693381894754,-4.27184109452354,-4.135128207995464,-3.6272055171366353
-4.6227019337551365,-4.520980811658704,-4.452012587601297,-4.403521698516191,-4.344038985939926,-4.266067652804917,-4.129414451468696,-3.62159133545502
-4.617007538634094,-4.5153411221495094,-4.446323949854935,-4.39782292754472,-4.338252803796782,-4.26015174077822,-4.1235701028615175,-3.6158532358099733
-4.611173352129807,-4.509578989193703,-4.440515037055076,-4.3919970737859,-4.332333494404601,-4.254093655586563,-4.11759326086268,-3.609989630777922
-4.605200013612905,-4.503692776291793,-4.434584432916873,-4.386043399381953,-4.32628018322495,-4.247893694373067,-4.11148202416093,-3.6039989329352915
-4.599090404427688,-4.497680846886987,-4.428530721155479,-4.379961166475103,-4.320092002025104,-4.241552154280848,-4.105234491445016,-3.5978795548585074
-4.5928474702997875,-4.491541564422497,-4.422352485486047,-4.3737496372075695,-4.313768082572345,-4.235069332453026,-4.098848761403685,-3.591629909123994
-4.586474156954837,-4.48527329234153,-4.416048309623731,-4.367408073721577,-4.30730755663395,-4.228445526032718,-4.092322932725688,-3.5852484083081793
-4.579973410118468,-4.478874394087297,-4.409616777283681,-4.360935738159347,-4.3007095559772015,-4.2216810321630405,-4.0856551040997715,-3.578733464987487
-4.573348175516314,-4.472343233103007,-4.403056472181049,-4.354331892663104,-4.293973212369376,-4.214776147987113,-4.078843374214683,-3.572083491738343
-4.566601398874006,-4.4656781728318675,-4.396365978030991,-4.347595799375067,-4.287097657577752,-4.207731170648052,-4.071885841759174,-3.565296901137173
-4.559736025917182,-4.4588775767170885,-4.389543878548658,-4.340726720437461,-4.280082023369611,-4.200546397288977,-4.064780605421991,-3.558372105760403
-4.552755002371469,-4.45193980820188,-4.382588757449201,-4.333723917992507,-4.272925441512232,-4.193222125053005,-4.0575257638918805,-3.551307518184457
-4.545661273962502,-4.444863230729451,-4.375499198447775,-4.326586654182428,-4.265627043772895,-4.185758651083253,-4.050119415857592,-3.5441015509857627
-4.538457786415915,-4.437646207743011,-4.368273785259533,-4.319314191149446,-4.258185961918875,-4.178156272522841,-4.042559660007876,-3.5367526167407446
-4.531147448372323,-4.430287102685767,-4.360911101599626,-4.311905791035784,-4.250601327717457,-4.170415286514885,-4.034844595031476,-3.5292591280258288
-4.5237277100260025,-4.422784279000932,-4.353409731183207,-4.304360715983665,-4.242872272935917,-4.162535990202505,-4.026972319617147,-3.521619270359906
-4.516184853241629,-4.4151361001317095,-4.345768257725428,-4.29667822813531,-4.234997929341534,-4.154518680728815,-4.018940932453631,-3.5138269227202916
-4.508503793839246,-4.4073409295213155,-4.337985264941444,-4.288857589632942,-4.2269774287015895,-4.146363655236937,-4.010748416572405,-3.505872112151367
-4.500669447638895,-4.399397130612955,-4.330059336546405,-4.280898062618782,-4.21880990278336,-4.138071210869986,-4.002391269624458,-3.497744729916584
-4.49266673046062,-4.391303066849837,-4.321989056255465,-4.2727988972333275,-4.210494483354126,-4.12963979274754,-3.993864959523778,-3.4894346672793946
-4.4844805581244644,-4.383057101675174,-4.3137730077837775,-4.264556440618238,-4.202030082121822,-4.121060432639432,-3.9851649335076003,-3.4809318155032507
-4.47609584645047,-4.374657598532172,-4.305409774846493,-4.25616037727715,-4.193410587014462,-4.112322307663234,-3.976286638813158,-3.472226065851603
-4.467497511258679,-4.366102651356579,-4.296897302740825,-4.247599460720317,-4.184624882972432,-4.1034145949365195,-3.9672255226776847,-3.4633073095879037
-4.4586700745825105,-4.357374411579864,-4.2882211627125075,-4.238862444457988,-4.175661639035246,-4.094326471576864,-3.957977032338414,-3.454165437975606
-4.449593809520195,-4.348430449935714,-4.279355713416217,-4.229938082000412,-4.16650952424242,-4.085047114701838,-3.948536615032581,-3.444790342278161
-4.440246396394334,-4.339226237831845,-4.270274908088432,-4.220815126857841,-4.157157207633471,-4.075565701429014,-3.9388997179974186,-3.43517191375902
-4.430605478520815,-4.329717246675972,-4.260952699965629,-4.211482332540527,-4.1475933582479145,-4.065871408875966,-3.9290617884701593,-3.425300043681635
-4.420648699215524,-4.319858947875807,-4.251363042284285,-4.20192845255872,-4.137806645125268,-4.0559534141602684,-3.9190182736880392,-3.415164623309458
-4.410353701794348,-4.309606812839065,-4.241479888280878,-4.192142240422669,-4.1277857373050475,-4.045800894399493,-3.908764620888292,-3.4047555439059414
-4.399698129573176,-4.298916312973459,-4.231277191191886,-4.182112449642626,-4.117519303826768,-4.0354030267112115,-3.898296277308148,-3.3940626967345353
-4.388659625867896,-4.287742920531353,-4.220728904253784,-4.171827833728844,-4.106996013729945,-4.024748988212998,-3.8876086901848446,-3.383075973058692
-4.377217667659934,-4.276064650771303,-4.209815891923735,-4.161277146191571,-4.096204536054096,-4.013827956022427,-3.876697280143682,-3.371785264141865
-4.365388759679273,-4.263940807198765,-4.198554933047239,-4.150449140541057,-4.085133539838738,-4.002629107257069,-3.8655521398247137,-3.3601804612475035
-4.353223782592652,-4.251449009377192,-4.186974435992834,-4.139332570287555,-4.073771694123385,-3.9911416190344977,-3.8541516249322676,-3.348251455639062
-4.340774919451724,-4.2386668768700355,-4.175102815076262,-4.127916188941315,-4.062107667947556,-3.9793546684722876,-3.842472526152752,-3.33598813857999
-4.32809435330814,-4.225672029240744,-4.1629684846132715,-4.1161887500125856,-4.050130130350764,-3.9672574326880095,-3.83049163417257,-3.323380401333741
-4.315234267213556,-4.212539110594165,-4.150599856133368,-4.104139007011621,-4.037827750372528,-3.9548390887992375,-3.8181857396781274,-3.310418135163764
-4.302230867973914,-4.199282503598059,-4.138011456944708,-4.09175571344867,-4.025189197052361,-3.942088813923545,-3.805531633355833,-3.297091231333516
-4.289048505495239,-4.185860548578561,-4.125171692984411,-4.079027622833983,-4.012203139429781,-3.9289957851785045,-3.792506105892089,-3.2833881661137
-4.275631336173657,-4.172229455616185,-4.112039405697749,-4.06594348867781,-3.998858246544307,-3.915549179681689,-3.779085947973304,-3.2692857534553297
-4.261923515332456,-4.158345434791443,-4.098573436529998,-4.052492064490406,-3.9851431874354506,-3.9017381745506725,-3.7652479502858838,-3.2547550685760824
-4.247869198294927,-4.14416511793777,-4.08473262692643,-4.038662103782017,-3.9710466311427295,-3.887551946903026,-3.750968903516234,-3.2397671466594145
-4.233412540384356,-4.129653703786643,-4.070475818332321,-4.024442360062896,-3.956557246705659,-3.8729796738563227,-3.736225165013981,-3.224293022888786
-4.218497696924033,-4.1147843719336485,-4.055761852192944,-4.009821586843293,-3.9416637031637585,-3.858009392986083,-3.720982869574023,-3.208303732447657
-4.203068823237249,-4.099530606336001,-4.0405495699535745,-3.9947885376334593,-3.9263546695565417,-3.8426006256347645,-3.7051977852679183,-3.191770310519486
-4.187070074647291,-4.083865890950908,-4.024797813059484,-3.9793293615632446,-3.910616360706119,-3.826683033267086,-3.6888252179949554,-3.1746637922877303
-4.1704456064774496,-4.0677543258868685,-4.00846506650353,-3.9633841346905108,-3.8943950753664143,-3.8101848688981783,-3.671820473654426,-3.1569552129358502
-4.153140643071615,-4.051121580718917,-3.9914978225990008,-3.946853440749123,-3.8776046648389033,-3.7930343855431663,-3.6541388581456156,-3.138615607647305
-4.135111584005495,-4.0338834882930446,-3.97382799491775,-3.9296365850502983,-3.8601580400539692,-3.7751598362171794,-3.635735677367813,-3.119616011605552
-4.11632148547454,-4.015955881450589,-3.955386617176862,-3.911632872905251,-3.8419681119419926,-3.7564894739353427,-3.6165662372203067,-3.09992745999405
-4.096733492216782,-3.9972545930328884,-3.936104723093428,-3.892746172801809,-3.822947791433355,-3.736951551712787,-3.596586650799677,-3.0795209879962613
-4.076310748970252,-3.977695455881281,-3.915913346384532,-3.872921344383411,-3.8030099894584395,-3.7164743225646397,-3.5757701270871043,-3.0583676307956402
-4.055016400472979,-3.957194302837099,-3.89474352076726,-3.85212490613551,-3.782067616947626,-3.6950014195270806,-3.554106192265609,-3.0364401146835083
-4.032813591462999,-3.935666966741682,-3.872526279958701,-3.830323854858014,-3.76003593846761,-3.672538097466481,-3.531585023872853,-3.0137370255785734
-4.009665466678339,-3.913042047718269,-3.849198086512653,-3.80749615270361,-3.736889497409055,-3.649105042185305,-3.50819679944649,-2.9902771442575475
-3.9855351708570312,-3.8893142886230327,-3.824749214545558,-3.783634004428732,-3.712665123667576,-3.6247229394860194,-3.48393169652418,-2.9660797878943836
-3.960385848737105,-3.8644997867336315,-3.7992006960255607,-3.75873056646823,-3.6874026027732336,-3.599412475171088,-3.4587805407491854,-2.9411642736630323
-3.934180645056593,-3.838614649901085,-3.772573923804216,-3.73277899525696,-3.6611417202560923,-3.5731943400717983,-3.432750193719979,-2.9155499187374483
-3.906882704553527,-3.81167498597642,-3.7448902907330757,-3.705772447229769,-3.6339222615589275,-3.5460898353135897,-3.4058642067978866,-2.8892560402915786
-3.878455171965938,-3.7836969028339325,-3.716171434751698,-3.6777079873981116,-3.6057817489048585,-3.5181214482773395,-3.3781469102768558,-2.86230195549938
-3.8488634189116775,-3.75469864039121,-3.6864455747008615,-3.6486042621639356,-3.5767495519818957,-3.489311802773043,-3.3496226344508244,-2.8347069815348034
-3.8181093307622946,-3.7247064059616086,-3.6557480817794583,-3.6184873258380064,-3.54685320544343,-3.4596835226106997,-3.320315709613734,-2.806490696543115
-3.7862246294226085,-3.693748267618185,-3.6241146868142433,-3.5873832394030156,-3.5161202439428525,-3.4292592316003025,-3.2902504660595215,-2.7776839366799093
-3.753241911135667,-3.6618522934340025,-3.591581120631977,-3.555318063841657,-3.484578202133554,-3.3980615535518526,-3.259451234082132,-2.7483328410827457
-3.719193772144514,-3.6290465514821166,-3.558183114059419,-3.5223251092076975,-3.4522546146689232,-3.3661131122753454,-3.2279423439755055,-2.7184846428271165
-3.684118345150999,-3.5953591098355857,-3.5239563979233224,-3.4884753916106894,-3.4191770162023514,-3.333436531580776,-3.1957488159579883,-2.688186574988518
-3.648081872664886,-3.5608180365674706,-3.488936703050452,-3.4538521481448456,-3.3853729413872307,-3.3000544980505735,-3.1629104147151827,-2.6574858706424473
-3.6111594966371188,-3.525451399750829,-3.453159760267561,-3.4185386222168264,-3.3508701025169976,-3.2660001320389656,-3.129481050841856,-2.626429762864399
-3.573426362542083,-3.489287368082768,-3.4166662045623704,-3.3826129474359266,-3.315707181585894,-3.23132855877311,-3.0955152050811185,-2.5950654847298686
-3.534956026133842,-3.452368148122155,-3.3795404787055427,-3.3461291224226284,-3.279940045078134,-3.1960976929087055,-3.0610673581760772,-2.5634402693143503
-3.4958106983039032,-3.4147642739842348,-3.3418900670405605,-3.309134026898954,-3.243626059126714,-3.160365449101458,-3.0261919908698447,-2.531601349693344
-3.456047659096985,-3.3765496880128945,-3.3038226593034556,-3.271674539561682,-3.2068225898646245,-3.124189742007064,-2.9909435839055263,-2.4995959589423404
-3.415724168374421,-3.3377983325520266,-3.2654384446868616,-3.2337975391076026,-3.169587003424866,-3.087628486281231,-2.9553766180262353,-2.4674713301368403
-3.374894751639385,-3.298584149945523,-3.226773163271235,-3.195549904233496,-3.131976665940431,-3.0507395965796573,-2.919545573975079,-2.4352746963523364
-3.333603787207037,-3.258981082537272,-3.1878297206770965,-3.156978513636147,-3.0940489435443146,-3.0135809865279883,-2.8835049324951654,-2.403053290664326
-3.2918933000740878,-3.2190630726711635,-3.148610927308187,-3.118130438490054,-3.0558614780151427,-2.97621040425514,-2.8473091743296046,-2.3708543461483025
-3.2498063863947353,-3.1789040626910867,-3.1091439990083645,-3.0790643806116464,-3.017477323616818,-2.938685251744849,-2.8110127802215037,-2.338725094641014
-3.2074229853845906,-3.138577994940938,-3.0695060822510456,-3.0398571166090185,-2.9789644771170916,-2.9010628875280053,-2.7746702309139755,-2.306709398638837
-3.164868292308617,-3.0981588117646,-3.029780430084358,-3.000586983452101,-2.940391116689847,-2.8634006701354937,-2.738336007150126,-2.2748404127920323
-3.122270278529593,-3.0577204555059723,-2.9900502955564394,-2.961332318110841,-2.9018254205089775,-2.825755958098206,-2.702064589673066,-2.2431491694287438
-3.079753171916304,-3.017336868508939,-2.950398931715419,-2.9221714575551716,-2.86333556674837,-2.7881861099470298,-2.665910458968268,-2.2116667008771067
-3.037419562121006,-2.9770819931173937,-2.9109095916094256,-2.8831827387550337,-2.8249897335819143,-2.750748484212853,-2.6299254551661346,-2.180424039465263
-2.9953642817497412,-2.9370297716752223,-2.8716655281995225,-2.8444444985623267,-2.7868557158317113,-2.7134980911064,-2.594152277040394,-2.1494522175213486
-2.9536818421076974,-2.8972538869782096,-2.8327429728087945,-2.806025554808096,-2.748989948506,-2.6764798228897457,-2.558631646404936,-2.1187822673735077
-2.9124483412022717,-2.857817694247684,-2.7941919961370476,-2.767959260162785,-2.711435883959036,-2.6397358474093475,-2.5234042850736484,-2.088441610048617
-2.871711489234712,-2.818770993698924,-2.7560565776169543,-2.7302707095514123,-2.674236264809994,-2.6033083324732162,-2.4885109148604165,-2.0584213755647265
-2.8315165722169957,-2.7801626655122043,-2.7183806966811948,-2.692984998738433,-2.6374338336780543,-2.56723944588937,-2.453992257579132,-2.0286917266466538
-2.7919088761610875,-2.7420415898677963,-2.681208332762444,-2.6561329770467306,-2.601071333182392,-2.531571355465818,-2.419889035043681,-1.9992225716814405
-2.7529336870789587,-2.704456646945973,-2.6445834652933757,-2.6197649852573446,-2.565191505942182,-2.496346229010576,-2.386241650271368,-1.9699838190561265
-2.7146362909825763,-2.6674567169270054,-2.608550073706665,-2.5839354876861176,-2.5298370945766,-2.461604912453809,-2.3530597208137625,-1.940945377157751
-2.6770619738839145,-2.631090679991171,-2.5731510595246396,-2.548698409126542,-2.4950450571647145,-2.4273480409754185,-2.32029686335213,-1.9120771543733586
-2.640247299028597,-2.5954042152786045,-2.5383791942515903,-2.514062297842383,-2.4607869931512325,-2.3935296928006595,-2.2879007594893968,-1.8833490590899877
-2.604151174323238,-2.5603760225191876,-2.504156924560858,-2.4799566527010954,-2.426993214021222,-2.36010134648568,-2.255819090828497,-1.8547293653490375
-2.5686917758979195,-2.5259213178141713,-2.470401434612497,-2.4463030409232593,-2.393593381557838,-2.327014480586621,-2.2239995389723584,-1.8261754430898183
-2.5337869202973557,-2.491952816010814,-2.43702990856656,-2.413023029729459,-2.3605171575442347,-2.2942205736596235,-2.1923897855239116,-1.7976401995894644
-2.4993544240662637,-2.458383231956375,-2.4039595305831054,-2.380038186340276,-2.3276942037635724,-2.26167110426083,-2.1609375120860856,-1.769076528725853
-2.4653121037493544,-2.4251252804981114,-2.3711074848221836,-2.347270077976292,-2.2950541819990042,-2.229317550946383,-2.1295903967844154,-1.7404373243768605
-2.4315777758913493,-2.3920916764832856,-2.338390955443856,-2.314640271858094,-2.262526754033692,-2.1971112804029387,-2.0982956343938843,-1.711675480420365
-2.3980692570369593,-2.359195134759152,-2.305727126608172,-2.282070335206262,-2.2300418474030668,-2.164989341681879,-2.0669994452506173,-1.682743890734242
-2.3647036903852197,-2.326348370437778,-2.2730357084199233,-2.249483134569345,-2.197535638241417,-2.132860546330681,-2.0356479325851775,-1.6535954491963711
-2.3313843183498153,-2.2934696442592077,-2.240253530006059,-2.216813798973285,-2.1649506279533894,-2.1006304006838445,-2.0041871996281233,-1.6241832074013751
-2.2980013105215606,-2.260497034232454,-2.2073245263800074,-2.184004199648645,-2.1322295990309303,-2.068204411075869,-1.9725633496100121,-1.5944715938369705
-2.264444328933864,-2.2273730432290915,-2.1741926555715243,-2.1509962776828626,-2.0993153339659893,-2.035490856343943,-1.9407224857614034,-1.5644438697281098
-2.2306030374236725,-2.194040174120695,-2.1408018756103653,-2.1177319741633682,-2.0661506152505087,-2.0024381867658754,-1.9086107113128556,-1.534085064982501
-2.1963845214514404,-2.160440929778841,-2.1070961445262903,-2.0841532301776,-2.032678225376439,-1.9690251184019305,-1.8761741294949292,-1.5033802095078541
-2.1617560023072278,-2.1265178130751075,-2.07301942034906,-2.0502019868129926,-1.998840946835728,-1.9352311087625602,-1.843359210339117,-1.47231433321188
-2.126697667160512,-2.092213326881067,-2.03851566110843,-2.01582018515698,-1.9645815621203215,-1.9010349369199129,-1.8101165980051366,-1.4408724660022858
-2.0911897031807736,-2.057469974068296,-2.0035288248341576,-1.9809497883489027,-1.92984416421512,-1.8664022918722842,-1.7763995875412544,-1.4090396377867813
-2.0552108337675814,-2.022230270051425,-1.9680058805282084,-1.945538682358102,-1.8945806010122737,-1.8312870333936166,-1.7421615163238096,-1.3768018057063713
-2.018727343386044,-1.98644076452688,-1.9319082476434886,-1.9095486405507693,-1.8587455624683014,-1.7956425958006115,-1.7073557217291386,-1.3441522987968053
-1.981699237276112,-1.950057801248778,-1.8952016754613112,-1.8729434242445393,-1.8222937428310337,-1.7594213750621104,-1.6719355411335843,-1.3110879648344087
-1.944086472414198,-1.9130391814893273,-1.8578519140710363,-1.8356867947570397,-1.7851798363482942,-1.7225630142230954,-1.6358543119134816,-1.2776056733486236
-1.9058486212665326,-1.8753427065207438,-1.8198247135620307,-1.7977425134059053,-1.7473585372679148,-1.6849985927069704,-1.5990653714451732,-1.2437022938689004
-1.8669413968908244,-1.8369261776152364,-1.7810858240236556,-1.7590743415087653,-1.7087845398377208,-1.646659031337594,-1.5615304206142802,-1.2093746959246825
-1.8273182846443738,-1.7977473960450165,-1.7416009955452743,-1.7196460403832505,-1.6694125624375273,-1.6074956447292865,-1.5232660350019542,-1.1746197490454167
-1.7869327429399675,-1.7577641630822962,-1.7013369248218748,-1.679423974620754,-1.629218399607598,-1.5675395204091744,-1.484310910873656,-1.1394532282823797
-1.7457595032857518,-1.7169427602905636,-1.6603117836436245,-1.6384224115347055,-1.5882375037194307,-1.5268412484810927,-1.4447038055657389,-1.1039950752544694
-1.7038876915670544,-1.675367522982591,-1.618620612208447,-1.5966976852106722,-1.546515809187355,-1.4854514190488843,-1.4044834764145626,-1.068400914921177
-1.6614447183918648,-1.6332093469972118,-1.5763647333845479,-1.5543075596391538,-1.504102327158702,-1.4434206222163823,-1.363688680756479,-1.032826403815271
-1.6185593085712509,-1.590641119094356,-1.5336531373615203,-1.5113386893268752,-1.4611193264777393,-1.4007994480874297,-1.3223581759278473,-0.9974271984695273
-1.5754248774918271,-1.5478357260339473,-1.4906629941002667,-1.4680136304452447,-1.4177637459560122,-1.3576437309587372,-1.2805663468964674,-0.9623589554167167
-1.5323285069808186,-1.5049660545759105,-1.447607201262433,-1.4245948638262353,-1.3742365630483746,-1.3142045520669514,-1.2385511972294143,-0.9277767825039633
-1.4895646108949707,-1.4622049914801711,-1.4047018134827292,-1.3813440385364149,-1.3307792185445761,-1.2709450293385696,-1.196597671100018,-0.8938031104090268
-1.4474258332810948,-1.4197300531594088,-1.3622080012476931,-1.3385163672353835,-1.2876956983091112,-1.2280967482216494,-1.1549907166714364,-0.8605098599837733
-1.4061938722898035,-1.3778028634325523,-1.3204230350786934,-1.2963640771415408,-1.2452951637746554,-1.1858355809636594,-1.1140152821068312,-0.8279646234456907
-1.366146246208412,-1.3367583313675917,-1.2796451968085598,-1.2551388209897454,-1.2038325265537395,-1.144428506937656,-1.0739563155693643,-0.7962286705130365
-1.3275600806082186,-1.2969338183738184,-1.2401146009326263,-1.2150337776699476,-1.163433211445882,-1.1041530433305624,-1.0350762609957262,-0.7652850464564185
-1.2905919638877454,-1.2586020126826858,-1.2018399536566162,-1.176133133124533,-1.1242037339692397,-1.0652213162250281,-0.9974037093814314,-0.7350639907936518
-1.25510723865904,-1.2216947960339812,-1.164772422672082,-1.1385091660314526,-1.0862316822239388,-1.0275586268391814,-0.9608285926021581,-0.7054947516642467
-1.2209281327994013,-1.1860321921384096,-1.1288620655246369,-1.1022125533104716,-1.0494625103220425,-0.9910116568757046,-0.9252390231291042,-0.6765042991379899
-1.187876874186131,-1.1514341823320529,-1.094020116122602,-1.0671136067319982,-1.0137770768784173,-0.9554270859568501,-0.8905231134334742,-0.6479855910422793
-1.1557720624967402,-1.1177292023218834,-1.0601097478842954,-1.0329929150890396,-0.9790559162316974,-0.9206515937048623,-0.8565689759864644,-0.6198054405281375
-1.1244114128165745,-1.0847666228176334,-1.02699115029145,-0.9996304145871175,-0.9451733124745311,-0.8865318597419934,-0.8232647232592789,-0.5918299904068602
-1.0935851827165168,-1.0523989989335045,-0.9945245128257936,-0.9668060414317469,-0.9119247764939437,-0.8529145636904892,-0.7904984677231165,-0.563925383489739
-1.06308362048273,-1.0204788857837,-0.962539884888283,-0.9342997318284441,-0.8790519353435939,-0.8196463851725986,-0.7581338458414926,-0.5359577625880662
-1.032696960070937,-0.9888504125242482,-0.9307331208445504,-0.9018914219827264,-0.8462953698314779,-0.7865528366259634,-0.7259255176375287,-0.5077932705131345
-1.0021408694900185,-0.9572252311994042,-0.8987627407371022,-0.8693610481001083,-0.8133931722551884,-0.7533488967188913,-0.6935978248619233,-0.47929805007623494
-0.9708826252057172,-0.9252096371119249,-0.8662872630806373,-0.8364879937601198,-0.7800299388722891,-0.7197135826481535,-0.6608751080246807,-0.4503385117622783
-0.9383378461558443,-0.8924070130482396,-0.8329564887816368,-0.8029584176459721,-0.7458387685491003,-0.6853258922658161,-0.6274817076357982,-0.42079027117864937
-0.9039221512782192,-0.8584207417947849,-0.7983398769639345,-0.7682611602699569,-0.710450671552989,-0.6498648234239522,-0.5931419642052806,-0.39054025005680193
-0.8670398848259602,-0.8227998778935693,-0.7619635465448533,-0.7318599440012841,-0.6734966581513162,-0.6130093739746296,-0.5575802182431269,-0.3594760635772352
-0.8267886481629709,-0.7848568385406887,-0.723353195005117,-0.6932184920615602,-0.6346077386114447,-0.5744385417699177,-0.5205218621569072,-0.3274919491517923
-0.7819303817103955,-0.7438396285012938,-0.6820345198254493,-0.6518425338268264,-0.5934149232007376,-0.5338328979403498,-0.48179661131401813,-0.29472126097607915
