,0,1,2
G10C1,0.011392382300218912,1020.7750682900886,104.94290457713157
G10C2,0.009472905195959285,841.0404770468832,86.5351065988039
G10C3,0.00802940474299463,694.3148377574764,73.36728116478086
G10C4,0.008850830075264394,955.146480153542,116.59089387696842
G16C1,0.003762660137112966,428.36069122662667,88.1501054199187
G16C2,0.0033696422618860592,436.30238617112417,95.9439071743022
G16C3,0.003947862050539761,432.0166006023862,82.09390706924748
G16C4,0.003555233383529318,431.48658225037514,88.06127055039352
G19C3,0.011208160362912918,1091.5424734714522,138.8490042996965
G20C3,0.006530681015448822,623.7519315693568,101.78312418191587
G20C4,0.003957610927515419,447.53834329090637,90.17954060450164
G22C1,0.0043787987774478124,452.7611882831884,81.61800160272561
G22C3,0.005482078534870555,558.9527793741684,100.29599121761977
G23C1,0.006430480058651466,715.9197365360005,130.25323564819575
G23C2,0.007226782903154968,791.7364088199685,145.7213347292431
G23C4,0.005976324467292399,728.9497903250835,146.63492264600765
G25C1,0.005029259206640904,599.1970746044035,95.01687438448369
G25C2,0.004549697938030598,469.01633855152016,70.76550906719609
G25C3,0.0065947803568888585,651.7553664236074,83.82524518423149
G25C4,0.006687799329929571,701.3525906664273,97.00858509243456
G27C1,0.005373581372087809,535.4435103618903,80.9503723704463
G27C2,0.005575768572548171,518.5540708610779,76.36675638287397
G27C3,0.0059065547904457675,616.2021287193097,99.31725622574226
G27C4,0.00502071115601221,457.67875680754736,68.59253413418665
G28C2,0.008621997990609656,843.4984292665525,145.5375601770215
G28C3,0.01028136268053653,1105.7300681038923,197.86514926695202
G2C1,0.004265272750905612,507.566498281375,81.03599039143914
G2C2,0.0038581903542098638,557.2525103718725,106.50113096044906
G2C3,0.0041220886264376165,520.2407693294821,87.22231464446769
G2C4,0.004568683858894193,486.3851000445732,67.407398399271
G30C1,0.004805538861441741,492.54637102124167,87.39679512003377
G30C2,0.004382025221981389,504.17879569264807,102.51693396927112
G30C3,0.004194997178348069,445.1477659333358,86.9535092532633
G30C4,0.004900993622677856,568.4690083448105,112.91947809664092
G31C1,0.005368270935230395,534.751793372057,84.05389499065484
G31C2,0.005070308009293895,493.0087572202106,72.51100704312084
G31C3,0.006003714506379362,516.5237353867462,68.53490088681284
G31C4,0.005157995464802014,479.55878312177964,68.96909501509667
G35C1,0.005877463173413129,694.0003070650337,132.47765430481005
G35C3,0.007737024854382327,854.3547384086485,151.23588595342537
G35C4,0.007365663044789889,952.5994457768785,187.77639880064658
G36C1,0.008764925409276843,703.7185638720212,125.17542865853679
G36C2,0.008324462866298052,776.1639705862557,121.14507201242503
G36C3,0.008951911805540112,1024.5340641269397,180.6463848111387
G38C1,0.010880974309999989,1262.8695063283515,226.27096507759026
G38C3,0.003972553742358589,497.4613596066035,123.87780909316243
G38C4,0.007466446614473969,842.4568166728061,148.06273210020643
G3C1,0.004218161317554834,471.0656712152993,78.90555462295245
G3C2,0.004909227659888983,451.6940125939002,63.51391398289885
G3C3,0.003985544656199325,465.56004310587974,81.32862935551576
G3C4,0.003948739919969824,487.6365207590728,90.14620330881286
G41C1,0.0073452998285602564,840.115062119666,148.6011517994333
G41C2,0.009364607019202513,962.5604848962823,148.6730523487323
G41C3,0.007933050611289977,909.1076360239543,158.57905591179545
G41C4,0.007751936619921752,830.2203303747808,137.74851380727998
G45C4,0.005602629183802981,532.4780756357785,94.25885733376145
G47C1,0.010115831106184863,874.3398961603039,105.7133943538053
G47C2,0.007192106748092255,696.3102708576062,92.75765266713422
G47C3,0.005884505003119553,583.9232488908776,81.65678882990142
G47C4,0.006664858174601438,685.3547496706084,97.99159310880985
G48C1,0.008413413223503838,738.7318695432087,102.03434722658798
G48C3,0.00671405630566868,588.8436642056313,84.00973469396214
G4C1,0.004448671522550333,545.7733284576528,86.84057750592744
G4C2,0.00481457574651687,559.2472961856924,86.63671863866891
G4C3,0.0044726753053127314,562.3398657464974,93.30492531334806
G4C4,0.004794122544515436,542.2824237815275,79.64007196786615
G51C1,0.007585664297379928,680.3223214808484,93.88424568379943
G51C2,0.006830419463507434,581.0348012122502,74.94101920716324
G51C3,0.006167727621450922,576.039955069398,83.65614510401804
G51C4,0.006279470003818074,542.4910277006164,74.2035186699795
G52C1,0.004695177861909358,583.2060465685842,123.19396884295766
G52C2,0.004776014872031431,560.7203527369944,114.71774918883871
G52C3,0.005584017559318995,612.7781160670428,110.51688108729122
G52C4,0.006005694942223335,681.6535721940364,125.01341110744937
G53C4,0.007167572617963143,898.1949732552254,192.79691523413067
G55C1,0.0053428195300651935,580.0276904057638,105.28559354127937
G55C2,0.005889899865345453,599.4812075975042,102.7151434023283
G55C3,0.007492215616431768,755.8426760356475,124.60953824506683
G55C4,0.005493553919899777,596.0808930881873,106.9891589128522
G5C1,0.004199220892909401,455.2076941103331,90.12568063762083
G5C2,0.004125646392315876,433.8007734976687,81.99068252506102
G5C3,0.0038886293382736164,459.45017300222077,105.78970909163608
G60C1,0.0048421494787825245,518.208445550481,97.12173021584485
G60C2,0.0052001285057931826,465.8848764420571,77.89044096074541
G60C4,0.005121467470843694,509.2721235531903,88.49395877806293
G62C1,0.007727206885096655,748.089866171864,121.10068982101666
G62C2,0.006162117153736584,729.1256760602341,143.48137780867938
G62C3,0.007521338641733369,792.9606947434008,137.59230449606767
G7C1,0.006219373220321495,855.1700679745525,138.5548035582183
G7C2,0.005764735253915385,646.4693468748,87.18145969128716
G7C3,0.005342513045182003,654.8251595323586,101.20769820000011
G7C4,0.006897387390958935,814.5866496681782,112.03302865375146
