,0,1,2
G10C1,0.009054920912468472,1817.2847242345647,522.2680673626052
G10C2,0.008397241869121748,1490.100506577325,400.58598048630057
G10C3,0.007810385995506938,1225.6497399943169,304.9679107373874
G10C4,0.007791093625825099,1784.7377741008195,441.8548579333371
G16C1,0.006143231588886783,398.55070979692573,59.13333684217786
G16C2,0.006014614295817869,409.09640282153,64.09081741243575
G16C3,0.006287304075089116,366.7715613418411,61.3670022426984
G16C4,0.006552765695166029,427.2178600633521,71.69783638020051
G19C3,0.009944060065348372,1710.0748324597298,478.82916382825755
G20C3,0.00861027799498637,959.6930079419451,235.45016629390543
G20C4,0.007331500419253045,500.7479704588686,78.9470047928668
G22C1,0.006747719939687106,508.15735634177594,90.20827971286784
G22C3,0.007477728485034787,745.6156005025058,148.4568639959816
G23C1,0.008420003520753207,1055.772699574532,262.6828152714482
G23C2,0.008035280209273235,1172.4731836143967,307.44784345134934
G23C4,0.007738253828168169,1092.7438207206344,253.4791246210648
G25C1,0.005461951536884249,956.120247569877,207.02121732001254
G25C2,0.0063224800985715235,844.2105750422365,152.41799461423037
G25C3,0.006870286652275474,1111.3484706311403,250.06065135581235
G25C4,0.006752653080815474,1176.0232064888182,254.83178544856827
G27C1,0.007016558639323006,695.0530295930088,115.03245993534317
G27C2,0.006094369410130774,572.7680684670692,99.23176483346879
G27C3,0.006420571863274279,588.257389582934,123.63473266413534
G27C4,0.005023298768032104,411.784734502836,57.365688908303014
G28C2,0.008975194115144565,1181.7699925025006,294.8914608860282
G28C3,0.009567350177801578,1591.4578736326855,408.4079789229537
G2C1,0.006325517840659194,1037.8318496308382,193.9482002150517
G2C2,0.0047343025078420056,714.2708492185623,166.7991364063073
G2C3,0.006187603853083379,887.5448455798211,173.1240916231947
G2C4,0.005510718814556659,797.1888261577795,153.85722946158802
G30C1,0.006220227156672036,376.1464859601472,63.81898168364699
G30C2,0.00795686487036648,667.4067272757704,114.30918957379544
G30C3,0.0074100969994381,549.218451225558,67.4656951628075
G30C4,0.007248492441540008,967.2604959317265,207.41063187054124
G31C1,0.0072173379160064945,790.1621670815562,170.14096031082607
G31C2,0.005567821189702248,527.9505711912824,101.83726644910895
G31C3,0.006015201028807618,598.4148741969901,112.44911275070109
G31C4,0.005389446201673441,533.8929836578475,104.03377326908286
G35C1,0.008782567705830756,1180.6437908504051,285.80293590161136
G35C3,0.008909374421226756,1324.4328424048836,357.5620293718114
G35C4,0.009581065073135806,1505.4013005772006,405.2361953584021
G36C1,0.009071776221669377,600.7772386017664,109.09707849912054
G36C2,0.008526646249145078,1224.920601025083,329.67861493835744
G36C3,0.009642216947014278,1538.5950971342834,432.39508021763953
G38C1,0.01008421642322239,1748.946076466584,527.7570591297613
G38C3,0.007248491514128391,749.5085685716921,105.64572115627035
G38C4,0.008879997686885641,1364.9170174685273,350.8649132536849
G3C1,0.005689456822362811,715.0788476529433,136.57049842617042
G3C2,0.005494864749673919,436.83044765308756,82.73032074971623
G3C3,0.0061584644221221434,678.8385900177851,132.25588890456902
G3C4,0.006063480924337934,686.5557184704229,138.8266835603686
G41C1,0.0072113791595545445,1287.5211463249768,303.3234788809014
G41C2,0.008076706531717551,1475.77944591891,355.20796406297535
G41C3,0.007707100103775875,1411.1387235123373,337.2314135023459
G41C4,0.007091194612920176,1228.4550103718784,281.2244895971845
G45C4,0.007138412788486139,526.4979382236396,90.08323417625205
G47C1,0.006882045191964427,1385.8612211305635,354.9444312416864
G47C2,0.005990188690353192,1082.7902467754402,234.08413114180894
G47C3,0.005426342796928631,837.4953938061267,162.1389934170012
G47C4,0.005260292445621655,988.8022302347675,226.67788010167095
G48C1,0.008723921929104718,1647.879775843457,331.0569735009873
G48C3,0.005288476343292956,708.5170304150074,138.97170222225017
G4C1,0.005651658596205595,1065.7540920801496,216.85238645356876
G4C2,0.0050542564783998345,973.4634785711794,202.44399971264068
G4C3,0.004993988847996763,953.0087094896888,200.1931260080502
G4C4,0.005604206290994397,1114.2484775401542,228.67959339992723
G51C1,0.009083049283197663,1613.6739629028305,321.92362089109827
G51C2,0.008781184311698343,1643.5806250752187,258.96528451318045
G51C3,0.005763713385208067,737.3293104068582,139.46469259261215
G51C4,0.005793145737433357,857.8612715734188,145.28870947618452
G52C1,0.005833366784288696,903.118662208883,180.36504936054064
G52C2,0.0059005666631852865,790.5178927004866,158.39040654334474
G52C3,0.00705485200234257,872.1992729113465,186.9162902434913
G52C4,0.006541787972682764,923.0554189429698,200.0442671939016
G53C4,0.009078637079385284,1417.4778131368396,356.33667831296356
G55C1,0.005133124765011213,684.0545425618251,120.98645046570968
G55C2,0.004932997671177419,717.1022324271253,129.01630746463007
G55C3,0.00844412873601091,1725.7915585224748,352.44629225317027
G55C4,0.00559956092009956,731.4330891438087,129.15959135689278
G5C1,0.005820444470007635,464.68461111114044,78.71688852313626
G5C2,0.006500693140051168,433.69655424807644,64.94605545026774
G5C3,0.007509045632282944,700.3145421975584,110.78217731296998
G60C1,0.006431862232176982,546.3116861297725,98.59030072764598
G60C2,0.009588574933077758,1185.9031318161988,173.65757558695483
G60C4,0.00877547217029886,1234.152209699564,189.1135649841549
G62C1,0.007745238152960493,1502.6401182239217,292.17957423067736
G62C2,0.006118487888678357,900.423299234757,198.57733678577222
G62C3,0.007743848476682334,1702.7806363674426,323.7734123669677
G7C1,0.007021003247331036,1685.8097898502174,389.9978408692315
G7C2,0.006504792305454863,1270.2453662483563,271.1400558126971
G7C3,0.005544609937187226,1375.9269782526953,291.353102181196
G7C4,0.007186787397169531,1696.4859013072253,392.97986400590946
