Q_dch_interp_01,Q_dch_interp_03,Q_dch_interp_05,Q_dch_interp_07,Q_dch_interp_09,Q_dch_interp_11,Q_dch_interp_13,Q_dch_interp_15,Q_dch_interp_17,Q_dch_interp_19,Q_dch_interp_21,Q_dch_interp_23,Q_dch_interp_25,Q_dch_interp_27,Q_dch_interp_29,Q_dch_interp_31,Q_dch_interp_33
-4.671345265615041,-4.691987129846141,-4.677123411532586,-4.658812563965608,-4.630059070325297,-4.617733092171872,-4.601532419666972,-4.568125265007514,-4.5414645124546515,-4.516603243352516,-4.497982559053213,-4.473705781768672,-4.451390672512552,-4.428175804188286,-4.3976931396558605,-4.379233995421677,-4.349082140660696
-4.669376493821843,-4.689983022204392,-4.6752440595625036,-4.656924554731506,-4.628165512941616,-4.615847320078067,-4.599689736423786,-4.5662421248157266,-4.539591536528929,-4.514765409042632,-4.496147382581293,-4.471868394435144,-4.4495757082006255,-4.426400054833804,-4.396005589193657,-4.377585539641683,-4.34744175690042
-4.667371801019214,-4.687940676001558,-4.673316669323112,-4.6549913328735935,-4.626231727624405,-4.613924013955088,-4.597807292662407,-4.564327081050725,-4.537689959239171,-4.512898515307448,-4.4942858325831985,-4.470007024027967,-4.447736927583583,-4.424598840271323,-4.394285655691403,-4.37590332337322,-4.345773465467507
-4.6653288631005605,-4.68585767974315,-4.671339270922287,-4.6530108604234,-4.624255474047978,-4.611960823103408,-4.59588286088999,-4.562377607912359,-4.535757131652005,-4.51099993880505,-4.492395168279086,-4.46811885436819,-4.445871524882723,-4.422769431689056,-4.392530898348472,-4.374184943851467,-4.344074694758798
-4.663245355959284,-4.683731621934682,-4.669309894467897,-4.65098109941245,-4.622234511886646,-4.6099553968235005,-4.593914213613699,-4.560391179600481,-4.533790404834051,-4.509067056193529,-4.49047264888911,-4.466201069276854,-4.443976694319348,-4.420909100275214,-4.390738876364233,-4.3724279983116086,-4.342342873171136
-4.66111895548879,-4.681560091081661,-4.66722657006781,-4.648900011872276,-4.620166600814717,-4.607905384415835,-4.591899123340694,-4.55836527031494,-4.531787129851926,-4.507097244130972,-4.48851553363343,-4.464250852575008,-4.442049630114757,-4.419015117218007,-4.38890714893806,-4.370630083988823,-4.340575429101363
-4.658947337582481,-4.679340675689598,-4.665087327829903,-4.646765559834404,-4.618049500506509,-4.605808435180883,-4.589835362578137,-4.556297354255585,-4.529744657772258,-4.505087879275469,-4.486521081732201,-4.462265388083693,-4.4400875264902515,-4.417084753705646,-4.387033275269321,-4.3687887981182945,-4.33876979094632
-4.656728178133762,-4.677070964264006,-4.662890197862047,-4.64457570533036,-4.615880970636327,-4.603662198419114,-4.587720703833188,-4.554184905622267,-4.527660339661665,-4.503036338285108,-4.4844865524055795,-4.460241859623955,-4.438087577667131,-4.415115280926342,-4.385114814557388,-4.3669017379351995,-4.336923387102852
-4.6544591530360355,-4.674748545310396,-4.66063321027211,-4.642328410391677,-4.613658770878485,-4.601464323431004,-4.58555291961301,-4.552025398614836,-4.525531526586769,-4.500939997817978,-4.482409204873722,-4.458177451016839,-4.436046977866696,-4.413103970068308,-4.383149326001634,-4.364966500674724,-4.335033645967801
-4.652137938182706,-4.672371007334276,-4.658314395167964,-4.64002163704988,-4.611380660907295,-4.5992124595170205,-4.583329782424762,-4.549816307433144,-4.523355569614192,-4.498796234532169,-4.480286298356784,-4.456069346083391,-4.433962921310244,-4.411048092319755,-4.381134368801429,-4.362980683572045,-4.333097995938009
