Q_dch_interp_01,Q_dch_interp_03,Q_dch_interp_05,Q_dch_interp_07,Q_dch_interp_09,Q_dch_interp_11,Q_dch_interp_13,Q_dch_interp_15,Q_dch_interp_17,Q_dch_interp_19,Q_dch_interp_21,Q_dch_interp_23,Q_dch_interp_25
-4.680455622560045,-4.703485442777798,-4.695668873953868,-4.690128786771303,-4.680360662793681,-4.672044168817263,-4.653136239698094,-4.636344216876551,-4.632043668351638,-4.61533841153536,-4.6031474958269785,-4.587008640358754,-4.553186859399371
-4.678557956654185,-4.701487319093566,-4.693641256987572,-4.688137524795233,-4.6783208495173945,-4.670099660605672,-4.651111789961315,-4.634294538660512,-4.630002732179208,-4.613349118585502,-4.601122052017057,-4.584984547265826,-4.551273450563098
-4.676623926187589,-4.699447340692287,-4.691577884461258,-4.686104096195813,-4.676244758978079,-4.668104303875747,-4.649042877131521,-4.632200059653019,-4.627912356110566,-4.611305872798374,-4.599044783913836,-4.5829115611037485,-4.549316025999469
-4.674651131300775,-4.697363234282956,-4.689476082853607,-4.68402624869998,-4.67412966309593,-4.666056172511685,-4.646927296566235,-4.630058560506507,-4.625770453517156,-4.609206810291237,-4.596913738936434,-4.580787612941256,-4.547312447120107
-4.672637172134257,-4.6952327265745755,-4.687333178643312,-4.6819017300346735,-4.671972833791152,-4.663953340397682,-4.644762843622978,-4.627867821873413,-4.623574937770428,-4.607050067181353,-4.594726964503974,-4.578610633847086,-4.5452605753366315
-4.670579648828559,-4.69305354427614,-4.6851464983090585,-4.679728287926832,-4.669771542983942,-4.661793881417938,-4.642547313659269,-4.625625624406176,-4.621323722241825,-4.604833779585983,-4.592482508035575,-4.576378554889975,-4.543158272060661
-4.668476161524198,-4.690823414096655,-4.682913368329534,-4.677503670103395,-4.667523062594503,-4.659575869456651,-4.64027850203263,-4.62332974875723,-4.619014720302794,-4.602556083622391,-4.590178416950363,-4.5740893071386575,-4.541003398703813
-4.666324310361692,-4.688540062745113,-4.680631115183425,-4.675225624291301,-4.6652246645430315,-4.657297378398017,-4.63795420410058,-4.620977975579013,-4.616645845324783,-4.600215115407837,-4.587812738667456,-4.571740821661871,-4.538793816677711
-4.664121695481558,-4.686201216930518,-4.678297065349422,-4.67289189821749,-4.662873620749734,-4.654956482126235,-4.63557221522064,-4.618568085523962,-4.614215010679238,-4.597809011059582,-4.5853835206059745,-4.5693310295283505,-4.536527387393971
-4.6618659170243175,-4.6838046033618665,-4.675908545306209,-4.6705002396089,-4.660467203134801,-4.652551254525502,-4.633130330750332,-4.616097859244512,-4.611720129737606,-4.595335906694891,-4.582888810185041,-4.566857861806834,-4.5342019722642135
