Q_dch_interp_01,Q_dch_interp_03,Q_dch_interp_05,Q_dch_interp_07,Q_dch_interp_09,Q_dch_interp_11,Q_dch_interp_13,Q_dch_interp_15,Q_dch_interp_17,Q_dch_interp_19,Q_dch_interp_21,Q_dch_interp_23,Q_dch_interp_25
-4.676541687695897,-4.715510594400603,-4.698441693884171,-4.686024885271917,-4.660888295535951,-4.6475800175422295,-4.628066258148824,-4.609609637421702,-4.581607219543834,-4.563138197969323,-4.544639714435915,-4.52535379314626,-4.524070549620872
-4.674783423426545,-4.7136071345653265,-4.696542074258554,-4.6841348983938875,-4.659030152204765,-4.645777036519185,-4.6262432666630975,-4.607810132680343,-4.579809528620405,-4.5613286625736285,-4.542828375898647,-4.523532614460406,-4.5222074444816185
-4.673000211992875,-4.7116619822720915,-4.694602720637857,-4.682206024686344,-4.657129505980461,-4.643928073344527,-4.624377712306105,-4.605969022398123,-4.57797013711684,-4.559481337376755,-4.540980471547783,-4.521675887644725,-4.520311988245775
-4.671189349959961,-4.7096729847838805,-4.692621434674122,-4.6802360370365745,-4.655184390301894,-4.642031303727014,-4.622467643320954,-4.604084307722034,-4.576087052735058,-4.557594035039843,-4.53909374856218,-4.51978132064988,-4.518381719111205
-4.669348133892868,-4.707637989363673,-4.690596018019397,-4.678222708331867,-4.653192838607919,-4.640084903375403,-4.620511107950754,-4.6021539897990715,-4.574158283176975,-4.555664568224036,-4.537165954120693,-4.517846621426538,-4.516414175275763
-4.667473860356667,-4.705554843274449,-4.6885242723257194,-4.676163811459509,-4.651152884337394,-4.638087047998454,-4.618506154438603,-4.600176069776226,-4.572181836144502,-4.553690749590471,-4.535194835402183,-4.515869497925365,-4.514406894937308
-4.6655638259164265,-4.703421393779185,-4.686403999245139,-4.6740571193067915,-4.649062560929173,-4.63603591330492,-4.616450831027615,-4.598148548800498,-4.5701557193395566,-4.551670391800294,-4.533178139585506,-4.513847658097027,-4.5123574162937015
-4.663615327137216,-4.701235488140866,-4.684233000429696,-4.671900404760996,-4.646919901822115,-4.633929675003558,-4.614343185960894,-4.596069428018874,-4.568077940464057,-4.549601307514645,-4.531113613849521,-4.511778809892187,-4.5102632775427995
-4.6616256605841055,-4.698994973622473,-4.682009077531435,-4.669691440709415,-4.644722940455075,-4.631766508803131,-4.612181267481546,-4.593936708578353,-4.565946507219912,-4.547481309394666,-4.528999005373086,-4.509660661261511,-4.508122016882463
-4.659592122822164,-4.696697697486979,-4.679730032202398,-4.667428000039337,-4.642469710266909,-4.62954459041239,-4.609963123832675,-4.591748391625926,-4.563759427309041,-4.5453082101014965,-4.526832061335058,-4.507490920155669,-4.505931172510548
