Q_dch_interp_01,Q_dch_interp_03,Q_dch_interp_05,Q_dch_interp_07,Q_dch_interp_09,Q_dch_interp_11,Q_dch_interp_13,Q_dch_interp_15,Q_dch_interp_17,Q_dch_interp_19,Q_dch_interp_21,Q_dch_interp_23,Q_dch_interp_25
-4.777569858861645,-4.755136748613622,-4.723589764295157,-4.7151522406599025,-4.680908942645932,-4.667537959903925,-4.632439602443061,-4.577419555999196,-4.541192257816165,-4.480982588927487,-4.448744269084042,-4.39893840869959,-4.335835829247458
-4.775653908546976,-4.753107146323793,-4.7215490056606555,-4.713112837752884,-4.678864162778607,-4.66553721866376,-4.630466964864649,-4.5753946841170485,-4.539316301182841,-4.479000052104634,-4.446921202433512,-4.397042697841695,-4.334023865628209
-4.773699770033474,-4.751031151494161,-4.719464163734742,-4.711026796267979,-4.676775315054861,-4.663496728611975,-4.628446243515286,-4.573330698724916,-4.537402293485999,-4.4769817006975945,-4.4450612507806575,-4.395111067969631,-4.332176599604277
-4.77170494811354,-4.748906781999141,-4.717333185035038,-4.708892143559521,-4.674640309872103,-4.661414180947708,-4.626375680556478,-4.571225287018097,-4.5354479641969,-4.474925073264855,-4.44316210526843,-4.393141102273227,-4.330291528424024
-4.769666947579578,-4.746732055713138,-4.715154016079165,-4.706706906981849,-4.672457057627744,-4.659287266870096,-4.624253518149727,-4.569076136191891,-4.533451042786804,-4.4728277083649,-4.441221457039785,-4.391130383942314,-4.328366149335811
-4.767583273223994,-4.744504990510562,-4.712924603384745,-4.704469113889298,-4.670223468719195,-4.657113677578276,-4.62207799845653,-4.566880933441592,-4.531409258726967,-4.470687144556213,-4.439236997237678,-4.389076496166725,-4.3263979595879976
-4.765451429839193,-4.742223604265824,-4.710642893469399,-4.702176791636202,-4.667937453543867,-4.6548911042713845,-4.619847363638391,-4.5646373659625015,-4.529320341488651,-4.46850092039728,-4.437206417005065,-4.386977022136289,-4.324384456428945
-4.763268922217575,-4.7398859148533345,-4.7083068328507505,-4.6998279675768995,-4.665596922499168,-4.65261723814856,-4.61755985585681,-4.562343120949919,-4.527182020543113,-4.466266574446585,-4.4351274074849,-4.384829545040836,-4.322323137107008
-4.761033255151545,-4.737489940147505,-4.705914368046421,-4.6974206690657265,-4.6631997859825125,-4.65028977040894,-4.615213717273288,-4.559995885599139,-4.524992025361615,-4.463981645262612,-4.432997659820137,-4.382631648070202,-4.320211498870553
-4.758741933433511,-4.7350336980227405,-4.7034634455740285,-4.69495292345702,-4.66074395439131,-4.6479063922516595,-4.612807190049325,-4.55759334710546,-4.522748085415412,-4.461643671403846,-4.43081486515373,-4.38038091441421,-4.318047038967936
