Q_dch_interp_01,Q_dch_interp_03,Q_dch_interp_05,Q_dch_interp_07,Q_dch_interp_09,Q_dch_interp_11,Q_dch_interp_13,Q_dch_interp_15,Q_dch_interp_17,Q_dch_interp_19,Q_dch_interp_21,Q_dch_interp_23,Q_dch_interp_25,Q_dch_interp_27,Q_dch_interp_29,Q_dch_interp_31
-4.787169809400839,-4.724124903072217,-4.705115503544996,-4.6852035022514125,-4.642094930352894,-4.620362392064348,-4.600021930040174,-4.552973867757764,-4.525608302928347,-4.4998008619323375,-4.482118034471414,-4.460174025033542,-4.437805149139103,-4.417611890275071,-4.394249058750933,-4.390524357885976
-4.785191226230549,-4.722164126378984,-4.703180752135501,-4.683320001879492,-4.6401965438519746,-4.618498134272843,-4.598169285775217,-4.551068260351839,-4.523674177282587,-4.497878077026431,-4.480245719160037,-4.458308311105265,-4.435970992069929,-4.415819929130036,-4.392459994142046,-4.3888615239740805
-4.783168979546798,-4.720160966138054,-4.701203735997599,-4.6813901853081745,-4.638252904367321,-4.616588852235788,-4.59627386224165,-4.5491214982744665,-4.521705713632725,-4.495922425543462,-4.478343664075355,-4.456415858631896,-4.434107854716413,-4.413999556994579,-4.390644511803741,-4.387174572341033
-4.781100771342092,-4.718113291096962,-4.699182345718349,-4.6794121893363085,-4.6362621948255995,-4.614632710959125,-4.594333736932595,-4.54713160417494,-4.5197005981183604,-4.49393150790913,-4.476409273942825,-4.454493905228225,-4.432213075145705,-4.4121481063934525,-4.388799862089799,-4.38546070675961
-4.778984303608928,-4.716018970003244,-4.697114471884812,-4.6773841507627525,-4.6342225981534755,-4.612627875448792,-4.592346987341183,-4.545096600702543,-4.51765651687909,-4.4919029245491355,-4.474439953487894,-4.452539688509045,-4.4302839914249565,-4.410262909851408,-4.386923295354,-4.383717131002588
-4.776817278339815,-4.713875871604435,-4.694998005084048,-4.675304206386354,-4.632132297277608,-4.61057251071073,-4.5903116909605375,-4.5430145105065645,-4.51557115605451,-4.48983427588918,-4.472433107436016,-4.450550446089148,-4.428317941621319,-4.408341299893188,-4.385012061950125,-4.381941048842738
-4.774597397527249,-4.711681864648064,-4.692830835903119,-4.673170493005969,-4.629989475124668,-4.608464781750881,-4.588225925283788,-4.5408833562362965,-4.513442201784219,-4.487723162354965,-4.470386140512642,-4.448523415583321,-4.426312263801946,-4.4063806090435484,-4.383063412231954,-4.380129664052841
-4.772322363163737,-4.709434817881669,-4.690610854929084,-4.670981147420449,-4.627792314621318,-4.606302853575185,-4.586087767804059,-4.538701160541023,-4.511267340207815,-4.485567184372191,-4.4682964574432225,-4.446455834606358,-4.424264296033988,-4.404378169827234,-4.381074596553267,-4.378280180405663
-4.769989877241778,-4.707132600052781,-4.688335952749005,-4.668734306428648,-4.62553899869422,-4.60408489118958,-4.583895296014476,-4.536465946070033,-4.509044257464894,-4.483363942366558,-4.4661614629532105,-4.444344940773052,-4.422171376384597,-4.402331314769,-4.379042865267848,-4.376389801673985
-4.767597641753874,-4.704773079908937,-4.686004019949943,-4.666428106829418,-4.623227710270042,-4.6018090596000105,-4.581646587408167,-4.534175735472616,-4.506770639695055,-4.481111036763767,-4.463978561768055,-4.442187971698193,-4.420030842920926,-4.40023737639359,-4.376965468729474,-4.3744557316305785
-4.765143358692529,-4.702354126197667,-4.683612947118957,-4.664060685421615,-4.620856632275444,-4.599473523812414,-4.579339719478259,-4.53182855139806,-4.504444173037894,-4.478806067989519,-4.46174515861321,-4.43998216499657,-4.417840033710127,-4.3980936872257566,-4.374839657291927,-4.372475174048222
-4.762624730050245,-4.699873607666509,-4.681160624843107,-4.661630179004088,-4.618423947637095,-4.597076448832732,-4.5769727697178775,-4.5294224164956525,-4.502062543633008,-4.4764466364695155,-4.459458658214128,-4.437724758282976,-4.41559628681935,-4.395897579790247,-4.37266268130899,-4.3704453326996875
