Q_dch_interp_01,Q_dch_interp_03,Q_dch_interp_05,Q_dch_interp_07,Q_dch_interp_09,Q_dch_interp_11,Q_dch_interp_13,Q_dch_interp_15,Q_dch_interp_17,Q_dch_interp_19,Q_dch_interp_21,Q_dch_interp_23,Q_dch_interp_25,Q_dch_interp_27,Q_dch_interp_29,Q_dch_interp_31
-4.777199835806439,-4.742894769325683,-4.6989301040794995,-4.6684322803765586,-4.609222806441104,-4.57478712480318,-4.543889798058833,-4.484615961950737,-4.335774000924615,-4.2706520734437765,-4.223874203640516,-4.178247498416623,-4.128270726601301,-4.069015150426995,-4.022206118130155,-3.9712724057726807
-4.7752964368235125,-4.740925447788003,-4.696991950230511,-4.666537049503071,-4.60733323724601,-4.572854894387884,-4.5419474211071265,-4.482928246414705,-4.33412205297785,-4.269006554342834,-4.222256841357797,-4.176625468720695,-4.126654902703698,-4.067354049868522,-4.020504494718171,-3.969566850588727
-4.773343769970388,-4.738912269202217,-4.695009829488201,-4.664596429423055,-4.6053972085469645,-4.570884384365793,-4.539969910999488,-4.481217160194327,-4.332449805030194,-4.26733773654672,-4.220621002898332,-4.174987253817045,-4.125022151896384,-4.065670497389373,-4.018783499937821,-3.9678339356351673
-4.771339900801694,-4.736853151368903,-4.692981749555664,-4.662608524850254,-4.603412955552467,-4.568873471451009,-4.5379550008016105,-4.479479766408045,-4.33075438534077,-4.265642851938955,-4.218963780148427,-4.173329850006286,-4.123369496372589,-4.063961598146456,-4.017040130043544,-3.9660708070601567
-4.769282894872057,-4.734746012088642,-4.690905718135994,-4.660571440498409,-4.601378713471019,-4.566820032357632,-4.535900423579175,-4.477713128174293,-4.329032922168693,-4.263919132403068,-4.217282264994388,-4.171650253589029,-4.121693958325537,-4.062224457296675,-4.015271381289782,-3.9642746110118514
-4.767170817736106,-4.732588769162015,-4.68877974293229,-4.658483281081265,-4.599292717511115,-4.564721943799764,-4.533803912397869,-4.475914308611511,-4.32728254377309,-4.262163809822582,-4.215573549322522,-4.169945460865883,-4.119992559948454,-4.06045617999694,-4.013474249930979,-3.9624424936384086
-4.765001734948465,-4.730379340389597,-4.6866018316476445,-4.656342151312565,-4.597153202881257,-4.562577082491508,-4.53166320032338,-4.474080370838139,-4.325500378413076,-4.260374116081023,-4.213834725019134,-4.168212468137462,-4.118262323434568,-4.058653871404157,-4.011645732221574,-3.9605716010879846
-4.762773712063762,-4.728115643571972,-4.684369991985154,-4.654146155906049,-4.594958404789939,-4.56038332514696,-4.529476020421392,-4.472208377972612,-4.323683554347773,-4.258547283061914,-4.212062883970532,-4.166448271704374,-4.116500270977104,-4.056814636675234,-4.00978282441601,-3.9586590795087355
-4.760484814636623,-4.725795596509717,-4.682082231647914,-4.651893399575463,-4.592706558445665,-4.558138548480225,-4.527240105757593,-4.4702953931333695,-4.321829199836301,-4.256680542648782,-4.210255118063022,-4.16464986786723,-4.114703424769289,-4.054935580967075,-4.007882522768728,-3.956702075048818
-4.758133108221679,-4.723417117003411,-4.679736558339019,-4.649581987034548,-4.590395899056929,-4.555840629205406,-4.524953189397667,-4.4683384794388505,-4.319934443137777,-4.254771126725149,-4.208408519182909,-4.162814252926643,-4.112868807004348,-4.053013809436591,-4.005941823534172,-3.95469773385639
-4.755716658373554,-4.720978122853634,-4.677330979761565,-4.647210022997049,-4.5880246618322325,-4.5534874440366,-4.522613004407301,-4.466334700007492,-4.317996412511326,-4.252816267174545,-4.206520179216501,-4.1609384231832225,-4.110993439875507,-4.051046427240683,-4.003957722966781,-3.952643202079606
-4.7532335306468765,-4.718476531860968,-4.674863503618645,-4.644775612176708,-4.585591081980073,-4.551076869687911,-4.520217283852182,-4.464281117957733,-4.316012236216064,-4.2508131958804904,-4.204587190050103,-4.15901937493758,-4.109074345575994,-4.049030539536264,-4.001927217320999,-3.9505356258666233
-4.750681790596272,-4.715910261825986,-4.67233213761336,-4.642276859287265,-4.583093394708951,-4.5486067828734384,-4.517763760797994,-4.462174796408009,-4.313979042511116,-4.2487591447265105,-4.2026066435700224,-4.157054104490324,-4.107108546299033,-4.046963251480238,-3.9998473028512653,-3.9483721513655983
-4.748059503776368,-4.7132772305492745,-4.669734889448799,-4.639711869042467,-4.58052983522736,-4.546075060307286,-4.515250168310426,-4.460012798476763,-4.311893959655594,-4.246651345596132,-4.200575631662564,-4.15503960814207,-4.105093064237851,-4.044841668229512,-3.9977149758120247,-3.946149924724687
-4.745364735741792,-4.710575355831409,-4.66706976682806,-4.637078746156055,-4.577898638743806,-4.543479578703553,-4.512674239455162,-4.457792187282427,-4.309754115908627,-4.244487030372877,-4.198491246214036,-4.152972882193426,-4.103024921585675,-4.042662894940993,-3.9955272324577167,-3.943866092092047
-4.742595552047173,-4.70780255547297,-4.664334777454241,-4.634375595341774,-4.5751980404667805,-4.54081821477634,-4.510033707297889,-4.455510025943445,-4.307556639529328,-4.242263430940274,-4.196350579110742,-4.1508509229450015,-4.100901140535729,-4.040424036771588,-3.993281069042783,-3.9415177996158346
