Q_dch_interp_01,Q_dch_interp_03,Q_dch_interp_05,Q_dch_interp_07,Q_dch_interp_09,Q_dch_interp_11,Q_dch_interp_13,Q_dch_interp_15,Q_dch_interp_17,Q_dch_interp_19,Q_dch_interp_21,Q_dch_interp_23,Q_dch_interp_25,Q_dch_interp_27,Q_dch_interp_29,Q_dch_interp_31,Q_dch_interp_33
-4.76699587210202,-4.756404208118067,-4.751031632595604,-4.740697978565517,-4.717773375575704,-4.712312555357372,-4.701710043557592,-4.681192606934734,-4.660658440503801,-4.639998999366299,-4.622674350241312,-4.6031479807538025,-4.5841892980273435,-4.5629188847681945,-4.53663768763329,-4.520770451896138,-4.479232939384421
-4.764995729707219,-4.754413113905903,-4.74910155255373,-4.73875450052317,-4.715943023637574,-4.710379035078087,-4.699924901467655,-4.679279395713842,-4.658736563112572,-4.638101537083331,-4.620771004832403,-4.601242728157319,-4.5823002049166615,-4.561041306392923,-4.5347659693492295,-4.518960900786912,-4.477434686551949
-4.762957960443857,-4.752381405492909,-4.74712126457962,-4.736765413827643,-4.714058101952225,-4.708402207617286,-4.698081999177095,-4.6773243514892275,-4.65677848124873,-4.636169509329044,-4.618836952735053,-4.599310911745752,-4.580384845951763,-4.55913858595387,-4.532870747565631,-4.517123782702385,-4.475612503140448
-4.760880118131099,-4.750306804370971,-4.745088911002605,-4.734728660608303,-4.712116943120817,-4.706379904162985,-4.696179753059837,-4.675325252188806,-4.654781749414712,-4.634200414083988,-4.616869525965084,-4.597349665380627,-4.57844037967997,-4.5572078521450194,-4.53094911276353,-4.515256361608454,-4.473763524975549
-4.75875975658811,-4.748187032031977,-4.743002634152013,-4.73264218299451,-4.710117879744514,-4.7043099559031925,-4.694216579489804,-4.67327987574049,-4.652743922112956,-4.632191749328718,-4.6148660565383235,-4.595356122923477,-4.576463964648603,-4.555246233660352,-4.528998155423963,-4.513355901471008,-4.471884887882879
-4.756594429634054,-4.746019809967814,-4.740860576357175,-4.730503923115627,-4.708059244424474,-4.702190194025918,-4.692190894840923,-4.671186000072186,-4.6506625538459,-4.630141013043781,-4.61282387647059,-4.5933274182358295,-4.574452759404977,-4.553250859193851,-4.527014966027976,-4.511419666255939,-4.469973727688065
-4.7543816910880965,-4.743802859670371,-4.738660879947422,-4.728311823101019,-4.705939369761863,-4.7000184497191775,-4.690101115487118,-4.6690414031118115,-4.6485351991159805,-4.628045703209731,-4.6107403177777115,-4.591260685179214,-4.572403922496417,-4.551218857439499,-4.524996635056602,-4.509444919929142,-4.468027180216734
-4.752119094769399,-4.741533902631536,-4.736401687252085,-4.726063825080044,-4.703756588357837,-4.697792554170977,-4.687945657802316,-4.666843862787276,-4.646359412425641,-4.62590331780712,-4.60861271247551,-4.58915305761516,-4.570314612470235,-4.549147357091279,-4.522940252990882,-4.507428926456507,-4.466042381294517
-4.74980419449713,-4.739210660343199,-4.734081140600493,-4.72375787118207,-4.701509232813563,-4.69551033856933,-4.685722938160444,-4.664591157026491,-4.64413274827731,-4.623711354816496,-4.606438392579807,-4.587001669405198,-4.5681819878737535,-4.547033486843171,-4.520842910311854,-4.505368949803928,-4.46401646674704
-4.747434544090453,-4.736830854297245,-4.731697382321975,-4.721391903536455,-4.699195635730199,-4.693169634102246,-4.6834313729354236,-4.66228106375737,-4.641852761173432,-4.621467312218413,-4.604214690106428,-4.584803654410855,-4.566003207254293,-4.544874375389158,-4.51870169750056,-4.503262253937297,-4.461946572399934
-4.745007697368532,-4.734392205985562,-4.7292485547458645,-4.718963864272565,-4.696814129708906,-4.690768271957739,-4.681069378501181,-4.659911360907822,-4.639517005616446,-4.6191686879934215,-4.601938937071196,-4.582556146493663,-4.563775429159168,-4.542667151423226,-4.5165137050380375,-4.501106102822507,-4.459829834078825
-4.742521208150532,-4.73189243690004,-4.726732800201491,-4.716471695519763,-4.694363047350849,-4.688304083323818,-4.6786353712316435,-4.657479826405762,-4.637123036108784,-4.616812980122073,-4.599608465489936,-4.580256279515149,-4.561495812135702,-4.540408943639352,-4.5142760234053245,-4.498897760425448,-4.45766338760934
-4.739972630255616,-4.729329268532565,-4.724148261018184,-4.713913339407409,-4.691840721257185,-4.685774899388492,-4.676127767500737,-4.6549842381791,-4.634668407152889,-4.614397686584918,-4.597220607378469,-4.577901187336845,-4.559161514731211,-4.538096880731521,-4.511985743083461,-4.496634490712015,-4.455444368817109
-4.737359517502951,-4.726700422375026,-4.721493079525275,-4.711286738064866,-4.689245484029079,-4.683178551339775,-4.673544983682383,-4.652422374155746,-4.632150673251197,-4.611920305362508,-4.59477269475262,-4.575488003820279,-4.556769695493015,-4.5357280913937155,-4.509639954553485,-4.494313557648099,-4.453169913527759
-4.7346794237117,-4.724003619919309,-4.718765398052093,-4.708589833621499,-4.686575668267692,-4.6805128703656775,-4.6708854361505106,-4.649792012263616,-4.629567388906147,-4.609378334435395,-4.592262059628211,-4.57301386282698,-4.554317512968432,-4.5332997043199175,-4.507235748296438,-4.491932225199594,-4.4508371575669194
-4.7319299027010295,-4.7212365826573075,-4.715963358927967,-4.705820568206669,-4.683829606574184,-4.67777568765421,-4.668147541279043,-4.647090930430618,-4.626916108620174,-4.606769271784129,-4.589686034021067,-4.570475898218478,-4.551802125704783,-4.530808848204109,-4.504770214793356,-4.489487757332391,-4.448443236760217
-4.729108508290102,-4.718397032080903,-4.713085104482231,-4.70297688394974,-4.681005631549717,-4.674964834393383,-4.665329715441907,-4.644316906584668,-4.624194386895718,-4.604090615389264,-4.58704194994701,-4.5678712438563025,-4.549220692249383,-4.528252651740272,-4.502240444525279,-4.4869774180123825,-4.445985286933281
-4.726212794298082,-4.715482689681987,-4.710128777044213,-4.700056722980072,-4.678102075795453,-4.672078141771208,-4.662430375013028,-4.641467718653674,-4.621399778235218,-4.601339863231349,-4.584327139421865,-4.565197033601985,-4.5465703711495555,-4.525628243622391,-4.499643527973247,-4.48439847120546,-4.44346044391174
-4.723240314544137,-4.712491276952446,-4.707092518943246,-4.697058027427031,-4.675117271912552,-4.669113440975697,-4.6594479363663295,-4.638541144565549,-4.61852983714111,-4.598514513290936,-4.581538934461456,-4.562450401317051,-4.543848320952617,-4.5229327525444445,-4.496976555618299,-4.481748180877519,-4.4408658435212205
