Q_dch_interp_01,Q_dch_interp_03,Q_dch_interp_05,Q_dch_interp_07,Q_dch_interp_09,Q_dch_interp_11,Q_dch_interp_13,Q_dch_interp_15,Q_dch_interp_17,Q_dch_interp_19,Q_dch_interp_21,Q_dch_interp_23,Q_dch_interp_25
-4.758259700421612,-4.713797594913908,-4.681650425403445,-4.670547460337606,-4.657014375309901,-4.617473666151,-4.600121819164246,-4.580734639787143,-4.553415578540052,-4.5445169714397755,-4.520047530552285,-4.51347307356891,-4.517155586930343
-4.756319475890457,-4.711888674998827,-4.6797189953381135,-4.668644737948781,-4.655157449624576,-4.615572256133272,-4.598204201787658,-4.578842666344411,-4.551509875729592,-4.542605911382945,-4.518111012383596,-4.511632696799193,-4.515340314662998
-4.754338484118292,-4.709941032545792,-4.677757855324119,-4.666706806716626,-4.653256221156956,-4.613633508920364,-4.596249880501697,-4.576909054915855,-4.54956128543542,-4.540656951367113,-4.51613690065683,-4.509750080413364,-4.513477206242559
-4.752314388112749,-4.707952418799611,-4.675764355798896,-4.664731383539301,-4.651308827353792,-4.611655331685662,-4.594256734820244,-4.574931895251787,-4.547567973650566,-4.538667992853834,-4.5141230732563224,-4.507823227380561,-4.51156473503373
-4.750244850881463,-4.705920585005089,-4.673735847199879,-4.662716185314961,-4.649313405661831,-4.609635631602557,-4.592222644257186,-4.572909277102515,-4.54552810636806,-4.536636937304667,-4.512067408066406,-4.505850140669924,-4.509601374401208
-4.748127535432065,-4.703843282407032,-4.671669679964502,-4.660658928941768,-4.6472680935278206,-4.607572315844434,-4.590145488326396,-4.57083929021835,-4.543439849580932,-4.534561686181168,-4.509967782971414,-4.503828823250595,-4.507585597709695
-4.745960104772189,-4.701718262250249,-4.669563204530202,-4.658557331317877,-4.645171028398509,-4.605463291584683,-4.588023146541762,-4.568720024349602,-4.541301369282213,-4.532440140944896,-4.5078220758556835,-4.5017572780917146,-4.50551587832389
-4.743740221909468,-4.699543275779543,-4.667413771334411,-4.656409109341449,-4.643020347720645,-4.603306465996692,-4.58585349841716,-4.566549569246581,-4.539110831464931,-4.530270203057407,-4.505628164603548,-4.499633508162422,-4.503390689608494
-4.741465549851537,-4.697316074239724,-4.665218730814566,-4.65421197991064,-4.640814188940977,-4.601099746253849,-4.583634423466476,-4.564326014659595,-4.5368664021221194,-4.528049773980259,-4.5033839270993425,-4.497455516431856,-4.501208504928207
-4.739133751606026,-4.695034408875599,-4.6629754334081,-4.65196365992361,-4.638550689506252,-4.598841039529543,-4.581363801203589,-4.562047450338956,-4.534566247246809,-4.5257767551750065,-4.5010872412274,-4.495221305869159,-4.498967797647729
-4.7367424901805695,-4.692696030931972,-4.6606812295524485,-4.649661866278517,-4.63622798686322,-4.59652825299716,-4.579039511142382,-4.559711966034974,-4.532208532832025,-4.5234490481032115,-4.498735984872056,-4.492928879443471,-4.496667041131761
-4.7342894285828,-4.69029869165365,-4.658333469685047,-4.647304315873519,-4.633844218458628,-4.594159293830091,-4.576659432796731,-4.557317651497957,-4.529791424870802,-4.521064554226427,-4.496328035917646,-4.49057624012393,-4.494304708745001
-4.7317722298203515,-4.6878401422854425,-4.6559295042433275,-4.6448887256067755,-4.631397521739224,-4.591732069201724,-4.574221445680526,-4.554862596478215,-4.527313089356168,-4.5186211750062135,-4.493861272248503,-4.4881613908796805,-4.49187927385215
-4.729188556900857,-4.685318134072154,-4.653466683664727,-4.642412812376443,-4.628886034151757,-4.589244486285445,-4.57172342930764,-4.55234489072606,-4.5247716922811545,-4.5161168119041255,-4.491333571748961,-4.485682334679858,-4.489389209817909
-4.726536072831948,-4.682730418258592,-4.65094235838668,-4.6398742930806804,-4.626307893142974,-4.586694452254644,-4.569163263191958,-4.549762623991802,-4.522165399638791,-4.5135493663817225,-4.4887428123033555,-4.483137074493604,-4.486832990006978
-4.723812440621261,-4.680074746089561,-4.6483538788466205,-4.637270884617649,-4.6236612361596245,-4.584079874282708,-4.566538826847362,-4.5471138860257465,-4.519492377422109,-4.510916739900563,-4.486086871796021,-4.480523613290061,-4.484209087784056
-4.721015323276426,-4.677348868809871,-4.645698595481983,-4.634600303885501,-4.620944200648458,-4.581398659543025,-4.563847999787731,-4.54439676657821,-4.516750791624135,-4.508216833922198,-4.4833636281112925,-4.477839954038368,-4.481515976513845
-4.718142383805077,-4.674550537664328,-4.642973858730205,-4.6318602677824,-4.618154924056218,-4.578648715208984,-4.5610886615269495,-4.541609355399497,-4.513938808237905,-4.505447549908192,-4.480570959133503,-4.475084099707663,-4.478752129561042
-4.715191285214846,-4.671677503897737,-4.640177019028717,-4.629048493206504,-4.615291543829657,-4.575827948453974,-4.558258691578897,-4.538749742239919,-4.5110545932564445,-4.502606789320097,-4.477706742746986,-4.47225405326709,-4.4759160202903505
-4.712159690513371,-4.668727518754904,-4.637305426814956,-4.626162697055969,-4.612352197415522,-4.572934266451382,-4.555355969457453,-4.535816016849786,-4.508096312672787,-4.499692453619475,-4.4747688568360795,-4.469347817685786,-4.473006122066467
-4.709045262708279,-4.665698333480639,-4.634356432526356,-4.623200596228956,-4.609335022260562,-4.569965576374598,-4.552378374676501,-4.532806268979408,-4.505062132479958,-4.496702444267879,-4.471755179285116,-4.466363395932892,-4.470020908254096
-4.705845664807206,-4.6625876993197455,-4.6313273866003515,-4.620159907623621,-4.606238155811523,-4.566919785397006,-4.549323786749923,-4.529718588379096,-4.501950218670992,-4.493634662726867,-4.468663587978429,-4.46329879097755,-4.466958852217934
-4.702558559817784,-4.6593933675170325,-4.62821563947438,-4.61703834813812,-4.6030597355151555,-4.563794800691999,-4.546190085191599,-4.526551064799158,-4.4987587372389175,-4.490487010458,-4.465491960800354,-4.460152005788897,-4.463818427322684
-4.699181610747647,-4.656113089317306,-4.625018541585872,-4.613833634670619,-4.599797898818205,-4.5605885294329624,-4.54297514951541,-4.523301787989904,-4.495485854176767,-4.4872573889228295,-4.4622381756352265,-4.456921043336077,-4.460598106933043
-4.695712480604429,-4.652744615965372,-4.621733443372264,-4.610543484119271,-4.596450783167423,-4.557298878793286,-4.539676859235239,-4.519968847701645,-4.492129735477567,-4.483943699582919,-4.45890011036738,-4.453603906588229,-4.457296364413713
-4.69214883239576,-4.649285698706038,-4.6183576952709915,-4.607165613382232,-4.5930165260095555,-4.5539237559463555,-4.536293093864965,-4.51655033368469,-4.488688547134351,-4.48054384389982,-4.455475642881149,-4.45019859851449,-4.453911673129394
-4.688488329129276,-4.645734088784111,-4.614888647719488,-4.603697739357666,-4.5894932647913524,-4.550461068065563,-4.53282173291847,-4.513044335689351,-4.4851604551401465,-4.477055723335093,-4.4519626510608665,-4.446703122084005,-4.450442506197649
-4.684728633812609,-4.642087537444396,-4.611323651155189,-4.6001375789437295,-4.5858791369595595,-4.546908722324294,-4.529260655909637,-4.509448943465934,-4.481543625487986,-4.473477239350295,-4.448359012790869,-4.443115480265909,-4.446886981196393
-4.680867409453392,-4.6383437959317,-4.607660056015529,-4.59648284903858,-4.5821722799609255,-4.543264625895937,-4.525607742352344,-4.505762246764753,-4.477836224170898,-4.469806293406983,-4.444662605955491,-4.439433676029348,-4.443242150236575
-4.676902319059257,-4.634500615490832,-4.603895212737942,-4.592731266540376,-4.578370831242202,-4.53952668595388,-4.521860871760476,-4.501982335336114,-4.474036417181913,-4.466040786966712,-4.440871308439066,-4.435655712343458,-4.439504866686578
-4.672831025637842,-4.630555747366596,-4.600026472431119,-4.5888805483472765,-4.574472928250133,-4.535692809671512,-4.518017923647911,-4.4981072989303295,-4.470142370514062,-4.462178621491043,-4.436982998125927,-4.43177959217738,-4.435671983914788
-4.668651192196774,-4.6265069428038,-4.596051556397947,-4.584928411357439,-4.570476708431468,-4.531760904222219,-4.514076777528533,-4.4941352272977095,-4.466152250160375,-4.458217698441533,-4.4329955529004135,-4.427803318500256,-4.431740355289585
-4.664360481743689,-4.622351953047251,-4.591969169600641,-4.580872572469023,-4.566380309232957,-4.527728876779394,-4.510035312916221,-4.490064210188562,-4.462064222113881,-4.454155919279737,-4.428906850646855,-4.423724894281224,-4.42770683417935
-4.659956557286221,-4.618088529341755,-4.5877781785655705,-4.576710748580184,-4.562181868101346,-4.523594634516421,-4.505891409324859,-4.4858923373531985,-4.457876452367612,-4.449991185467212,-4.424714769249587,-4.419542322489426,-4.42356827395247
-4.655437081831999,-4.6137144229321185,-4.583477449819106,-4.572440656589084,-4.557879522483384,-4.519356084606688,-4.501642946268326,-4.481617698541928,-4.453587106914598,-4.445721398465516,-4.420417186592947,-4.415253606094001,-4.419321527977328
-4.650799718388661,-4.609227385063148,-4.5790658498876216,-4.568060013393879,-4.55347140982582,-4.515011134223586,-4.497287803260505,-4.47723838350506,-4.449194351747868,-4.441344459736208,-4.416011980561265,-4.41085674806409,-4.4149634496223005
-4.646042129963837,-4.604625166979652,-4.574542245297487,-4.563566535892729,-4.548955667575401,-4.510557690540503,-4.492823859815275,-4.472752481992908,-4.444696352860452,-4.436858270740846,-4.411497029038877,-4.406349751368831,-4.410490892255778
-4.641161979565162,-4.599905519926436,-4.569905502575077,-4.558957940983792,-4.544330433178876,-4.505993660730826,-4.4882489954465195,-4.468158083755776,-4.440091276245383,-4.432260732940983,-4.406870209910119,-4.401730618977367,-4.40590070924614
-4.636156930200268,-4.595066195148306,-4.565154488246762,-4.554231945565224,-4.539593844082992,-4.501316951967942,-4.483561089668119,-4.463453278543979,-4.435377287895688,-4.427549747798178,-4.402129401059325,-4.396997353858837,-4.401189753961769
-4.631024644876787,-4.5901049438900685,-4.560288068838911,-4.549386266535187,-4.534744037734498,-4.49652547142524,-4.478758021993954,-4.458636156107822,-4.430552553804398,-4.422723216773989,-4.3972724803708285,-4.392147958982381,-4.396354879771047
-4.625762814686603,-4.585019533920533,-4.555305110877898,-4.544418632219384,-4.529779151580143,-4.491617126276109,-4.473837671937908,-4.45370480619762,-4.425615239964544,-4.417779041329975,-4.392297325728965,-4.387180437317141,-4.391392940042359
-4.620370261986564,-4.579808521965829,-4.550204480890094,-4.539327418104207,-4.524697323066674,-4.486589823693937,-4.468797919013859,-4.448657311499304,-4.420563476017396,-4.41271512292769,-4.387201815018068,-4.382092791832255,-4.386300788144089
-4.614847301949261,-4.5744715835592045,-4.54498504540187,-4.534111981246829,-4.519496689640839,-4.481441470852113,-4.463636643263257,-4.443491500845118,-4.415394827274598,-4.407529363028693,-4.381983826122473,-4.376883025496864,-4.381075294069477
-4.60919435188956,-4.5690084792615515,-4.5396456709396,-4.528771760673621,-4.5141752767969665,-4.476169977523675,-4.458352129303158,-4.438204884841004,-4.4101064139501505,-4.40221966309454,-4.376641236926513,-4.3715491412801075,-4.375714388316451
-4.603411829122329,-4.563418969633762,-4.534185224029653,-4.523306195410954,-4.508730507264543,-4.4707733761130815,-4.452943787909423,-4.432794953947509,-4.404695344174584,-4.3967839245867895,-4.371171925314523,-4.366089142151128,-4.370217682459445
-4.597500150962433,-4.557702815236722,-4.528602452788257,-4.517714724485208,-4.503159601802699,-4.465249872067443,-4.447411224247792,-4.427259198625185,-4.399158726078431,-4.391220048966998,-4.3655737691708385,-4.360501031079061,-4.364584937130034
-4.591459734724742,-4.551859776631327,-4.5228950180885965,-4.511996786922755,-4.4974597810245225,-4.459597683892063,-4.441754043483997,-4.421595109334578,-4.393493667792217,-4.385525937696724,-4.359844646379794,-4.354782811033053,-4.358815912959806
-4.585290997724118,-4.545889614378464,-4.517059996039514,-4.5061518217499685,-4.4916282655431,-4.453815030092244,-4.435971850783781,-4.41580017653624,-4.387697277446478,-4.379699492237524,-4.3539824348257214,-4.34893248498224,-4.35291037058034
-4.5789943572754295,-4.539792089039029,-4.511094457120733,-4.5001792679932215,-4.485662275971521,-4.447900129173281,-4.430064251312873,-4.409871890690719,-4.38176666317174,-4.373738614050954,-4.347985012392959,-4.342948055895763,-4.346868070623223
-4.572570230693543,-4.533566961173906,-4.504995471811976,-4.494078564678894,-4.479559032922876,-4.441851199640476,-4.424030850237016,-4.403807742258566,-4.375698933098533,-4.3676412045985735,-4.341850256965837,-4.336827526742762,-4.340688773720032
-4.5660190352933245,-4.527213991343991,-4.498760110592968,-4.487849150833355,-4.473315757010248,-4.435666459999134,-4.4178706977973965,-4.397605221700329,-4.3694911953573925,-4.361405165341938,-4.335576046428694,-4.33056890049238,-4.334372240502353
-4.559341188389641,-4.5207329401101735,-4.492385443943431,-4.481490465482982,-4.4669296688467295,-4.429344128754551,-4.411580125181761,-4.391261819476558,-4.363140558078845,-4.355028397742606,-4.329160258665862,-4.324170180113752,-4.3279182316017675
-4.552537107297357,-4.514123568033342,-4.485868542343087,-4.475001947654146,-4.460397989045407,-4.422882424412029,-4.4051546321045105,-4.3847750260478024,-4.35664412939342,-4.348508803262134,-4.322600771561676,-4.317629368576023,-4.321326507649858
-4.545607208931534,-4.507385635674388,-4.479206476271663,-4.468383036373224,-4.453717938219368,-4.416279565476867,-4.3985897180699665,-4.37814233187461,-4.34999901743165,-4.3418442833620805,-4.315895463000471,-4.31094446884833,-4.314596829278208
-4.538549183490634,-4.500518063697818,-4.472396316208879,-4.461633011288223,-4.446886736981703,-4.4095337704543685,-4.3918808825824485,-4.371361227417532,-4.343202330324066,-4.335032739504,-4.309042210866581,-4.3041134838998145,-4.307728957118398
-4.531351486492569,-4.493510995135158,-4.465435132634461,-4.454745568697289,-4.439901605945499,-4.402643257849832,-4.385023625146279,-4.364429203137117,-4.336251176201196,-4.328072073149453,-4.30203889304434,-4.297134416699617,-4.300722651802012
-4.524000620377875,-4.48634934564525,-4.45831999602813,-4.447707487614279,-4.4327597657238424,-4.395606243574217,-4.3780130115045655,-4.357343749493915,-4.32914266319357,-4.320960185759995,-4.294883387418082,-4.290005270216877,-4.29357767396063
-4.51648308758709,-4.479017961398627,-4.45104797686961,-4.440505117043524,-4.425458436929824,-4.38841777065176,-4.370839290595618,-4.350102356948475,-4.321873899431723,-4.313694978797184,-4.287573571872144,-4.282724047420736,-4.2862937842258395
-4.508785390560746,-4.47150168856582,-4.443613651946363,-4.433124805989363,-4.41799484017653,-4.381063537546286,-4.363489707646979,-4.342702515961346,-4.314441993046181,-4.306274353722576,-4.280107324290858,-4.275288751280332,-4.278870743229218
-4.500894031739387,-4.463785373317356,-4.436000850995729,-4.425552903456131,-4.410366196077052,-4.373527530977993,-4.355951462292142,-4.3351417169930775,-4.306844052167476,-4.298696211997729,-4.27248252255856,-4.267697384764808,-4.2713083116023505
-4.492795513563542,-4.455853861823772,-4.428190509204973,-4.417775758448165,-4.402569725244474,-4.365793737667077,-4.3482117541646,-4.327417450504219,-4.299077184926139,-4.290958455084201,-4.264697044559584,-4.2599479508433005,-4.263606249976819
-4.484476338473755,-4.447692000255594,-4.420163561720102,-4.409779719969805,-4.394602648291885,-4.357846144333732,-4.3402577828978535,-4.31952720695532,-4.291138499452697,-4.283058984443549,-4.2567484812499465,-4.252038452484953,-4.255764318984206
-4.475922955541229,-4.439284634783352,-4.411900943687121,-4.401551137025383,-4.386462185832376,-4.349668737698153,-4.332076748125396,-4.31146847680693,-4.283024429902796,-4.274995701537329,-4.248625459472236,-4.2439667609411265,-4.247782279256094
