Q_dch_interp_01,Q_dch_interp_03,Q_dch_interp_05,Q_dch_interp_07,Q_dch_interp_09,Q_dch_interp_11,Q_dch_interp_13,Q_dch_interp_15,Q_dch_interp_17,Q_dch_interp_19,Q_dch_interp_21,Q_dch_interp_23,Q_dch_interp_25,Q_dch_interp_27,Q_dch_interp_31
-4.059996083426271,-4.021896770909946,-3.992991612364895,-3.970027983319094,-3.9421684234523924,-3.9225142349707793,-3.9020026869748463,-3.867724185305416,-3.8310518279213577,-3.7969283457722014,-3.7535552007348163,-3.7268206297985067,-3.6967402607860786,-3.667894339536282,-3.630131949775877
-4.03815376807319,-4.000291248985462,-3.9709267964925834,-3.947913964106793,-3.9203056291216147,-3.9007123372066843,-3.880170406799399,-3.846090189428137,-3.809125386680172,-3.77484122434121,-3.7311420937506488,-3.7044995314168303,-3.6740802059437847,-3.6452819594560038,-3.607589874450035
-4.015190271387369,-3.977634121813024,-3.9477433938735182,-3.9246938015020363,-3.8973397280995727,-3.8778928038433116,-3.8572129580978674,-3.82339140505583,-3.7860981147953683,-3.7516954585312856,-3.707767193987322,-3.681034002174928,-3.6503194958062464,-3.621638767602119,-3.58401888808059
-3.991077422244613,-3.953849550054166,-3.9233812502663845,-3.9003400931719643,-3.873201379728294,-3.853964240541992,-3.8330948619965954,-3.7996172050821113,-3.7619712719927474,-3.727564667052241,-3.683410110423778,-3.6563238318881153,-3.6254675451416007,-3.596919400826031,-3.559455279819963
-3.9658132617809168,-3.9288529190856787,-3.8978149985566044,-3.8748366402937284,-3.8478251674843396,-3.8288079236731623,-3.8078378675189315,-3.7747838180255524,-3.7367559896013747,-3.702519219364596,-3.6579506975345693,-3.6304424830845163,-3.5996038533070536,-3.5710784959791346,-3.533958378182199
-3.9393964901970806,-3.902559265962534,-3.871175178032047,-3.8481666894173348,-3.821169947295677,-3.8023404445430233,-3.7814683455109104,-3.748899044534789,-3.710496209363842,-3.6764670773407606,-3.6311046009203842,-3.603548567271358,-3.5728296062142477,-3.544071201134464,-3.507596538103546
-3.911825807693897,-3.8749595843207865,-3.8435261287671665,-3.820306370434269,-3.793504925248128,-3.7747094462157498,-3.7540126668185634,-3.7219083830109487,-3.683295632169266,-3.6491647583027547,-3.603083443195853,-3.575827367742106,-3.5449968403289676,-3.515888928544235,-3.480382169433927
-3.8830999144721625,-3.8462170772314437,-3.8147243486416462,-3.791227129112789,-3.7649779544350848,-3.746146558167199,-3.725497176693931,-3.6937314775281203,-3.6552385091591804,-3.6204601225479998,-3.5744362899856554,-3.54742710588863,-3.515673010847066,-3.4865827747213656,-3.4521768706173073
-3.8532177030404333,-3.8162162467547818,-3.784639239209193,-3.7609464115385918,-3.735130899274388,-3.7165560279474414,-3.6959323650902154,-3.664339690407174,-3.6261564642918245,-3.590661967252806,-3.5448835886990686,-3.5175143769836628,-3.4855528538032163,-3.4562093990688525,-3.4228463327884353
-3.8221791742395936,-3.7849553363475343,-3.7533262821162294,-3.7295820812974156,-3.7039922128437337,-3.685623577147563,-3.6652858664759393,-3.6337899105991998,-3.5957437158632226,-3.560177620352905,-3.513411885933887,-3.486018672455721,-3.454631698916055,-3.4248254609896964,-3.392556029937418
-3.7899847251394183,-3.7526072873715317,-3.720906722137541,-3.697248237013254,-3.671679949063726,-3.653910361851555,-3.633518146143225,-3.6021461164575284,-3.563975483619223,-3.5289227583686333,-3.48089530735565,-3.453629772227714,-3.422461421555057,-3.3924797558495623,-3.3616359288637163
-3.756634753307447,-3.7193009420949315,-3.6874259838311656,-3.663777024938808,-3.638312161854967,-3.621286677669194,-3.6005896693841897,-3.5694586139191475,-3.5312344754494855,-3.4964723657701375,-3.447979667874514,-3.4205006924880395,-3.389029572587965,-3.3591469214411003,-3.330077360067956
-3.7221293215978206,-3.6850357130674776,-3.65279045054035,-3.628896865574971,-3.6040035171687492,-3.587038975423552,-3.5664677119203914,-3.5357741208245628,-3.497768601586946,-3.4624465426416293,-3.4140170699458263,-3.386330086379674,-3.354617771674399,-3.3247608481382662,-3.2974856921729674
-3.6864118247414672,-3.6497185849212466,-3.6169449217145107,-3.5937264934192177,-3.5687794093544016,-3.551521269318899,-3.5313908750249445,-3.501301027413328,-3.46348497474585,-3.4274975019010103,-3.3786971908671126,-3.3513888698035013,-3.3195131379678857,-3.2892550050172478,-3.263768508685807
-3.6493056103264676,-3.613060434347875,-3.579939625823036,-3.5569268375809004,-3.532557125265004,-3.5157894693004605,-3.4958862143305334,-3.466328731564198,-3.4281872506371656,-3.3920906436934013,-3.3434191581312116,-3.316410787263809,-3.2838828955111783,-3.2530898502106895,-3.229342986069239
-3.610724303018858,-3.5749945471606,-3.5418371530748156,-3.519092099511882,-3.495024887437341,-3.4777669023775375,-3.458534111581451,-3.4295027498550215,-3.39154887993145,-3.3545751819129705,-3.306822047772483,-3.279808884863263,-3.2465809046146976,-3.2170205169110697,-3.1938172936361737
-3.5710553615262,-3.5343340295210055,-3.502683641340403,-3.479955014453702,-3.455934697079675,-3.439469611334459,-3.4197844913700366,-3.390511203124934,-3.3536577314004914,-3.3164066619378376,-3.26838708007518,-3.2412429671630067,-3.2088551700945938,-3.1800393808314262,-3.157122247979481
-3.531429828039567,-3.4954625327476974,-3.462452359229944,-3.4401069376314446,-3.417011512290792,-3.4010787013836987,-3.381591427194302,-3.3525950107027818,-3.315322425000763,-3.2786979629681547,-3.230184849328428,-3.2034413990088813,-3.1719254092525446,-3.1433711510542883,-3.1210850821132334
-3.4912323429184546,-3.4547588124848567,-3.42343954309079,-3.400317819413966,-3.3764660819213224,-3.361488931340883,-3.342522381014828,-3.3138288609625643,-3.276838475905783,-3.239809569567589,-3.1915036239313452,-3.1657063997342547,-3.133337864375344,-3.104801194793133,-3.0843709100522205
-3.4489565757018097,-3.4136551968390156,-3.381616444511506,-3.3596285987572334,-3.3371021476496514,-3.3213670620894398,-3.3023606109289614,-3.2737454354209996,-3.2370819646325493,-3.2012003509397036,-3.152314845649416,-3.1266887438331796,-3.0946884289857657,-3.067000095652456,-3.046724707507483
-3.4077629783463936,-3.3717631426026635,-3.3399400115462035,-3.3186072270922855,-3.295251085914207,-3.2798799281176434,-3.2618677763547126,-3.233979247382396,-3.1970850920798495,-3.1606448940476937,-3.1136008989196253,-3.0883239862697582,-3.0573978206891113,-3.0289437123400145,-3.0090954590320074
-3.365349530103645,-3.3295490660902733,-3.2979537919768482,-3.2763994218784163,-3.2539669932789126,-3.239424834266902,-3.2202887195487544,-3.192387642892664,-3.157463761299975,-3.1208118427425924,-3.074247426914933,-3.048927484180885,-3.017930739737173,-2.990278580912106,-2.9715424251901426
-3.3222293426758287,-3.286575251413321,-3.254688944539434,-3.2348952152423145,-3.211722159846029,-3.197207865598273,-3.179347817803964,-3.152159063601062,-3.115871681459881,-3.0808134867129047,-3.034691910582654,-3.009212382587558,-2.979538852850291,-2.951609204823596,-2.93337434378655
-3.278271152944484,-3.243345345608815,-3.21260568733532,-3.1911711863317995,-3.1692726919325622,-3.155161734025673,-3.1369511102951124,-3.110338199424164,-3.075232867599742,-3.04032998602688,-2.9948290110472424,-2.9701662068495738,-2.9401896825652845,-2.9125772418473765,-2.894552037228461
-3.235354080087152,-3.1998957220776996,-3.1689518073366094,-3.1497110795174654,-3.1274652709111654,-3.1131313303482635,-3.095184805655176,-3.068967829970713,-3.0343714286540218,-3.0002810233321258,-2.9554257291430877,-2.93096776506439,-2.9005633929241226,-2.873534847865655,-2.856878450233432
-3.191570259819642,-3.1558626133094396,-3.1262228312320124,-3.10639457684459,-3.084634936101083,-3.0707561389836897,-3.053104919165094,-3.027624267282668,-2.9940894714345965,-2.9600981677648583,-2.9163649950892565,-2.89182441591859,-2.8624871922477095,-2.83586541611869,-2.819050508965764
-3.1466154105165063,-3.112059707272926,-3.082743868727709,-3.063866878304908,-3.0422232498929214,-3.0280504516410125,-3.0111209829693175,-2.985813425972627,-2.9538835002273105,-2.9202467720863203,-2.8763883660832548,-2.853134014174484,-2.8237058001386917,-2.797770729729915,-2.7810360298856636
-3.1026965845439167,-3.068362005848657,-3.0400580303061044,-3.0212223724036247,-3.0003816652344657,-2.9867933684702765,-2.970193900225744,-2.9454569124254126,-2.9135502103944217,-2.880868576313517,-2.8383021384276614,-2.813836388841052,-2.785538401667862,-2.759011514499058,-2.7440427869190387
-3.0586112205660214,-3.0238725161422657,-2.996563071400205,-2.9786239725215355,-2.9575852157733897,-2.944236914093144,-2.9282433501614578,-2.904162299561371,-2.873749596066958,-2.841114131041354,-2.799172861309848,-2.7757167976174313,-2.7473985093831876,-2.7220178602170746,-2.70711674465612
-3.0148686385660133,-2.9803321833756073,-2.953710937426426,-2.9361788665563084,-2.915606460799415,-2.902561724115021,-2.886371727098668,-2.8635536561816104,-2.834116629330536,-2.801467505427686,-2.7598914538859827,-2.7373658169687056,-2.709267618902922,-2.6840206895636425,-2.6699625496931643
-2.970690341958069,-2.937739419377081,-2.9116212390843432,-2.894225201870197,-2.8743158533773783,-2.8615236024678024,-2.846591274635047,-2.823171097240359,-2.79440496281177,-2.7631141437968187,-2.7230409209636264,-2.6994990560943,-2.671901955910975,-2.6467726613505205,-2.6330327970940632
-2.9267797737884806,-2.8946602872630556,-2.869193809201263,-2.8531247095680508,-2.8336960264311446,-2.820844136713492,-2.806348459581515,-2.7840487071380924,-2.756194030470147,-2.724887583934248,-2.6852731939983845,-2.662855670057544,-2.6355897741893037,-2.6108056351693993,-2.5970836714125447
-2.8835498254623886,-2.8524491275342543,-2.828490401831413,-2.8121710186387396,-2.792716533023701,-2.780932666459923,-2.7666020225712167,-2.7450077406572047,-2.7177639672845872,-2.6866804027624984,-2.647647948272731,-2.6260812325806473,-2.5997056150033186,-2.575245846034827,-2.561933810470225
-2.841269984152538,-2.8117305350485795,-2.786934278373571,-2.7718469074007954,-2.7529858874883018,-2.741653826001226,-2.7285209340515895,-2.706288391103043,-2.6793277907293533,-2.649964557080563,-2.6114367552294957,-2.5893365530567256,-2.5639363197587284,-2.539848708241731,-2.527092094384109
-2.798364255545636,-2.7698120201415106,-2.7470143215479985,-2.732537493296967,-2.7144302946062204,-2.702740112323481,-2.6899294132327265,-2.669137708234376,-2.643083123292865,-2.6138673145080236,-2.5761286228596028,-2.5536370875368934,-2.528525085973359,-2.504779971696154,-2.4924948951809975
-2.7581981114631993,-2.7300789159285603,-2.70810468423308,-2.6933618831766557,-2.6763802786214055,-2.6653782795935883,-2.6519530214350753,-2.6319278533013097,-2.6064876115289204,-2.576821693970291,-2.540661718336088,-2.5185854928668414,-2.4936375684069607,-2.470211165148958,-2.4582212092550884
-2.7166403818207066,-2.689782573008244,-2.6695608526884462,-2.6556202617174836,-2.6384273754219016,-2.6282569910422864,-2.6157260096045962,-2.595108982339683,-2.569875374149649,-2.541201221440234,-2.5055994796221217,-2.4843281262390455,-2.459307320212679,-2.4362868090685117,-2.424350129240703
-2.6779053838520315,-2.65252413931373,-2.63134033748127,-2.6179172453733064,-2.601308576212532,-2.5915375797797506,-2.579202748870428,-2.559167150826611,-2.5351137245760342,-2.5065945595597463,-2.471595393035209,-2.4506393036686736,-2.425521691049658,-2.4029603667548614,-2.3909384117724812
-2.638157477983633,-2.614376356516475,-2.594458849129001,-2.581293168295528,-2.5654616581647267,-2.5557672030541316,-2.543766791898235,-2.5243953720919534,-2.500341174088504,-2.472034067699812,-2.4376891820133375,-2.4170289981739153,-2.3922320487043263,-2.3701029043007424,-2.3579397607256363
-2.600350487120467,-2.5768499444644317,-2.5586111175474358,-2.545756525695948,-2.5305422161423254,-2.5208471021630343,-2.5092379556514968,-2.490290835485871,-2.4660572815280837,-2.4382179205911894,-2.40455348212058,-2.3835723633449417,-2.359388442042736,-2.337585163637301,-2.3252781795142816
-2.563580296612327,-2.5405650506047843,-2.5234046931546934,-2.51105102208226,-2.496198869799839,-2.4865987522885,-2.4750805439763153,-2.4563746311792323,-2.4325988631527298,-2.4050267047672116,-2.3717057712380973,-2.3507748916064704,-2.326941049170415,-2.3052869206917515,-2.292877668778738
-2.5270920982420595,-2.5051980491771655,-2.4887079484004913,-2.4769203620426703,-2.46230698949062,-2.452857754612174,-2.4413085350504717,-2.4229183533704894,-2.3994185344887007,-2.3719675539883087,-2.3390115396445106,-2.318650484782131,-2.2948437204005634,-2.273186308926232,-2.260661553797841
-2.49083840970793,-2.4712005013709444,-2.4544535749348237,-2.4431451455550084,-2.4287888256087435,-2.419479670092277,-2.408097501652771,-2.389662983726374,-2.366260671995461,-2.3391116181699347,-2.3065469540201127,-2.286784875582375,-2.263052348827279,-2.2413157005279234,-2.228548142288105
-2.455395880542294,-2.436654904469679,-2.4205803296952766,-2.4096478503851135,-2.3955542875997873,-2.3864003181279174,-2.3753500838775334,-2.3565243498811452,-2.333513579500589,-2.3068008137172304,-2.274252415253471,-2.2549168566667595,-2.2313681187707375,-2.2096089871631523,-2.196466847715269
-2.420502635254202,-2.4024270336747353,-2.387028221234572,-2.376385052500437,-2.3625105362406966,-2.3535816074217792,-2.3428659648678516,-2.3235570653272175,-2.301333556858341,-2.2748219444804865,-2.242068216493383,-2.222985480008249,-2.1993337053999262,-2.17792094798414,-2.1644870030676358
-2.385958487311347,-2.36874931916845,-2.353737257194192,-2.343313327868435,-2.3295647323084254,-2.320985460588207,-2.31044463985281,-2.290815743801548,-2.2692424793604165,-2.2426008844341316,-2.2099259964972457,-2.1909317404614885,-2.1668637472255172,-2.1461358854647257,-2.132657142988148
-2.3516803682235308,-2.335235996501186,-2.32062631471051,-2.310316413672934,-2.2966342899314403,-2.288557176162014,-2.2778959008310826,-2.258314350125975,-2.23682760075164,-2.2099899233398164,-2.1776664429251236,-2.158679996742409,-2.134598002589868,-2.114176336558684,-2.1006085160527292
-2.3175626234724334,-2.3017472480353494,-2.287538466873323,-2.2770050960626707,-2.263686487941853,-2.25611227245522,-2.245142929030745,-2.2258174585026014,-2.2040982635937327,-2.1772556629767164,-2.1450761724980576,-2.126153012039024,-2.102265717006448,-2.081967105895019,-2.0679544020392586
-2.2834915629848687,-2.26820744155365,-2.2543083416308574,-2.2437135295851425,-2.230700928802413,-2.223406306055455,-2.2121791708282075,-2.1929988956608755,-2.1711352550323384,-2.1445711565284,-2.112059986963517,-2.0932735495393477,-2.0696374152355617,-2.049433100401604,-2.0348220824750354
-2.249353487698837,-2.2345409450194014,-2.220925017543125,-2.210611986949835,-2.1975755082165427,-2.1902924834717847,-2.178999120465303,-2.159732216551776,-2.1379649350418766,-2.111681968990963,-2.0788180535007097,-2.0599803562710033,-2.036732115677548,-2.0165210847593875,-2.001487249162649
-2.2150391855569787,-2.2006737686177362,-2.1874792990478396,-2.177170878421339,-2.164119237694084,-2.1568014398022317,-2.145597203578766,-2.126184591028788,-2.1045714435722997,-2.078289673172092,-2.0454912003052734,-2.0263814221693424,-2.0034970443822355,-1.9832266751280587,-1.9679267471537907
-2.180541548860833,-2.1665652129429716,-2.153424894141509,-2.143205253179858,-2.1302740604600365,-2.122957955157323,-2.111935909686167,-2.092438166784979,-2.070922758293424,-2.0443882421281416,-2.011919003212418,-1.9926643461654145,-1.9698148496749601,-1.9495521106220375,-1.9339811212297044
-2.1459540749906245,-2.132205483913508,-2.1186946681304413,-2.1089898764812745,-2.0961606089029083,-2.088735461366653,-2.077895075378854,-2.0584026379446128,-2.0369641208187983,-2.010060970925878,-1.9778870510508093,-1.9587598499601868,-1.9355661679057667,-1.915499574352288,-1.8994902239800702
-2.1109505973764304,-2.0975522302599674,-2.0842513706108385,-2.0746935918234253,-2.0618438561476276,-2.0541009546847944,-2.0433413427293026,-2.023972409058127,-2.0024659641575497,-1.9753911768720736,-1.9431811152734002,-1.9244377117079794,-1.9006490000465255,-1.8809879849750297,-1.8643162316929764
-2.074792744383734,-2.062472020512701,-2.049304393844403,-2.0399820662117314,-2.0271141517255007,-2.0190214313663204,-2.008141914743004,-1.9890433568113304,-1.9670767542977692,-1.9402833833580726,-1.9077831000177567,-1.8895393836946621,-1.8652965782432833,-1.8456864827042674,-1.8284906244114472
-2.038635190870729,-2.0260283769842373,-2.0132937994600226,-2.0045242183938017,-1.991750475054566,-1.9834886379634031,-1.9723422475041825,-1.9535909382119383,-1.9309474410353582,-1.9040900717256235,-1.8722423905393801,-1.8539578900017035,-1.8299759066409325,-1.8095042587798194,-1.7921497237434356
-2.0024180615286773,-1.99030818437724,-1.9769639722913621,-1.968415559894205,-1.9557525611066695,-1.9476425126120358,-1.936328955283422,-1.9177091701481475,-1.8948849389862186,-1.8678095454820123,-1.836752497903763,-1.8175872879246686,-1.7941822182876561,-1.773091672021037,-1.755593330760725
-1.9661406780018038,-1.954302739581968,-1.9409869270492441,-1.9318449893753078,-1.9191722940079363,-1.9116188998576278,-1.9001714755525356,-1.881410108072578,-1.8590053124482182,-1.8317602935150656,-1.800231436145483,-1.780402552926885,-1.756867307854172,-1.7366296107979515,-1.7185116633291762
-1.9286097088693215,-1.9174731977263135,-1.9045565981091674,-1.8950014054994857,-1.8820615578844995,-1.8746245332105254,-1.8634585004051183,-1.8443844396639195,-1.8217797168953418,-1.7950192661998727,-1.762144069067794,-1.7429483928082543,-1.7189693120351464,-1.6992442120007452,-1.679424736252549
-1.890355789159383,-1.8797672042753837,-1.8667539379921643,-1.8578674656387184,-1.8445761512847623,-1.835985668271042,-1.8257552141115598,-1.8064141508520093,-1.7836650994157024,-1.7559558327688751,-1.72434215962854,-1.705218744786005,-1.6817516443924354,-1.6608222210731298,-1.6411211479591465
-1.8524266721897062,-1.841623545941109,-1.8281673738991988,-1.8193341746743121,-1.8066361175522945,-1.7986137950641878,-1.787057304290461,-1.767647242468662,-1.7448660484991945,-1.7172864864663375,-1.6857332263532911,-1.6655365444832457,-1.642448748566008,-1.6216381419674373,-1.6017694298429974
-1.8121408887216517,-1.8024285892051086,-1.7892270463535924,-1.7798604926374009,-1.7665204315650873,-1.758867417383706,-1.7475679393659862,-1.7282170737966327,-1.7060141473553636,-1.6779231592610409,-1.6452507365062692,-1.6263482900497788,-1.6021820875249237,-1.5815916334336897,-1.5606402738367093
-1.7722779261060573,-1.7619244152631928,-1.749368198371162,-1.7402494909977804,-1.727461615190024,-1.7186995805542362,-1.7071352119318672,-1.6880627630289993,-1.6652519117487614,-1.6372087399253739,-1.6052254843974683,-1.5861327526220188,-1.5614799399268682,-1.5409400057229052,-1.519270583116558
-1.7312249405268834,-1.7222141607010655,-1.7085709745528093,-1.699743832625979,-1.686332993255357,-1.6781787830054586,-1.666650910485751,-1.647060065544379,-1.6247093878672567,-1.596459252786823,-1.5639605791780808,-1.5444399613482873,-1.5202385495371957,-1.4997415962519527,-1.4769792664808155
-1.689113395902747,-1.6799301177527113,-1.6674413309884517,-1.6587121918776366,-1.645058974323692,-1.6366330754435268,-1.62444036455022,-1.6051992952013943,-1.582453919823897,-1.5541424853650603,-1.5218444375265592,-1.5021845635848279,-1.4783388971304845,-1.4578403616251805,-1.4338728519690787
-1.646534471101526,-1.638366020670981,-1.6255229178652022,-1.6161103695116836,-1.6031152264182713,-1.5938253259567319,-1.5824083176810175,-1.5630704459566436,-1.5404530998268873,-1.5117379804079791,-1.4797150214210495,-1.460549440005117,-1.4355428538058492,-1.4151373165796617,-1.3902162632083614
-1.6032533886775249,-1.5961674753682138,-1.58305528408121,-1.5739771878170699,-1.5602408316972656,-1.5518885520119543,-1.5399221182810503,-1.5198180467627962,-1.4972329136112692,-1.4691148210515397,-1.4362409448232651,-1.4176604296977462,-1.3931486813998488,-1.3729818683439,-1.346540577839028
-1.5588821712090453,-1.5528900753066073,-1.5399930042668926,-1.5314914478963633,-1.5176408374490704,-1.5087894089793057,-1.4965916908201378,-1.4768987774149975,-1.4538298218316374,-1.4252933947780897,-1.3941101590084286,-1.373950841736787,-1.3497004404977104,-1.329311988469986,-1.3012613121091816
-1.51422326068977,-1.5084938709319133,-1.496824525244796,-1.4880116569037884,-1.473627321851945,-1.4649913997397954,-1.4524543210701388,-1.4333446284105018,-1.410025955466578,-1.3819417533403353,-1.3506195196186328,-1.3306910614033758,-1.3071660101694154,-1.2862017432253319,-1.2567950739172429
-1.4712104494869451,-1.4669704114129192,-1.4547485931905797,-1.4446741159248089,-1.4315595410437614,-1.4235528363701289,-1.4117586351408964,-1.3905220511700287,-1.3680358400433674,-1.3397072787180504,-1.3080829761714436,-1.2887990057393919,-1.2646730222088352,-1.2444387013399827,-1.2128826953447818
-1.428018673416824,-1.4242822224756162,-1.4123855896252957,-1.4047267248683613,-1.3904260922922287,-1.3811775372311208,-1.3684758881091807,-1.3490259375650806,-1.325663639028355,-1.2976866410639418,-1.2663432889339408,-1.2469699079124257,-1.2235411282764268,-1.2030067470777113,-1.1696506403342417
-1.3859508976028445,-1.3842104999775813,-1.3725433760986445,-1.363551590218795,-1.3494823496258663,-1.340413828126963,-1.3282937357191513,-1.3068121147969327,-1.2842064688813615,-1.2565403618817086,-1.2258149662313413,-1.2066498033132107,-1.1828439988931716,-1.162537782294178,-1.1270270647213159
-1.3453349236715142,-1.343371512919255,-1.3324418307348065,-1.324637072343623,-1.3112517221038336,-1.3010688567043411,-1.2883338823810784,-1.2677284893577592,-1.2451702719917292,-1.2168802205729632,-1.1865688046700387,-1.1669690149850134,-1.143266991366578,-1.1231030829080983,-1.0859688140230261
-1.3065758145582185,-1.3059230140724438,-1.294584043588932,-1.2861177188102846,-1.272096954791343,-1.263201888798343,-1.2502173886035035,-1.2280054128438225,-1.206207588280736,-1.1780176959039943,-1.148156989583418,-1.1287687690469785,-1.1049742123976822,-1.085832664915507,-1.0456774041316668
-1.2688441502834318,-1.2685251267294755,-1.2580302589738448,-1.2491360471161632,-1.235310663492179,-1.225752445026017,-1.2132194831842897,-1.1916101083785111,-1.167880995719183,-1.1404704931817944,-1.1107923160219113,-1.091452420612509,-1.068072099198077,-1.0480878889675749,-1.0058270275962733
-1.2322410108784694,-1.23245017771579,-1.2228406242537497,-1.2144163374108192,-1.2001793963315797,-1.1901018356829325,-1.177343653097982,-1.1556319575247327,-1.1319401671929032,-1.1046673072449862,-1.0757494425981449,-1.0550188485901115,-1.0323953117416715,-1.0117618587623167,-0.9677913108541818
-1.1979437097721517,-1.1983526955881496,-1.1890991484894176,-1.1806253447162511,-1.1661915637342615,-1.1559379215729049,-1.1428636513572412,-1.1208077700490444,-1.0978274287722407,-1.070002906772059,-1.0407266400792003,-1.0199607172756944,-0.9977163717253028,-0.9772059548749563,-0.9308064074999597
-1.1647987767591896,-1.1658601994692455,-1.1567698535510955,-1.1477523064375141,-1.133380264992107,-1.1230793509368744,-1.109782744101437,-1.0872762751319314,-1.0637499077049821,-1.0362093109850057,-1.0066567770726411,-0.986254702589441,-0.9638655492481654,-0.9434611432239426,-0.8941794855578404
-1.132956980568248,-1.134508000009383,-1.125129510665701,-1.1164261722559832,-1.1016192117850583,-1.091215818279425,-1.0777316413638514,-1.054599588252258,-1.0304625574219621,-1.0030240693412313,-0.973852056491489,-0.9532264252804985,-0.9306665748923248,-0.9100969637979281,-0.8582522893711028
-1.1020471479428302,-1.1037840256088651,-1.0941673429934402,-1.0862503418135332,-1.070741077672154,-1.0599480014477947,-1.0463173623572628,-1.0223756997974707,-0.9979216389504875,-0.9701863326042166,-0.9412294199550729,-0.920465811485516,-0.8978840922987584,-0.8770323177654257,-0.8229909687374268
-1.071714257967101,-1.0732870132395607,-1.0642019163010326,-1.0557055712064833,-1.0403626247240996,-1.0289879199583807,-1.0151469262944535,-0.9903849834516503,-0.9657342769933759,-0.9375623547086801,-0.9085959582485239,-0.8879477365459977,-0.8652707767819708,-0.8441914694712883,-0.7876740226234742
-1.0417404398623014,-1.0431496072430642,-1.0345973383283982,-1.0251309001624664,-1.0099398132466861,-0.9981591281187641,-0.983865981342049,-0.9584715088319273,-0.9337301731566946,-0.9052343890594567,-0.8761530626743117,-0.8555889155964628,-0.8325793036564657,-0.8114900010129603,-0.752625998045707
-1.0119322870065395,-1.0135917821624585,-1.0046535252614393,-0.9950883096799301,-0.9792006336128368,-0.9672937868451137,-0.9524544565182125,-0.926594368581131,-0.901808234555591,-0.8730915158718109,-0.8437445820431817,-0.8231685556014581,-0.7995903525097833,-0.7786994496718338,-0.7175906912531043
-0.9820299053658413,-0.9841304048889564,-0.9743611135568042,-0.965248138048979,-0.9482865848640004,-0.9362304411684294,-0.9210324728926712,-0.8946587376872419,-0.86974590263067,-0.8405701391660568,-0.8109666851075371,-0.7903583416911973,-0.7662289405751914,-0.7454727626947785,-0.6811931815272925
-0.9517404464759259,-0.9538820781446901,-0.9438936150314775,-0.9349486981245699,-0.917295870036349,-0.9047395092133617,-0.8892031243752345,-0.8622256535439806,-0.8371894885134257,-0.8071580022362445,-0.7771250720416786,-0.7566228618395262,-0.7324024554949511,-0.7114593564570866,-0.6440637662178135
-0.9206349642020771,-0.9223029760245809,-0.9129476094653739,-0.903527742289759,-0.8855626328503267,-0.8723823082056675,-0.8561552083376587,-0.8287630407848322,-0.8028792369636792,-0.7726736327702051,-0.7425187865132254,-0.7214966327114859,-0.6976608025934965,-0.6763199729060022,-0.6062320744511877
-0.887785156461064,-0.8900458535072766,-0.8803703951864997,-0.8703230254040236,-0.8519847163979688,-0.8384508848632697,-0.8214776938353223,-0.793775474586216,-0.766767752806531,-0.7368550962065474,-0.7069586410983215,-0.6847648202848376,-0.6612319789983043,-0.639951176582138,-0.5670214279087593
-0.852577822814548,-0.8555321305233362,-0.8453194911641784,-0.8348061925510677,-0.8155039239939526,-0.8015968050965028,-0.7852347636194718,-0.756782509698322,-0.7297647607593134,-0.6990064676491399,-0.6688636582718485,-0.6466778140934063,-0.6221841478085776,-0.6023116582241758,-0.5249919347586546
-0.8159589310053048,-0.8189834640826733,-0.8080409239052619,-0.7969425712600571,-0.7770342123293998,-0.7632271315151703,-0.746836418467411,-0.7173195721496597,-0.6899688414587083,-0.6588058173641114,-0.6282715859496081,-0.6068934673463695,-0.5825562088721049,-0.5616026930122076,-0.481099245973575
-0.773294547711513,-0.7794900050223981,-0.7679463996031066,-0.7564501958132055,-0.7357882932696576,-0.7207983529120012,-0.7044173381325779,-0.6749560836591022,-0.6463929858363783,-0.6163687323095047,-0.5849595337107044,-0.5639590075742592,-0.539619385392485,-0.5195596046625759,-0.4353686168625349
-0.7250428904485485,-0.7325615467745882,-0.7217460131160823,-0.7105955831865532,-0.6894724783868681,-0.6751669254898477,-0.6577856551176207,-0.628412318254967,-0.5999703971477304,-0.568641981949584,-0.5391435315573776,-0.5181200942403243,-0.49383358180193715,-0.4739248803243318,-0.38739257434893704
-0.6709304651044319,-0.6804512561167939,-0.6702719323983627,-0.6591227829120268,-0.6377166064713472,-0.6242234765450092,-0.6064876761307447,-0.5771820498473546,-0.5490500104803621,-0.5181014733437038,-0.48955728146167643,-0.46925004387458163,-0.4452700656039049,-0.4270322685161717,-0.3376230406047171
-0.6089801470703495,-0.6224859127461065,-0.6122863211732531,-0.6020828720002099,-0.5806058278381485,-0.567776993092453,-0.5507424271680345,-0.5215002259767937,-0.49441187923037977,-0.4655012935018671,-0.4376566649223245,-0.41821373083490093,-0.39570537870557265,-0.37732405978422334,-0.2882395549136258
-0.5440478096600168,-0.5590587777137602,-0.549640774454534,-0.540436437519603,-0.5190874326197767,-0.5065076779204913,-0.49034111489118715,-0.4624299617544102,-0.4362895826106593,-0.4093230020880714,-0.3832924574781976,-0.36506960598441046,-0.34431165213420456,-0.32790681104023883,-0.23905994439586442
-0.4764297795729567,-0.4931182484785483,-0.4842495205896065,-0.47469473181261523,-0.45542242293716145,-0.4428499215517144,-0.42832754744485996,-0.4010826406984522,-0.3773759241480795,-0.35216508212589454,-0.32879570725846746,-0.3117955958765882,-0.2926230450339056,-0.2775396238689085,-0.1937287210908897
