Q_dch_interp_01,Q_dch_interp_03,Q_dch_interp_05,Q_dch_interp_07,Q_dch_interp_09,Q_dch_interp_11,Q_dch_interp_13,Q_dch_interp_15,Q_dch_interp_17,Q_dch_interp_19,Q_dch_interp_21,Q_dch_interp_23,Q_dch_interp_25
-4.772034067149659,-4.774431781047418,-4.768280606642158,-4.762883847864795,-4.756420648216998,-4.745244605314214,-4.736814718932006,-4.718677233622512,-4.70884015848745,-4.694798181072041,-4.678400076539488,-4.661786799862108,-4.627046069121283
-4.770121758222491,-4.772455227925015,-4.766273433545425,-4.7608847139875605,-4.754380716561469,-4.743217263746925,-4.734808665285343,-4.716656154672871,-4.706825379917442,-4.692824768014274,-4.6763868705071445,-4.659779829142876,-4.625081655457982
-4.768168765787849,-4.770431292760493,-4.764219610881674,-4.758836107754522,-4.752292532093392,-4.741143036882523,-4.73275284361676,-4.714588896217851,-4.7047621247305065,-4.690801471911758,-4.674330531483549,-4.657735179805337,-4.623080659378486
-4.766172774406953,-4.768357943012436,-4.762117063712954,-4.756736081614301,-4.750154074437221,-4.73901985713861,-4.730645317505153,-4.712473313146161,-4.702648385703647,-4.688726439527411,-4.6722288061153465,-4.655650347936864,-4.621040580903458
-4.764131468641025,-4.766233146139429,-4.759963717101317,-4.7545826880155175,-4.747963323217413,-4.736845656932797,-4.728484150529413,-4.710307260346522,-4.700482155613856,-4.6865978176241585,-4.670079441049175,-4.653522829624838,-4.618958920053563
-4.762042533051282,-4.764054869600057,-4.757757496108811,-4.75237397940679,-4.745718258058422,-4.734618368682689,-4.726267406268434,-4.708088592707647,-4.698261427238137,-4.684413752964919,-4.667880182931675,-4.651350120956633,-4.61683317684947
-4.759903652198948,-4.761821080852908,-4.755496325797485,-4.750108008236735,-4.743416858584705,-4.73233592480589,-4.723993148301112,-4.705815165118254,-4.695984193353481,-4.682172392312611,-4.66562877840949,-4.649129718019629,-4.614660851311842
-4.757712510645237,-4.759529747356566,-4.75317813122939,-4.747782826953974,-4.741057104420719,-4.729996257720008,-4.721659440206339,-4.703484832467055,-4.693648446736892,-4.67987188243016,-4.663322974129257,-4.646859116901199,-4.612439443461346
-4.755466792951375,-4.757178836569617,-4.750800837466573,-4.745396488007123,-4.738636975190916,-4.727597299842648,-4.7192643455630074,-4.701095449642769,-4.691252180165365,-4.6775103700804825,-4.66096051673762,-4.644535813688722,-4.610166453318647
-4.753164183678579,-4.7547663159506435,-4.748362369571085,-4.742947043844805,-4.736154450519756,-4.725136983591417,-4.716805927950015,-4.698644871534111,-4.688793386415897,-4.675086002026502,-4.65853915288122,-4.642157304469578,-4.60783938090441
