Q_dch_interp_01,Q_dch_interp_03,Q_dch_interp_05,Q_dch_interp_07,Q_dch_interp_09,Q_dch_interp_11,Q_dch_interp_13,Q_dch_interp_15,Q_dch_interp_17,Q_dch_interp_19,Q_dch_interp_21,Q_dch_interp_23,Q_dch_interp_25
-4.72546782449699,-4.757096237637816,-4.746890711149468,-4.742424497136888,-4.719275103743804,-4.724826731790369,-4.712762173198841,-4.6920097482016985,-4.676389208499922,-4.674122019775606,-4.654140439646261,-4.64319675100167,-4.635184436137065
-4.723588982194174,-4.755130567801847,-4.7449551876290155,-4.740478435490426,-4.717342454085172,-4.722885878571737,-4.710812823350597,-4.690056761823075,-4.674432650450109,-4.6722555370798045,-4.652192816895692,-4.641292318867768,-4.633400587356997
-4.721674488064997,-4.753121388856194,-4.742973087779291,-4.738487853384083,-4.715361030010903,-4.720898511507421,-4.70881912477185,-4.688056749917659,-4.672428169115795,-4.6703366764131315,-4.650199802035629,-4.6393358849418975,-4.631569422692089
-4.719721884815432,-4.751066451470534,-4.740942365512475,-4.736450572885094,-4.713328975281034,-4.7188625986723185,-4.70677891529381,-4.686007767284822,-4.670373885408782,-4.668363711508599,-4.648159373580613,-4.637325761688768,-4.629689088968377
-4.717728715151446,-4.7489635063145395,-4.738860974740748,-4.734364416060688,-4.711244433655602,-4.71677610814132,-4.7046900327476955,-4.683907868723932,-4.668267920240868,-4.66633491609922,-4.646069510045197,-4.635260261573087,-4.627757733011898
-4.715692521779012,-4.746810304057891,-4.7367268693762945,-4.732227204978104,-4.7091055488946445,-4.7146370079893165,-4.702550314964722,-4.68175510903436,-4.666108394523854,-4.664248563918004,-4.6439281899439235,-4.63313769705956,-4.625773501648694
-4.713610847404098,-4.744604595370262,-4.734538003331292,-4.7300367617045715,-4.7069104647582,-4.712443266291203,-4.7003575997761065,-4.679547543015474,-4.663893429169539,-4.662102928697965,-4.64173339179134,-4.630956380612895,-4.623734541704801
-4.711481234732672,-4.742344130921329,-4.732292330517923,-4.727790908307328,-4.704657325006304,-4.710192851121868,-4.698109725013063,-4.6772832254666445,-4.661621145089724,-4.659896284172115,-4.639483094101992,-4.6287146246978015,-4.621639000006257
-4.709301226470708,-4.740026661380768,-4.729987804848373,-4.725487466853605,-4.7023442733989915,-4.70788373055621,-4.69580452850681,-4.67496021118724,-4.6592896631962075,-4.657626904073466,-4.637175275390427,-4.626410741778985,-4.6194850233791005
-4.707068365324176,-4.737649937418257,-4.727622380234818,-4.723124259410638,-4.699969453696304,-4.7055138726691155,-4.693439848088561,-4.672576554976631,-4.656897104400789,-4.65529306213503,-4.634807914171189,-4.62404304432115,-4.617270758649369
-4.704780193999044,-4.73521170970347,-4.725194010589443,-4.720699108045658,-4.6975310096582765,-4.70308124553548,-4.691013521589533,-4.6701303116341855,-4.654441589615271,-4.652893032089821,-4.632378988958828,-4.621609844789007,-4.6149943526431
-4.702434255201282,-4.732709728906082,-4.722700649824425,-4.718209834825904,-4.695027085044945,-4.7005838172301955,-4.688523386840944,-4.6676195359592745,-4.65192123975145,-4.650425087670849,-4.6298864782678875,-4.619109455647265,-4.612653952186333
-4.7000280916368595,-4.730141745695771,-4.7201402518519515,-4.715654261818607,-4.692455823616347,-4.698019555828155,-4.685967281674007,-4.665042282751267,-4.649334175721127,-4.647887502611126,-4.627328360612915,-4.6165401893606255,-4.610247704105108
-4.69755924601175,-4.727505510742214,-4.717510770584199,-4.7130302110910005,-4.689815369132523,-4.695386429404248,-4.6833430439199395,-4.662396606809532,-4.6466785184361035,-4.645278550643668,-4.624702614508458,-4.613900358393803,-4.607773755225459
-4.695025261031922,-4.724798774715085,-4.714810159933351,-4.710335504710318,-4.687103865353506,-4.69268240603337,-4.680648511409957,-4.659680562933438,-4.643952388808178,-4.642596505501483,-4.6220072184690615,-4.6111882752114965,-4.605230252373425
-4.692423679403343,-4.722019288284061,-4.712036373811589,-4.707567964743796,-4.684319456039335,-4.689905453790414,-4.677881521975276,-4.656892205922358,-4.641153907749149,-4.639839640917584,-4.619240151009273,-4.60840225227842,-4.6026153423750475
-4.689752043831985,-4.719164802118817,-4.709187366131093,-4.7047254132586644,-4.681460284950047,-4.687053540750269,-4.675039913447113,-4.654029590575657,-4.638281196170818,-4.637006230624984,-4.616399390643638,-4.605540602059279,-4.59992717205636
-4.687007897023821,-4.716233066889032,-4.706261090804046,-4.701805672322161,-4.678524495845678,-4.68412463498783,-4.672121523656682,-4.651090771692708,-4.635332374984984,-4.634094548356697,-4.613482915886701,-4.60260163701878,-4.597163888243404
-4.684188781684815,-4.713221833264379,-4.70325550174263,-4.698806564001519,-4.675510232486267,-4.681116704577987,-4.669124190435201,-4.648073804072878,-4.63230556510345,-4.631102867845732,-4.610488705253013,-4.59958366962163,-4.594323637762218
-4.681292240520942,-4.710128851914535,-4.700168552859022,-4.6957259103639695,-4.6724156386318505,-4.678027717595636,-4.6660457516138845,-4.644976742515539,-4.62919888743801,-4.6280294628251015,-4.607414737257116,-4.596485012332537,-4.591404567438836
-4.67831581623817,-4.706951873509177,-4.696998198065409,-4.692561533476749,-4.669238858042464,-4.674855642115666,-4.66288404502395,-4.641797641820054,-4.62601046290047,-4.624872607027821,-4.604258990413559,-4.593303977616208,-4.5884048240993005
-4.675257051542469,-4.703688648717979,-4.69374239127397,-4.689311255407093,-4.6659780344781465,-4.671598446212973,-4.659636908496612,-4.638534556785801,-4.622738412402625,-4.6216305741869,-4.601019443236888,-4.59003887793735,-4.5853225545696485
-4.67211348913981,-4.700336928210621,-4.690399086396886,-4.68597289822223,-4.6626313116989335,-4.668254097962445,-4.656302179863086,-4.635185542212146,-4.619380856856275,-4.6183016380353505,-4.597694074241649,-4.5866880257606715,-4.582155905675916
-4.6688826717361644,-4.696894462656775,-4.686966237346339,-4.682544283989399,-4.659196833464865,-4.664820565438979,-4.652877696954591,-4.631748652898457,-4.615935917173225,-4.614884072306187,-4.594280861942389,-4.583249733550879,-4.578903024244143
-4.665562142037499,-4.693359002726117,-4.68344179803451,-4.679023234775832,-4.655672743535977,-4.661295816717464,-4.649361297602343,-4.628221943644106,-4.61240171426527,-4.6113761507324185,-4.590777784853653,-4.579722313772679,-4.575562057100368
-4.662149442749784,-4.689728299088327,-4.67982372237358,-4.675407572648763,-4.652057185672302,-4.657677819872793,-4.645750819637553,-4.624603469248459,-4.608776369044209,-4.60777614704706,-4.587182821489988,-4.576104078890779,-4.572131147305215
-4.658642116578993,-4.686000102413078,-4.6761099642757324,-4.671695119675426,-4.648348303633885,-4.6539645429798595,-4.642044100891441,-4.620891284510891,-4.605058002421847,-4.604082334983122,-4.583493950365942,-4.572393341369888,-4.568608213876072
-4.655037706231093,-4.682172163370047,-4.672298477653146,-4.667883697923054,-4.644544241180757,-4.650153954113556,-4.638239023339179,-4.617083444230765,-4.6012447353099795,-4.600292988273617,-4.579709149996059,-4.568588413674711,-4.564990829640849
-4.651333754412055,-4.678242232628909,-4.6683872164180045,-4.663971129458883,-4.640643142072956,-4.646244021348774,-4.634333777647465,-4.613178003207454,-4.597334688620409,-4.596406380651559,-4.575826398894888,-4.564687608269956,-4.561276537773307
-4.647527803827851,-4.674208060859343,-4.664374134482488,-4.659955236350146,-4.6366431500705225,-4.642232712760406,-4.630326686254996,-4.609173016240327,-4.593325983264933,-4.592420785849957,-4.571843675576972,-4.560689237620331,-4.557462881447202
-4.643617397184447,-4.670067398731022,-4.660257185758778,-4.6558338406640765,-4.6325424089334915,-4.638117996423344,-4.626216072093293,-4.605066538128754,-4.589216740155352,-4.588334477601827,-4.56775895855686,-4.556591614190543,-4.553547403836294
-4.639600077187815,-4.665817996913622,-4.656034324159057,-4.651604764467907,-4.628339062421899,-4.633897840412482,-4.622000258093878,-4.600856623672101,-4.585005080203466,-4.584145729640177,-4.563570226349099,-4.552393050445299,-4.549527648114338
-4.635473386543925,-4.661457606076822,-4.651703503595504,-4.647265829828873,-4.624031254295783,-4.629570212802712,-4.617677567188266,-4.596541327669742,-4.580689124321075,-4.579852815698024,-4.559275457468232,-4.548091858849306,-4.545401157455093
-4.631234867958751,-4.656983976890297,-4.647262677980303,-4.6428148588142095,-4.6196171283151815,-4.625133081668925,-4.613246322307981,-4.592118704921046,-4.57626699341998,-4.575454009508377,-4.554872630428808,-4.543686351867272,-4.54116547503232
-4.626882064138257,-4.652394860023723,-4.642709801225633,-4.63824967349115,-4.615094828240132,-4.6205844150860145,-4.608704846384543,-4.58758681022538,-4.571736808411978,-4.570947584804248,-4.550359723745373,-4.539174841963904,-4.536818144019774
-4.6224125177884146,-4.6476880061467725,-4.6380428272436784,-4.633568095926925,-4.610462497830669,-4.615922181128872,-4.604051462349471,-4.582943698382114,-4.567096690208872,-4.566331815318651,-4.545734715932473,-4.534555641603909,-4.532356707591214
-4.617823771615197,-4.6428611659291255,-4.633259709946618,-4.628767948188773,-4.6057182808468315,-4.611144347872392,-4.599284493134285,-4.578187424190618,-4.562344759722459,-4.561604974784597,-4.540995585504655,-4.529827063251992,-4.5277787089203985
-4.613113368324571,-4.637912090040458,-4.628358403246636,-4.623847052343927,-4.600860321048658,-4.606248883391466,-4.5944022616705045,-4.573316042450263,-4.55747913786454,-4.556765336935098,-4.536140310976466,-4.524987419372865,-4.523081691181084
-4.608278850622508,-4.632838529150446,-4.6233368610559085,-4.618803230459617,-4.595886762196182,-4.601233755760985,-4.5894030908896495,-4.568327607960416,-4.552497945546917,-4.5518111755031665,-4.531166870862451,-4.520035022431234,-4.518263197547032
-4.603317761214979,-4.627638233997275,-4.618193037286622,-4.613634305180176,-4.590795748049443,-4.596096933055842,-4.584285303723239,-4.5632201755204465,-4.547399303681385,-4.546740764221815,-4.526073243677157,-4.514968184891802,-4.513320771191996
-4.598227680574553,-4.6223096752699995,-4.612924892597641,-4.608338899412787,-4.585585430092389,-4.59083638335093,-4.579047223102795,-4.557991812233539,-4.5421814710220225,-4.541552407010868,-4.520857407935129,-4.509785219219282,-4.508251955289738
-4.59300719517615,-4.616853819373732,-4.607531303713292,-4.602918025067116,-4.58025461287771,-4.585450086364953,-4.573687171959834,-4.552641434140038,-4.536843928745327,-4.536244600936314,-4.515517437171603,-4.504484437878378,-4.503054316127816
-4.587655980305376,-4.611272173134821,-4.602012982820249,-4.597373137897474,-4.574803240593725,-4.5799371083584415,-4.568203751833003,-4.547169341076375,-4.53138679719193,-4.530815919160111,-4.510052790621122,-4.499064153333798,-4.497726179640614
