Q_dch_interp_01,Q_dch_interp_03,Q_dch_interp_05,Q_dch_interp_07,Q_dch_interp_09,Q_dch_interp_11,Q_dch_interp_13,Q_dch_interp_15,Q_dch_interp_17,Q_dch_interp_19,Q_dch_interp_21,Q_dch_interp_23,Q_dch_interp_25
-4.773880579775832,-4.7598532546474575,-4.7336041896538275,-4.722140273675496,-4.6971778870146395,-4.667938283945505,-4.646521230802985,-4.613591323010067,-4.58378735155234,-4.5443419357274015,-4.5185250527790215,-4.475642702962802,-4.436973689724966
-4.771892843151385,-4.75777646979872,-4.731525788764214,-4.720056750833691,-4.695105932502461,-4.665899020912207,-4.644468805152877,-4.611540128268295,-4.581691042439421,-4.542347226584555,-4.51650884695848,-4.4736479241648235,-4.434948432492637
-4.769859894158022,-4.7556497169124174,-4.729399751887087,-4.717926580229249,-4.6929885807319085,-4.663817622814588,-4.642374413685681,-4.60944963675076,-4.579559532723045,-4.540312491684349,-4.514453531010948,-4.47161804246686,-4.432892780447752
-4.76777949878843,-4.753470979286625,-4.7272240095522715,-4.715747634006041,-4.690823689403666,-4.661691836076775,-4.640235795988836,-4.6073174958154395,-4.577390270200851,-4.5382354102197,-4.512356721639301,-4.4695505454861175,-4.430803997386667
-4.765649423035298,-4.751238240219418,-4.724996492289587,-4.7135177843079346,-4.688609116218421,-4.659519407122891,-4.638050691649792,-4.605141352820307,-4.575180702670487,-4.536113661383522,-4.510216035546418,-4.467442920839806,-4.428679347105736
-4.763467432891312,-4.748949483008867,-4.72271513062886,-4.711234903278797,-4.6863427188768565,-4.6572980823770616,-4.63581684025599,-4.602918855123337,-4.5729282779295914,-4.533944924368727,-4.508029089435173,-4.465292656145132,-4.426516093401314
-4.761231294349162,-4.746602690953051,-4.720377855099915,-4.708896863062499,-4.684022355079656,-4.6550256082634105,-4.633531981394877,-4.600647650082505,-4.570630443775809,-4.531726878368234,-4.505793500008445,-4.463097239019304,-4.424311500069759
-4.758938773401536,-4.744195847350041,-4.717982596232575,-4.706501535802906,-4.681645882527507,-4.652699731206059,-4.631193854653897,-4.598325385055784,-4.568284648006783,-4.529457202574954,-4.503506883969109,-4.460854157079531,-4.422062830907425
-4.756587636041122,-4.74172693549791,-4.715527284556665,-4.704046793643893,-4.679211158921092,-4.650318197629139,-4.628800199620492,-4.59594970740115,-4.565888338420153,-4.527133576181804,-4.501166858020043,-4.458560897943021,-4.419767349710667
-4.754175648260605,-4.739193938694733,-4.713009850602005,-4.701530508729323,-4.676716041961098,-4.64787875395677,-4.62634875588211,-4.593518264476574,-4.563438962813564,-4.524753678381696,-4.49877103886412,-4.456214949226981,-4.417422320275839
-4.751700576052678,-4.736594840238582,-4.710428224898424,-4.698950553203065,-4.674158389348208,-4.645379146613076,-4.623837263026194,-4.591028703640036,-4.560933968984661,-4.522315188367546,-4.496317043204221,-4.453813798548621,-4.415025006399299
-4.749160185410027,-4.733927623427533,-4.707780337975745,-4.696304799208989,-4.671536058783107,-4.642817122022185,-4.621263460640187,-4.588478672249504,-4.558370804731082,-4.519815785332268,-4.493802487743219,-4.451354933525147,-4.412572671877402
-4.746552242325338,-4.731190271559661,-4.705064120363788,-4.693591118890965,-4.668846907966482,-4.640190426608219,-4.618625088311537,-4.585865817662959,-4.555746917850472,-4.517253148468776,-4.491224989183992,-4.44883584177377,-4.410062580506501
-4.7438745127913,-4.728380767933037,-4.702277502592381,-4.69080738439286,-4.6660887945990135,-4.6374968067953,-4.615919885627685,-4.583187787238371,-4.553059756140475,-4.5146249569699854,-4.488582164229416,-4.446254010911695,-4.407491996082954
-4.741124762800604,-4.725497095845736,-4.699418415191344,-4.687951467858543,-4.66325957638139,-4.634734009007559,-4.613145592176077,-4.580442228333716,-4.55030676739873,-4.511928890028811,-4.48587162958237,-4.443606928556132,-4.404858182403115
-4.738300758345936,-4.722537238595833,-4.696484788690505,-4.6850212414318815,-4.660357111014295,-4.631899779669115,-4.610299947544159,-4.577626788306968,-4.547485399422885,-4.509162626838165,-4.483091001945725,-4.4408920823242894,-4.40215840326334
-4.735400265419983,-4.719499179481398,-4.6934745536196845,-4.682014577256745,-4.657379256198413,-4.628991865204097,-4.607380691319374,-4.574739114516103,-4.544593100010578,-4.506323846590965,-4.480237898022365,-4.438106959833372,-4.399389922459982
-4.732421050015433,-4.71638090180051,-4.69038564050871,-4.678929347477004,-4.65432386963443,-4.626008012036626,-4.604385563089165,-4.571776854319093,-4.541627316959454,-4.503410228480124,-4.477309934515159,-4.435249048700593,-4.3965500037894
-4.729360878124977,-4.7131803888512405,-4.687215979887402,-4.675763424236522,-4.65118880902303,-4.6229459665908275,-4.601312302440979,-4.568737655073914,-4.538585498067154,-4.500419451698556,-4.474304728126988,-4.4323158365431565,-4.39363591104795
-4.7262175157413,-4.709895623931662,-4.683963502285584,-4.672514679679173,-4.647971932064897,-4.6198034752908255,-4.5981586489622615,-4.565619164138539,-4.535465091131324,-4.497349195439175,-4.471219895560728,-4.429304810978274,-4.390644908031981
-4.72298872885709,-4.7065245903398525,-4.680626138233085,-4.669180985948826,-4.644671096460718,-4.616578284560746,-4.594922342240453,-4.562419028870945,-4.532263543949604,-4.494197138894899,-4.468053053519254,-4.42621345962315,-4.387574258537854
-4.719672283465038,-4.703065271373881,-4.677201818259722,-4.665760215189345,-4.6412841599111765,-4.6132681408247125,-4.591601121863001,-4.559134896629105,-4.528978304319637,-4.490960961258638,-4.464801818705445,-4.423039270094996,-4.384421226361923
-4.716265945557829,-4.699515650331825,-4.673688472895323,-4.662250239544602,-4.637808980116956,-4.60987079050685,-4.588192727417351,-4.555764414770992,-4.525606820039066,-4.48763834172331,-4.461463807822175,-4.419779730011017,-4.381183075300544
-4.712767481128152,-4.695873710511755,-4.670084032669712,-4.6586489311584645,-4.6342434147787435,-4.606383980031284,-4.584694898490944,-4.552305230654584,-4.522146538905533,-4.484226959481825,-4.458036637572322,-4.4164323269884225,-4.377857069150069
-4.709174656168696,-4.692137435211747,-4.666386428112712,-4.654954162174801,-4.630585321597223,-4.602805455822137,-4.5811053746712265,-4.5487549916378525,-4.5185949087166835,-4.480724493727103,-4.45451792465876,-4.412994548644423,-4.374440471706858
-4.705485236672149,-4.688304807729877,-4.662593589754146,-4.651163804737479,-4.626832558273078,-4.599132964303534,-4.577421895545643,-4.545111345078774,-4.514949377270157,-4.477128623652056,-4.45090528578437,-4.409463882596222,-4.370930546767263
-4.7016969886311974,-4.684373811364215,-4.658703448123839,-4.64727573099037,-4.622982982506995,-4.595364251899601,-4.573642200701638,-4.5413719383353195,-4.511207392363597,-4.473437028449597,-4.447196337652025,-4.405837816461031,-4.367324558127642
-4.697807678038531,-4.6803424294128355,-4.654713933751616,-4.643287813077341,-4.619034451999658,-4.591497065034462,-4.569764029726657,-4.5375344187654685,-4.507366401794648,-4.469647387312642,-4.443388696964603,-4.402113837856058,-4.363619769584348
-4.693815070886836,-4.676208645173816,-4.6506229771672984,-4.639197923142262,-4.614984824451753,-4.587529150132238,-4.565785122208142,-4.533596433727191,-4.50342385336095,-4.465757379434106,-4.43947998042498,-4.39828943439851,-4.359813444933737
-4.689716933168802,-4.671970441945224,-4.64642850890071,-4.635003933328999,-4.610831957563963,-4.58345825361706,-4.561703217733539,-4.529555630578464,-4.4993771948601475,-4.461764695954492,-4.4354678047360325,-4.394362093705595,-4.355902847972164
-4.685511030877118,-4.66762580302514,-4.642128459481677,-4.630703715781424,-4.606573709036974,-4.579282121913048,-4.557516055890294,-4.525409656677262,-4.495223874089882,-4.4576671803650285,-4.431349786600637,-4.390329303394522,-4.351885242495985
-4.681195130004468,-4.663172711711634,-4.637720759440022,-4.626295142643402,-4.602207936571471,-4.574998501444328,-4.553221376265851,-4.521156159381557,-4.490961338847798,-4.453462781241173,-4.42712354272167,-4.386188551082499,-4.347757892301557
-4.676766996543543,-4.6586091513027785,-4.633203339305569,-4.621776086058805,-4.5977324978681375,-4.570605138635023,-4.548816918447651,-4.516792786049326,-4.486587036931537,-4.449149449241946,-4.422786689802008,-4.381937324386734,-4.343518061185232
-4.6722243964870325,-4.653933105096652,-4.6285741296081415,-4.617144418171501,-4.59314525062766,-4.56609977990926,-4.544300422023142,-4.512317184038542,-4.482098416138742,-4.444725135026371,-4.418336844544528,-4.377573110924435,-4.339163012943368
