Q_dch_interp_01,Q_dch_interp_03,Q_dch_interp_05,Q_dch_interp_07,Q_dch_interp_09,Q_dch_interp_11,Q_dch_interp_13,Q_dch_interp_15,Q_dch_interp_17,Q_dch_interp_19,Q_dch_interp_21,Q_dch_interp_23,Q_dch_interp_25
-4.7273211058909395,-4.704749836509269,-4.670505114582363,-4.6626390400508875,-4.625614975151528,-4.602096668749652,-4.58179093107701,-4.525190349684026,-4.477030871717071,-4.4243000924415,-4.384507023550999,-4.345088204989335,-4.284843669628064
-4.725416999468952,-4.702752373698722,-4.668479205247207,-4.660619224860148,-4.62362194198016,-4.600058170460442,-4.579800344688332,-4.523180032168523,-4.47510611952988,-4.422280678982576,-4.382485483503804,-4.343140049449793,-4.282987998042935
-4.723471495122309,-4.700707270214831,-4.666409141835167,-4.6585529021962,-4.621576450431087,-4.597974443859824,-4.57777171879737,-4.521132082618519,-4.473130336272417,-4.420222275635383,-4.380434506887616,-4.341161582329732,-4.281100957119698
-4.721482365917535,-4.69861262249249,-4.6642928962582095,-4.6564381037549945,-4.619476826532491,-4.59584345929441,-4.575702654885146,-4.5190441290092105,-4.471101956687287,-4.4181225187161886,-4.37835127126909,-4.339150042507829,-4.279179822782664
-4.719447384921148,-4.696466526966594,-4.662128440428302,-4.654272861232488,-4.617321396312556,-4.593663187110811,-4.573590754432679,-4.516913799315796,-4.469019415517095,-4.415979044541259,-4.376232954214888,-4.337102668862751,-4.277221870956151
-4.717364325199671,-4.694267080072037,-4.659913746257412,-4.6520552063246345,-4.615108485799467,-4.591431597655639,-4.571433618920987,-4.51473872151347,-4.466881147504446,-4.413789489426862,-4.3740767332916715,-4.335016700273166,-4.275224377564469
-4.715230959819621,-4.6920123782437155,-4.657646785657504,-4.6497831707273924,-4.612836421021405,-4.5891466612755005,-4.569228849831093,-4.512516523577433,-4.464685587391944,-4.411551489689265,-4.371879786066101,-4.332889375617747,-4.273184618531935
-4.713045061847525,-4.689700517916523,-4.65532553054055,-4.647454786136714,-4.610503528006553,-4.58680634831701,-4.56697404864402,-4.510244833482879,-4.462431169922195,-4.409262681644738,-4.369639290104833,-4.330717933775162,-4.271099869782861
-4.710804404349899,-4.6873295955253536,-4.652947952818516,-4.645068084248552,-4.608108132783097,-4.584408629126778,-4.564666816840783,-4.507921279205008,-4.460116329837803,-4.406920701609544,-4.367352422974531,-4.328499613624082,-4.268967407241564
-4.708506760393267,-4.6848977075051055,-4.650512024403371,-4.642621096758864,-4.60564856137922,-4.581951474051414,-4.562304755902407,-4.5055434887190176,-4.4577395018813695,-4.4045231858999525,-4.365016362241853,-4.326231654043177,-4.266784506832356
