1.285469491171319957e-02,7.159830261389971611e+02,1.003135841229498837e+01
1.055954604689970065e-02,1.015914205773073149e+03,1.908537514050829742e+01
1.053050047386860054e-02,3.365841023166747163e+02,3.306054919943530024e+01
8.140904683483900575e-03,1.999999999988042873e+03,4.708523107929220259e+02
1.614215107651999952e-03,3.588708918400884613e+02,8.023616324375961995e+01
1.983142586025699993e-03,4.312688554475424212e+02,9.451483347237231669e+01
2.661358384917599917e-03,3.913003495567240861e+02,8.952874523723603772e+01
1.804593573260400039e-03,3.947352119663109988e+02,9.117754943959661773e+01
9.427423609556000172e-03,1.623706751898966104e+03,4.999999998837408270e+02
7.651042710273199890e-03,3.107554123744233152e+02,6.593017556588522154e+01
4.656632662147499983e-03,4.283980371410152088e+02,9.208574821197811389e+01
5.165719412188200278e-03,3.274420231625881570e+02,4.932605192837466035e+01
6.652692795972000098e-03,3.362741070750772110e+02,6.210733136994831938e+01
9.220262948802800118e-03,3.430042186134934354e+02,6.209223922223744552e+01
1.123067461054400029e-02,2.870880781245941762e+02,2.003825733804997711e+01
5.745536709918799834e-03,4.346226082689213968e+02,1.049437370627798174e+02
5.329650603488699998e-03,4.069793669480151834e+02,7.681155518762361112e+01
3.659153872576799936e-03,4.307802840540064722e+02,8.292645812934809157e+01
8.468206804855200540e-03,4.188192834275449741e+02,4.483506524218952194e+01
8.529359217946400756e-03,7.027384667024826967e+02,4.504329090449326856e+01
6.955732009276099914e-03,6.408122431898694913e+02,1.041138853952301844e+02
6.749746524007700123e-03,6.002678401078613888e+02,1.116310838266273606e+02
7.239550750309500272e-03,4.267301423458130785e+02,8.343858882021896761e+01
5.150297405641399671e-03,4.402006152226991844e+02,6.924285993974282860e+01
7.490731528398300414e-03,6.411649589057607272e+02,1.620984207057360607e+02
7.647094168611400129e-03,1.529900993400076914e+03,4.999999997609215256e+02
3.337283706504799892e-03,5.530199585190466678e+02,1.091688674545314370e+02
4.279874757361200148e-03,5.726467098971152154e+02,1.293127569534259464e+02
4.776396186252100141e-03,7.088447199142940462e+02,1.414607174971531549e+02
4.295191576310600223e-03,6.332365898412238039e+02,1.279167201217644561e+02
4.384087806396700336e-03,3.457548225745318859e+02,6.179788706924971819e+01
5.428265147086800031e-03,5.216934161314924268e+02,9.530898602597372360e+01
4.595459445331699991e-03,6.287698414467995462e+02,1.154721186394833268e+02
5.040762838342600048e-03,3.761653934669914747e+02,6.748580149270770789e+01
6.288013273393499962e-03,5.817765350287841102e+02,9.874275979258192137e+01
5.367085129135799881e-03,3.902290428518090266e+02,4.774375170224293186e+01
6.204251460644199904e-03,5.294740804098612443e+02,8.692192738958593168e+01
5.498756434282299835e-03,3.518945497475599495e+02,3.690100253729047353e+01
