1.294789261407039582e+01,1.921718706159540346e+01,3.129508957811368219e+01,1.105578725683713230e+02,7.014757917445862745e+01
1.560798025462169392e+01,2.525684928077654234e+01,6.136712689024453482e+01,1.695767134333544561e+02,6.113270418995193722e+01
1.893869668395524641e+01,3.073044640679320949e+01,8.122203817074590404e+01,6.125053375623650709e+01,3.933286648375519690e+01
1.009607505594987487e+01,2.717248786311169795e+01,1.420242092109953944e+02,1.179440677976771781e+02,7.493084386926716434e+01
7.902414661486481862e+01,5.363116162796775654e+01,4.503930400631216457e+01,3.257893772714646730e+01,2.632540700045615267e+01
8.994739829870350434e+01,6.034127787672193222e+01,5.574727818248246081e+01,4.749029440839981930e+01,2.296473712105245113e+01
7.191607973894529948e+01,5.118276646991914447e+01,4.457408269713734228e+01,4.181727212546246619e+01,4.170159698297089790e+01
7.837953975117251559e+01,5.743776293482802942e+01,5.071987186940910419e+01,3.152718598355090762e+01,3.982585476411787795e+01
1.383163594343454150e+00,6.813109110209458308e+00,1.623848211684402543e+01,1.536982256374207338e+02,4.594461871353692572e+01
3.999468476566221398e+01,2.835303251355789200e+01,1.907227259536135477e+01,3.559567722210886132e+01,5.610679616976173634e+01
6.661118289346052279e+01,3.165772483551320704e+01,5.909457980928456777e+01,5.533923374304714571e+01,4.576250479423950424e+01
6.634365541407052547e+01,5.056390758180123157e+01,6.703538777352575551e+01,3.059742789180296541e+01,1.008028062653647794e+01
2.898786508231740555e+01,6.132563748890459010e+01,4.789690438662448457e+01,3.864519291560984016e+01,2.818648680922126459e+01
1.486069630534083785e+01,4.979790081796900836e+01,3.890752926060280004e+01,4.898214947545032771e+01,3.525405107777157809e+01
9.577775350419884148e+00,4.300273332238986512e+01,5.732480102488313634e+01,7.769587601495952356e+01,3.256388718913447633e+01
6.078772774575723403e+00,6.264815235865576426e+01,7.692640722858565994e+01,3.947982418416464157e+01,2.481431325813980493e+01
4.095260739402839079e+01,7.233367249074754568e+01,5.811417581396104026e+01,5.040197657493544625e+01,2.861601180615141971e+01
7.578334769701299933e+01,7.269253882724767379e+01,6.068843926800607846e+01,4.381205551344666560e+01,2.448335497374213787e+01
2.101561270415255933e+01,6.969721120089775468e+01,9.977086166233188180e+01,6.159620995336183569e+01,4.175984755697521678e+01
1.801323843414329673e+01,6.847509438476967603e+01,1.056608135755118383e+02,1.693094192832870704e+02,1.362419311125850072e+02
4.671279318398193681e+01,6.419774059400508293e+01,9.516632914462466886e+01,1.000620872783900381e+02,6.263689881044047070e+01
5.091981049905042767e+01,6.438350641890096426e+01,5.440722457340194751e+01,9.150513392744554153e+01,7.320374694213489875e+01
3.604503298387776056e+01,5.754567790217173950e+01,3.338417276086721586e+01,6.078935833673180866e+01,5.514825875089340457e+01
6.593936419896142809e+01,6.632235996205743334e+01,9.232253265558026101e+01,4.698415050882141486e+01,2.038153471129578520e+01
5.203925555543762904e+00,1.928366005859238541e+01,1.226509270346921454e+02,4.325369604441834781e+01,4.637030536750506826e+01
1.289297582956277388e+00,5.691751783791992203e+00,1.282999453701241421e+01,1.854439341007488053e+02,7.595839556099900847e+01
8.490484766377167603e+01,1.011262261974497676e+02,6.507253062834612933e+01,7.340757733585596156e+01,2.122681860955350430e+01
7.852182422060526790e+01,6.397277785078452439e+01,5.435544009252106434e+01,4.464069519381428108e+01,1.017788847701088457e+02
7.549366753152634146e+01,9.821165542732424569e+01,6.614265921736483733e+01,9.669936378191576409e+01,7.140661223188777740e+01
7.478106869486046548e+01,9.987690989030875244e+01,6.262461581253205622e+01,9.675477915501986104e+01,4.154761676307339258e+01
5.517963611353373921e+01,7.113365228465318069e+01,5.042497398113853535e+01,3.202621423102917220e+01,1.980811978388888406e+01
5.502093494453644951e+01,7.207691739445334633e+01,8.406058709524506867e+01,6.282380537751964766e+01,4.003627463024383815e+01
6.626098587480490210e+01,1.000239059670417845e+02,1.037034707396929605e+02,6.820959186132506602e+01,4.822407246532833369e+01
5.604889516644911396e+01,5.469335691423811596e+01,6.617804462943114174e+01,4.648724069058286545e+01,1.249490417204370374e+01
4.850849922182892016e+01,7.090433815658101935e+01,9.412708799259176828e+01,8.417706520271542558e+01,4.591599122372099373e+01
6.182234883726101060e+01,9.903888525521919917e+01,7.539600847156197005e+01,3.380586232092164778e+01,1.771531798900531385e+01
4.676561526941107161e+01,7.539317583790611366e+01,9.080124984314539915e+01,7.411586166797241049e+01,3.325508971661378155e+01
6.659041469069983066e+01,9.242410450817942547e+01,7.228986974967344281e+01,2.781761962213576567e+01,1.321417738487423321e+01
3.549806934332914388e+00,5.712259130142380315e+01,1.267706327576293006e+02,3.987079797880022625e+01,3.018268475171277032e+01
2.981899480323653151e+00,1.000599317615570882e+01,1.396700399120229577e+02,4.911438040653399639e+01,2.236886397640179780e+01
2.724098320755494296e+00,9.078351963949563341e+00,1.319103600606926250e+02,2.981629294162374322e+01,2.208018197128345150e+01
2.927902840415682917e+01,4.587066366579495025e+01,7.075169437076129952e+01,7.342456383291730049e+01,3.970646546496132601e+01
5.128819652004821705e+00,1.572670113731860475e+01,1.248426505381077476e+02,9.755089985861133073e+01,3.372198553783925945e+01
1.975975953939389518e+00,6.720828610858712970e+00,6.282525920741551317e+01,1.299183492592848381e+02,2.820412502466757587e+01
1.885679636945806426e+00,5.790916167532752290e+00,1.477085601412522919e+01,9.777818263875653315e+01,5.100062381390472410e+01
7.010219860348617260e+01,8.576510843669964856e+01,6.419538264214850187e+01,4.723958488149833101e+01,2.078233359687925486e+01
3.849236738382078915e+00,1.542317357318761317e+01,1.445386006853244680e+02,4.869553368659381931e+01,2.736454301101264264e+01
7.318377671218641467e+01,9.521459736872014901e+01,8.276092848675810387e+01,1.212577135887215718e+02,9.941373313023240144e+01
5.066462977622907715e+01,5.335915363069516104e+01,3.782230239972183483e+01,7.815615535638514189e+01,5.515932980532676311e+01
7.184736984095600576e+01,8.219348557416525125e+01,6.785349536151292682e+01,6.102165941079289269e+01,9.967499967007216810e+01
6.908125943089952159e+01,5.798822676052945724e+01,4.508696880266523976e+01,4.355680558991872431e+01,5.527888488827400693e+01
6.948524846241921793e+00,3.575426110578607819e+01,1.831462914844847774e+02,1.184840497585222749e+02,1.136658122797377359e+02
3.398991847957181900e+00,1.280747715121289509e+01,1.070550661972336002e+02,1.694672651232278042e+02,9.224481644117281576e+01
4.627456756513219638e+00,1.657429434609837671e+01,1.951573146107912180e+02,1.311730980178048469e+02,7.957938748326745326e+01
5.476072714565792587e+00,1.926914988208473289e+01,2.084819968490230622e+02,1.064995270436773467e+02,6.512770695908432117e+01
5.247048552601004445e+01,7.414578461052528269e+01,9.253521877008881802e+01,7.499471939940147536e+01,2.696504155449355267e+01
2.677560463481224673e+01,4.717005505391350084e+01,7.394195925817727755e+01,1.118685197445958579e+02,6.462496819933704728e+01
3.536838385064837098e+01,8.320367546566627936e+01,1.701481875590187087e+02,1.387568638688291571e+02,8.380193303340871580e+01
6.075363573351035029e+01,1.197615861998900186e+02,1.197575187663900067e+02,7.074343622440210311e+01,4.247407955613016384e+01
5.203078112386572229e+01,9.422641912382709961e+01,1.077322673834574118e+02,5.946237306597981842e+01,4.351305534854770940e+01
1.827685671685947710e+01,4.316007807750700209e+01,1.277596182478368121e+02,9.976124092882321293e+01,5.066690311447786144e+01
3.157399511742713116e+01,1.052290078798591253e+02,1.255781728606947070e+02,9.886039984091195265e+01,7.568697165579885677e+01
7.769719320593156908e+01,1.238234662707278062e+02,1.001040139262010769e+02,1.106589594779849222e+02,7.469393136305302505e+01
6.889103762278583076e+01,1.533304296917702629e+02,1.122788300507024246e+02,8.824364220189073649e+01,6.857819248433065695e+01
8.201184917800915741e+01,1.474473934529386838e+02,1.361791662832052623e+02,1.223440604095982849e+02,5.615971602948383179e+01
7.089970054555350032e+01,1.234716674787827912e+02,9.508400265874118418e+01,8.134762131116428918e+01,5.289656857731324635e+01
1.710365874929264862e+01,5.676065066382116697e+01,1.142411699737587440e+02,8.522675041100876570e+01,5.260201389344109657e+01
5.118518131254800352e+01,8.239774258397426365e+01,1.310403566272520663e+02,1.005470441041633194e+02,4.226481730032156747e+01
4.109130654949244388e+01,1.063394207221405594e+02,1.103573599140507042e+02,7.633891123386564459e+01,3.527306504814828259e+01
5.369523850789851593e+01,1.129503845647573996e+02,1.275777963974616966e+02,7.977885156229660879e+01,3.468953568746388783e+01
5.236209965069114247e+01,1.325587824063857170e+02,8.030186203623080132e+01,6.404585450246133860e+01,5.761767280617198139e+01
5.158241566304908332e+01,1.083284666776113454e+02,5.763073602876241353e+01,5.555895277196856341e+01,4.407127907646611220e+01
2.293214293722149222e+01,1.018355847501430844e+02,1.317521094737091971e+02,8.569803124504727521e+01,3.564777603671063844e+01
1.501005467605923194e+01,9.718917310530775922e+01,1.631187075111750744e+02,1.007477154174890188e+02,4.708327155449018164e+01
3.431003057107806953e+00,1.327603833144870649e+01,1.695832435705621606e+02,5.731024404186700849e+01,2.873524682592815793e+01
6.555784974267827181e+01,9.960385291541462038e+01,1.295900809041966681e+02,6.646791957802560091e+01,3.507378695102397614e+01
5.745875727724693149e+01,9.504787553909761755e+01,1.369146127555985686e+02,8.312216510524785917e+01,3.675470573067656233e+01
2.648749251752529688e+01,6.094360486353241413e+01,9.605848499158641118e+01,1.116938077689012232e+02,9.314325395356559056e+01
5.495845235163952225e+01,8.729458466060157207e+01,1.056619724762003045e+02,7.254447605883481742e+01,3.693585953099710650e+01
7.981887052314424125e+01,7.709259170093741886e+01,5.720127528419502028e+01,3.554022861736766004e+01,1.377067724399370263e+01
7.236900940422488304e+01,7.444488695602188955e+01,6.524390472143065267e+01,3.744844834819542712e+01,2.513735180890654419e+01
7.052805306930117979e+01,7.088460015037892958e+01,6.850950547265290425e+01,5.701748718894720014e+01,4.944908483199901639e+01
6.165571992617250174e+01,7.776810814249267878e+01,7.715973367665625915e+01,5.641755755341677059e+01,2.780679049441755524e+01
4.944863171677075542e+01,6.608423030020964006e+01,5.319997872680143303e+01,4.259625397031601324e+01,4.593478604675593147e+01
5.406019543374991088e+01,6.763562284755350618e+01,5.765243201591547972e+01,3.237788639436479343e+01,2.611411718917349845e+01
2.429385347905130033e+01,6.449871869135328950e+01,1.015705091912979015e+02,1.242842311477716066e+02,1.114758364112392997e+02
3.199566172402534647e+01,8.730183045051256840e+01,1.508010048376921475e+02,7.327649280865358605e+01,5.253955571302594763e+01
2.246188183757386980e+01,6.938480908723904861e+01,1.103059696286698852e+02,9.182993388826037062e+01,6.475861861532268904e+01
1.765674177928661237e+01,6.522549345003851329e+01,1.207369487949850537e+02,8.376426262720951854e+01,6.090380659689520826e+01
3.600775972590398055e+01,8.496297475199686744e+01,1.301861352114888746e+02,7.894892687045407342e+01,6.109453315796292827e+01
4.227068876303205514e+01,1.258729945015561782e+02,1.653597666457836795e+02,1.339365514897663161e+02,1.119721981904022527e+02
1.962821750967742318e+01,5.453793102144593519e+01,1.447569466761071340e+02,1.338355120120044432e+02,8.430279560310697207e+01
