,Cell,b1,b2,b3
98,G39C3,0.007525425219852692,299.9197676330481,27.196130464856882
99,G39C4,0.009965085711731225,315.11945644277694,25.860522424408998
100,G3C1,0.005393906249171189,841.5129874975895,159.4491056775884
101,G3C2,0.006849914840419403,499.5679220014442,96.49221755047739
102,G3C3,0.004267533714786,625.363106531854,137.88592472005251
103,G3C4,0.0037634737671822173,445.17464400943095,99.7530601406889
104,G40C1,0.0037913828019303045,1145.1971293027188,198.18257136668086
105,G40C2,0.004444731411572584,1084.169897216667,153.606321790908
106,G40C3,0.005219527788253923,953.0262557800392,88.26758557516534
107,G40C4,0.004465050081292884,971.359945182226,148.15622129233483
108,G41C1,0.006430008135983716,1602.927017910599,405.4531615992189
109,G41C2,0.006838237030470803,1743.345099271491,499.9999999980268
110,G41C3,0.006244633406729187,1815.5717328712562,499.99999958765727
111,G41C4,0.0066168173764189825,1885.93801110323,499.9999899460749
112,G42C1,0.004815919642107953,696.4681163138204,82.07134131800764
113,G42C2,0.006326077418029282,1073.4513230197313,173.2042028045882
114,G42C3,0.005430435486047999,636.0425260815008,95.81193588932763
115,G42C4,0.0018120574235767463,920.7838228974238,171.03607253422845
116,G43C1,0.005989136114184352,1065.392410839352,138.9658933400559
117,G43C2,0.004732000495378307,968.1266766221681,157.01913799791726
118,G43C3,0.005105024043569351,1000.0023432973938,122.30009582717662
119,G43C4,0.005725248092135319,949.4678876172128,127.26489784829641
120,G44C1,0.0047760996233127085,419.6341386551259,41.891080974700145
121,G44C2,0.004715046295482472,592.6694974046338,55.39964835805241
122,G44C3,0.004747156859455699,1169.5621271256525,220.15697176909603
123,G44C4,0.004302761859544344,834.4129073192967,151.93045039454765
124,G45C4,0.00605265453165949,517.6418170794359,82.61118605643279
125,G46C1,0.005763180224985999,459.11122200385495,59.64592432406309
126,G46C2,0.006577110636016591,487.9677678416172,51.08871424273016
127,G46C4,0.00634756930399086,425.31076533414796,48.28438445724156
128,G47C1,0.009202547839130161,577.0188975694247,73.77591200529866
129,G47C2,0.007005113544053461,754.0895447863873,77.80864744321337
130,G47C3,0.0051324263951632604,623.8224898132107,93.15580722573662
131,G47C4,0.005558173502341574,560.6380104914283,90.28153760434135
132,G48C1,0.009075442261301294,435.7089249197647,28.925466316909088
133,G48C3,0.006410033204183587,758.3946290723464,121.61700001854
134,G49C1,0.003740890260370976,890.7871431575986,177.85324790418042
135,G49C2,0.004392686861065594,1023.8236175654765,183.4013250009583
136,G49C3,0.0037806778331855124,791.8420455613068,140.91289019477188
137,G49C4,0.0028884147412307857,788.0605963923598,113.910200202021
138,G4C1,0.004449070512333428,832.5244409505416,159.94367184959748
139,G4C2,0.004250184568312209,812.8290583739074,150.9158902546458
140,G4C3,0.004354611514787902,882.0813293440793,150.9425182668807
141,G4C4,0.00422094018302312,697.2785921864865,131.9239356202187
142,G50C1,0.0035406472475367,805.4115509441118,120.4863580399017
143,G50C2,0.005081494069352997,624.0154707773971,96.5863842891731
144,G50C3,0.004826808303812359,922.7880112586167,91.16233123329158
145,G50C4,0.006950934365228313,676.4794470465575,33.81965598191531
146,G51C1,0.008934661659052559,454.85369789088526,41.24253798928966
147,G51C2,0.006424371935224102,623.2412718175758,81.57036103029873
148,G51C3,0.006392324708287103,538.3994123685738,67.0913211566218
149,G51C4,0.005855883749635911,580.8850017184445,69.97285805623441
150,G52C1,0.004184859668232995,630.9391042779175,124.2000706569657
151,G52C2,0.004083365033652662,513.2438474529679,103.92635697838725
152,G52C3,0.007257043839323376,494.4706643306053,42.04390025350528
153,G52C4,0.005351045472520739,908.5814161952318,195.7332130477317
154,G53C4,0.007488434485766579,1261.9682629842955,340.2427153414313
155,G54C1,0.002032607856387111,902.6942595390809,167.6765397441637
156,G54C2,0.0015048404917149803,963.4995051617008,189.56771394457746
157,G54C3,0.0021728151101131064,864.0399502652723,144.56187599052416
158,G54C4,0.0031950800646892035,705.5116975698453,76.00917981025967
159,G55C1,0.005427981064436822,577.8878122562583,78.21755356100203
160,G55C2,0.0059626606228639824,596.9184227648207,74.87837642992532
161,G55C3,0.008239483119244996,730.9574009715624,107.30694004098585
162,G55C4,0.005792522670961796,563.2012259059181,87.61672705549869
163,G56C1,0.0056066475550373435,1127.658219501794,258.24332489809063
164,G56C2,0.005964125267034389,884.871285261683,174.43081607467067
165,G56C3,0.006591162800524676,579.178920203781,74.6158379377157
166,G56C4,0.007881269022966762,1905.7137480119816,499.9999999966661
167,G57C1,0.005361676796134742,1515.3295977907155,222.5116326215387
168,G57C2,0.0028714830345016027,1434.6914145664953,283.5784646015868
169,G57C3,0.0023926920690716864,1086.1436632344094,212.81400292133526
170,G57C4,0.0011704734130463415,1095.1536637488512,229.84588674881797
171,G58C1,0.00744860683456349,620.1920776914186,52.21655780894224
172,G58C2,0.011453972263991955,1999.9999998798266,431.4317131960092
173,G58C3,0.008637179315922177,843.9145927575671,187.13752049563467
174,G58C4,0.007974778977827484,1740.0837490926363,499.99999999022515
175,G59C1,0.0036183924065861205,1287.8131036240957,231.95772773946396
176,G59C2,0.0038679781644008282,1263.733912710557,221.75896448896313
177,G59C3,0.004747431994353653,992.8023518163864,127.39417949425774
178,G59C4,0.0032494536953448813,1079.769180057554,201.62666903451753
179,G5C1,0.003367302092876747,391.7571375758286,69.2614844327053
180,G5C2,0.0035405576034455433,418.96717851623856,79.42433667997169
181,G5C3,0.0038625352553247044,512.3573945049975,108.10140569814868
182,G60C1,0.004703284836016554,481.86901008002764,88.30293795158089
183,G60C2,0.004933303140346196,427.6662541862402,88.24240826491616
184,G60C4,0.004525965028515805,363.81961327487943,66.96609597453167
185,G61C2,0.00664827757830946,754.1705633960264,116.27731499951939
186,G61C4,0.008208219503479653,1999.9999999842853,392.4123803213392
187,G62C1,0.008399285778908768,821.2345977825543,110.59609369843044
188,G62C2,0.0070383416688816446,565.8386968794097,62.481273630913584
189,G62C3,0.008166937904414681,575.1195027456339,71.90777521719525
190,G63C3,0.007803797061310023,1719.6390126188762,499.999999999048
191,G63C4,0.0065409817470940676,1787.3606156428714,499.9999997082024
192,G64C4,0.009514281862905342,486.4130354042625,53.49101876172573
193,G6C1,0.00435583758734866,909.6158068057448,137.5096519387214
194,G6C2,0.0035489175798809284,1148.5541369110053,198.1847572134644
195,G6C3,0.0038980387960992568,1227.0966810295524,195.67024252870587
196,G6C4,0.005165888131243767,843.0250633748028,107.47603223557701
197,G7C1,0.008582776282648086,501.67816809523725,49.552854904860496
198,G7C2,0.0069550988361043176,610.3952642473962,81.6693387805397
199,G7C3,0.005578749857944114,1044.1778969860522,176.50175273197578
200,G7C4,0.008460661523692799,568.7014598124424,35.813975614075076
201,G8C1,0.011127424082937078,1959.2945617217854,499.99999999892094
202,G8C2,0.010603770764890752,1999.9999990209376,473.6448381490212
203,G8C3,0.0075260938266127845,900.9462498326177,211.21813910206953
204,G8C4,0.007996647455668738,1799.8384094705411,499.99999430032364
